population,origin,policy,active_groups,acquired_groups,update_seconds,state_bytes,retained_bytes,coarse_setup_seconds,source_access_rows,gpu_peak_bytes,complete_seconds,recomputed_group_factors,reused_group_factors,factor_denominator,separator_factorizations,selected_groups,gpu_event_span_ms,representation_seconds,representation_detail_bytes,released_detail_bytes,cuda_resident_bytes,cuda_after_eviction_bytes,gpu_reserved_bytes,coarsen_seconds,two_rerefine_seconds,two_cached_rerefine_seconds,source_file_bytes,acquired_households,access_budget_cells,active_state_dimension,total_state_dimension,host_peak_rss_bytes
1024,0,uncertainty,8,8,0.027314084582030773,31250176,21600000,0.20337405428290367,12240,56259072.0,0.23068813886493444,8,8,17,1,8 12 6 1 15 10 9 5,27.288543701171875,0.004585065878927708,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.65887850522995e-05,0.00835383776575327,0.002236948348581791,329332.0,512.0,12288.0,12672.0,24960.0,1425010688.0
1024,1,uniform_fine_stream,0,16,0.04826302081346512,21600000,21600000,0.0,24497,61671936.0,0.04826302081346512,16,0,17,1,,,,,,,,,,,,,,,,,
1024,1,fixed_coarse,0,0,0.039344437420368195,21600000,21600000,0.039344437420368195,0,,0.039344437420368195,16,0,17,1,,,,,,,,,,,,,,,,,
1024,1,fixed,2,2,0.009303780272603035,24012544,21600000,0.039344437420368195,3048,45431296.0,0.04864821769297123,2,14,17,1,1 2,9.277664184570312,0.004767904058098793,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.652049392461777e-05,0.008633126504719257,0.0022399192675948143,82787.0,128.0,3072.0,3456.0,24960.0,1429024768.0
1024,1,fixed,4,4,0.015449170023202896,26425088,21600000,0.039344437420368195,6120,49021440.0,0.05479360744357109,4,12,17,1,1 2 3 4,15.423711776733398,0.004574725404381752,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.971919745206833e-05,0.008564856834709644,0.0022197989746928215,165381.0,256.0,6144.0,6528.0,24960.0,1429024768.0
1024,1,fixed,8,8,0.02703943755477667,31250176,21600000,0.039344437420368195,12264,56259072.0,0.06638387497514486,8,8,17,1,1 2 3 4 5 6 7 8,27.01363182067871,0.004556496627628803,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.576922118663788e-05,0.008406567387282848,0.00224370788782835,330628.0,512.0,12288.0,12672.0,24960.0,1429024768.0
1024,1,random,2,2,0.009298590011894703,24012544,21600000,0.039344437420368195,3048,45431296.0,0.0486430274322629,2,14,17,1,6 1,9.272928237915039,0.004575216211378574,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,5.374941974878311e-05,0.008668635971844196,0.002233097329735756,82889.0,128.0,3072.0,3456.0,24960.0,1429024768.0
1024,1,random,4,4,0.015352391637861729,26425088,21600000,0.039344437420368195,6120,49021440.0,0.05469682905822992,4,12,17,1,6 1 12 9,15.327008247375488,0.00456833653151989,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.079021841287613e-05,0.008517768234014511,0.002250407822430134,165619.0,256.0,6144.0,6528.0,24960.0,1429024768.0
1024,1,random,8,8,0.02740060444921255,31250176,21600000,0.039344437420368195,12240,56259072.0,0.06674504186958075,8,8,17,1,6 1 12 9 13 8 7 0,27.374624252319336,0.004593426361680031,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.767936378717422e-05,0.008362109772861004,0.0022582076489925385,331007.0,512.0,12288.0,12672.0,24960.0,1429024768.0
1024,1,uncertainty,2,2,0.009279369376599789,24012544,21600000,0.039344437420368195,3072,45431296.0,0.04862380679696798,2,14,17,1,8 12,9.253664016723633,0.004607225768268108,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.7550536692142487e-05,0.008672816678881645,0.002223137766122818,82229.0,128.0,3072.0,3456.0,24960.0,1429024768.0
1024,1,uncertainty,4,4,0.015267091803252697,26425088,21600000,0.039344437420368195,6120,49021440.0,0.05461152922362089,4,12,17,1,8 12 6 1,15.24169635772705,0.004600466229021549,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.995854735374451e-05,0.008472947403788567,0.0022407779470086098,165118.0,256.0,6144.0,6528.0,24960.0,1429024768.0
1024,1,uncertainty,8,8,0.02705587726086378,31250176,21600000,0.039344437420368195,12240,56259072.0,0.06640031468123198,8,8,17,1,8 12 6 1 15 10 9 5,27.029216766357422,0.00456511415541172,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.801929652690887e-05,0.008453787304461002,0.002222709357738495,330772.0,512.0,12288.0,12672.0,24960.0,1429024768.0
1024,2,uniform_fine_stream,0,16,0.04848406929522753,21600000,21600000,0.0,24484,61671936.0,0.04848406929522753,16,0,17,1,,,,,,,,,,,,,,,,,
1024,2,fixed_coarse,0,0,0.03945013601332903,21600000,21600000,0.03945013601332903,0,,0.03945013601332903,16,0,17,1,,,,,,,,,,,,,,,,,
1024,2,fixed,2,2,0.009278989396989346,24012544,21600000,0.03945013601332903,3062,45431296.0,0.048729125410318375,2,14,17,1,2 3,9.25334358215332,0.0047803837805986404,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.594959318637848e-05,0.008587577380239964,0.002242867834866047,81672.0,128.0,3072.0,3456.0,24960.0,1429417984.0
1024,2,fixed,4,4,0.01536635123193264,26425088,21600000,0.03945013601332903,6134,49021440.0,0.05481648724526167,4,12,17,1,2 3 4 5,15.340831756591797,0.004576186649501324,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.825888365507126e-05,0.008460006676614285,0.0022492287680506706,163667.0,256.0,6144.0,6528.0,24960.0,1429417984.0
1024,2,fixed,8,8,0.027223865501582623,31250176,21600000,0.03945013601332903,12268,56259072.0,0.06667400151491165,8,8,17,1,2 3 4 5 6 7 8 9,27.19753646850586,0.004610044881701469,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,9.157881140708923e-05,0.00836330745369196,0.0022478988394141197,327860.0,512.0,12288.0,12672.0,24960.0,1429417984.0
1024,2,random,2,2,0.009167781099677086,24012544,21600000,0.03945013601332903,3072,45431296.0,0.048617917113006115,2,14,17,1,13 14,9.142784118652344,0.004599975422024727,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.652980715036392e-05,0.00865358579903841,0.0022349990904331207,82081.0,128.0,3072.0,3456.0,24960.0,1429417984.0
1024,2,random,4,4,0.01537393033504486,26425088,21600000,0.03945013601332903,6134,49021440.0,0.05482406634837389,4,12,17,1,13 14 12 7,15.348480224609375,0.004570324905216694,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.784964352846146e-05,0.008493667468428612,0.002221217378973961,164317.0,256.0,6144.0,6528.0,24960.0,1429417984.0
1024,2,random,8,8,0.027071847580373287,31250176,21600000,0.03945013601332903,12254,56259072.0,0.06652198359370232,8,8,17,1,13 14 12 7 3 15 10 9,27.045536041259766,0.0045661358162760735,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.715875446796417e-05,0.008319178596138954,0.0022292276844382286,328561.0,512.0,12288.0,12672.0,24960.0,1429417984.0
1024,2,uncertainty,2,2,0.00917662214487791,24012544,21600000,0.03945013601332903,3072,45431296.0,0.04862675815820694,2,14,17,1,8 12,9.151071548461914,0.004608814604580402,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.679989069700241e-05,0.05184662528336048,0.0022421181201934814,81790.0,128.0,3072.0,3456.0,24960.0,1429417984.0
1024,2,uncertainty,4,4,0.015301601029932499,26425088,21600000,0.03945013601332903,6120,49021440.0,0.05475173704326153,4,12,17,1,8 12 6 1,15.276351928710938,0.004660075530409813,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.081908941268921e-05,0.008493407629430294,0.0022270381450653076,163915.0,256.0,6144.0,6528.0,24960.0,1429417984.0
1024,2,uncertainty,8,8,0.027138156816363335,31250176,21600000,0.03945013601332903,12240,56259072.0,0.06658829282969236,8,8,17,1,8 12 6 1 15 10 9 5,27.112640380859375,0.004587135277688503,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.891895413398743e-05,0.008486906066536903,0.002227848395705223,328150.0,512.0,12288.0,12672.0,24960.0,1429417984.0
1024,3,uniform_fine_stream,0,16,0.048142301850020885,21600000,21600000,0.0,24459,61671936.0,0.048142301850020885,16,0,17,1,,,,,,,,,,,,,,,,,
1024,3,fixed_coarse,0,0,0.039519255980849266,21600000,21600000,0.039519255980849266,0,,0.039519255980849266,16,0,17,1,,,,,,,,,,,,,,,,,
1024,3,fixed,2,2,0.00937585812062025,24012544,21600000,0.039519255980849266,3072,45431296.0,0.04889511410146952,2,14,17,1,3 4,9.350303649902344,0.0047617340460419655,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.6319328248500824e-05,0.008659056387841702,0.0022477079182863235,82695.0,128.0,3072.0,3456.0,24960.0,1429811200.0
1024,3,fixed,4,4,0.015285882167518139,26425088,21600000,0.039519255980849266,6143,49021440.0,0.054805138148367405,4,12,17,1,3 4 5 6,15.259807586669922,0.004722174257040024,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.8778561651706696e-05,0.008569817990064621,0.0022253086790442467,165021.0,256.0,6144.0,6528.0,24960.0,1429811200.0
1024,3,fixed,8,8,0.027264035306870937,31250176,21600000,0.039519255980849266,12266,56259072.0,0.0667832912877202,8,8,17,1,3 4 5 6 7 8 9 10,27.239103317260742,0.004626295529305935,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.725002408027649e-05,0.008335059508681297,0.0022315289825201035,329954.0,512.0,12288.0,12672.0,24960.0,1429811200.0
1024,3,random,2,2,0.009121991693973541,24012544,21600000,0.039519255980849266,3048,45431296.0,0.04864124767482281,2,14,17,1,8 15,9.096351623535156,0.004581366665661335,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,5.1958486437797546e-05,0.008638955652713776,0.0022414084523916245,82350.0,128.0,3072.0,3456.0,24960.0,1429811200.0
1024,3,random,4,4,0.015577899292111397,26425088,21600000,0.039519255980849266,6099,49021440.0,0.05509715527296066,4,12,17,1,8 15 2 9,15.551936149597168,0.004618254490196705,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.583891808986664e-05,0.00854052696377039,0.0022416189312934875,164710.0,256.0,6144.0,6528.0,24960.0,1429811200.0
1024,3,random,8,8,0.027342604473233223,31250176,21600000,0.039519255980849266,12193,56259072.0,0.06686186045408249,8,8,17,1,8 15 2 9 0 13 1 11,27.317279815673828,0.004591994918882847,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.923839777708054e-05,0.00836342852562666,0.002224779687821865,330303.0,512.0,12288.0,12672.0,24960.0,1429811200.0
1024,3,uncertainty,2,2,0.009180670604109764,24012544,21600000,0.039519255980849266,3072,45431296.0,0.04869992658495903,2,14,17,1,8 12,9.155167579650879,0.0045885248109698296,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,5.332939326763153e-05,0.008676675148308277,0.0022522881627082825,82375.0,128.0,3072.0,3456.0,24960.0,1429811200.0
1024,3,uncertainty,4,4,0.015291081741452217,26425088,21600000,0.039519255980849266,6119,49021440.0,0.05481033772230148,4,12,17,1,8 12 6 1,15.265088081359863,0.0045892661437392235,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.0889869928359985e-05,0.008479797281324863,0.0022321389988064766,165119.0,256.0,6144.0,6528.0,24960.0,1429811200.0
1024,3,uncertainty,8,8,0.027078397572040558,31250176,21600000,0.039519255980849266,12238,56259072.0,0.06659765355288982,8,8,17,1,8 12 6 1 15 10 9 5,27.052959442138672,0.004587954841554165,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.905027061700821e-05,0.008364228531718254,0.002249227836728096,330226.0,512.0,12288.0,12672.0,24960.0,1429811200.0
1024,4,uniform_fine_stream,0,16,0.04807633254677057,21600000,21600000,0.0,24494,61671936.0,0.04807633254677057,16,0,17,1,,,,,,,,,,,,,,,,,
1024,4,fixed_coarse,0,0,0.039641834795475006,21600000,21600000,0.039641834795475006,0,,0.039641834795475006,16,0,17,1,,,,,,,,,,,,,,,,,
1024,4,fixed,2,2,0.009301000274717808,24012544,21600000,0.039641834795475006,3072,45431296.0,0.048942835070192814,2,14,17,1,4 5,9.274880409240723,0.004782494157552719,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.660896956920624e-05,0.008719884790480137,0.0022502588108181953,82489.0,128.0,3072.0,3456.0,24960.0,1430597632.0
1024,4,fixed,4,4,0.015584368258714676,26425088,21600000,0.039641834795475006,6144,49021440.0,0.05522620305418968,4,12,17,1,4 5 6 7,15.558591842651367,0.0045801252126693726,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.956925451755524e-05,0.008476228453218937,0.0022310875356197357,165280.0,256.0,6144.0,6528.0,24960.0,1430597632.0
1024,4,fixed,8,8,0.02728496491909027,31250176,21600000,0.039641834795475006,12288,56259072.0,0.06692679971456528,8,8,17,1,4 5 6 7 8 9 10 11,27.259231567382812,0.004586344584822655,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,9.175855666399002e-05,0.008343578316271305,0.002215159125626087,330101.0,512.0,12288.0,12672.0,24960.0,1430597632.0
1024,4,random,2,2,0.009145401418209076,24012544,21600000,0.039641834795475006,3072,45431296.0,0.04878723621368408,2,14,17,1,2 4,9.120223999023438,0.004580286331474781,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.7058798372745514e-05,0.008639555424451828,0.0022285878658294678,82214.0,128.0,3072.0,3456.0,24960.0,1430597632.0
1024,4,random,4,4,0.015271130949258804,26425088,21600000,0.039641834795475006,6144,49021440.0,0.05491296574473381,4,12,17,1,2 4 6 12,15.245439529418945,0.004599364474415779,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.018020212650299e-05,0.00850002747029066,0.0022424375638365746,164805.0,256.0,6144.0,6528.0,24960.0,1430597632.0
1024,4,random,8,8,0.02737660426646471,31250176,21600000,0.039641834795475006,12288,56259072.0,0.06701843906193972,8,8,17,1,2 4 6 12 8 7 14 13,27.35103988647461,0.0046288250014185905,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.690916001796722e-05,0.008332778699696064,0.0022740382701158524,329593.0,512.0,12288.0,12672.0,24960.0,1430597632.0
1024,4,uncertainty,2,2,0.009259149432182312,24012544,21600000,0.039641834795475006,3072,45431296.0,0.04890098422765732,2,14,17,1,8 12,9.233663558959961,0.004604046232998371,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.656985402107239e-05,0.008671686053276062,0.0022268379107117653,82033.0,128.0,3072.0,3456.0,24960.0,1430597632.0
1024,4,uncertainty,4,4,0.015424150042235851,26425088,21600000,0.039641834795475006,6120,49021440.0,0.05506598483771086,4,12,17,1,8 12 6 1,15.398719787597656,0.004574155434966087,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.102956831455231e-05,0.008506037294864655,0.002250378020107746,164826.0,256.0,6144.0,6528.0,24960.0,1430597632.0
1024,4,uncertainty,8,8,0.027102256193757057,31250176,21600000,0.039641834795475006,12230,56259072.0,0.06674409098923206,8,8,17,1,8 12 6 1 15 10 9 5,27.07689666748047,0.004581155255436897,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.737854659557343e-05,0.008393027819693089,0.0022244583815336227,330147.0,512.0,12288.0,12672.0,24960.0,1430597632.0
1024,5,uniform_fine_stream,0,16,0.04793624486774206,21600000,21600000,0.0,24448,61671936.0,0.04793624486774206,16,0,17,1,,,,,,,,,,,,,,,,,
1024,5,fixed_coarse,0,0,0.03947592619806528,21600000,21600000,0.03947592619806528,0,,0.03947592619806528,16,0,17,1,,,,,,,,,,,,,,,,,
1024,5,fixed,2,2,0.00927846971899271,24012544,21600000,0.03947592619806528,3048,45431296.0,0.04875439591705799,2,14,17,1,5 6,9.252991676330566,0.004774004220962524,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.6790577471256256e-05,0.00864475592970848,0.00222011748701334,82308.0,128.0,3072.0,3456.0,24960.0,1430990848.0
1024,5,fixed,4,4,0.01534890104085207,26425088,21600000,0.03947592619806528,6120,49021440.0,0.05482482723891735,4,12,17,1,5 6 7 8,15.323391914367676,0.004569166339933872,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.96391037106514e-05,0.00848893728107214,0.002226388081908226,164740.0,256.0,6144.0,6528.0,24960.0,1430990848.0
1024,5,fixed,8,8,0.027291675098240376,31250176,21600000,0.03947592619806528,12263,56259072.0,0.06676760129630566,8,8,17,1,5 6 7 8 9 10 11 12,27.267423629760742,0.00457263458520174,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.742976933717728e-05,0.00834099855273962,0.002225329168140888,330414.0,512.0,12288.0,12672.0,24960.0,1430990848.0
1024,5,random,2,2,0.009162881411612034,24012544,21600000,0.03947592619806528,3071,45431296.0,0.048638807609677315,2,14,17,1,3 7,9.137151718139648,0.004597705788910389,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.762038588523865e-05,0.008698685094714165,0.002278287895023823,82517.0,128.0,3072.0,3456.0,24960.0,1430990848.0
1024,5,random,4,4,0.015260832384228706,26425088,21600000,0.03947592619806528,6143,49021440.0,0.05473675858229399,4,12,17,1,3 7 2 5,15.234975814819336,0.004593155346810818,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.0399994254112244e-05,0.008485258556902409,0.002247018739581108,164692.0,256.0,6144.0,6528.0,24960.0,1430990848.0
1024,5,random,8,8,0.027408873662352562,31250176,21600000,0.03947592619806528,12213,56259072.0,0.06688479986041784,8,8,17,1,3 7 2 5 11 0 4 15,27.38287925720215,0.00457413587719202,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.771941065788269e-05,0.008353768847882748,0.0022451290860772133,329549.0,512.0,12288.0,12672.0,24960.0,1430990848.0
1024,5,uncertainty,2,2,0.009134980849921703,24012544,21600000,0.03947592619806528,3072,45431296.0,0.048610907047986984,2,14,17,1,8 12,9.10912036895752,0.004594454541802406,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.795007407665253e-05,0.008755356073379517,0.0022292686626315117,82363.0,128.0,3072.0,3456.0,24960.0,1430990848.0
1024,5,uncertainty,4,4,0.015372361056506634,26425088,21600000,0.03947592619806528,6095,49021440.0,0.054848287254571915,4,12,17,1,8 12 6 1,15.346752166748047,0.004569755867123604,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.164982914924622e-05,0.008520767092704773,0.002228308469057083,165111.0,256.0,6144.0,6528.0,24960.0,1430990848.0
1024,5,uncertainty,8,8,0.02719640638679266,31250176,21600000,0.03947592619806528,12213,56259072.0,0.06667233258485794,8,8,17,1,8 12 6 1 15 10 9 5,27.17068862915039,0.0046107349917292595,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.869916200637817e-05,0.008316559717059135,0.00222970824688673,330306.0,512.0,12288.0,12672.0,24960.0,1430990848.0
1024,6,uniform_fine_stream,0,16,0.04807363264262676,21600000,21600000,0.0,24502,61671936.0,0.04807363264262676,16,0,17,1,,,,,,,,,,,,,,,,,
1024,6,fixed_coarse,0,0,0.039490015245974064,21600000,21600000,0.039490015245974064,0,,0.039490015245974064,16,0,17,1,,,,,,,,,,,,,,,,,
1024,6,fixed,2,2,0.009287379682064056,24012544,21600000,0.039490015245974064,3072,45431296.0,0.04877739492803812,2,14,17,1,6 7,9.261823654174805,0.004752064123749733,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.660990089178085e-05,0.008884293958544731,0.0022392384707927704,82658.0,128.0,3072.0,3456.0,24960.0,1431384064.0
1024,6,fixed,4,4,0.01538891065865755,26425088,21600000,0.039490015245974064,6142,49021440.0,0.054878925904631615,4,12,17,1,6 7 8 9,15.362367630004883,0.0045702653005719185,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.903933197259903e-05,0.008491377346217632,0.0022415872663259506,164908.0,256.0,6144.0,6528.0,24960.0,1431384064.0
1024,6,fixed,8,8,0.02711939625442028,31250176,21600000,0.039490015245974064,12286,56259072.0,0.06660941150039434,8,8,17,1,6 7 8 9 10 11 12 13,27.093791961669922,0.004567975178360939,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.627865463495255e-05,0.008296419866383076,0.002220488153398037,329774.0,512.0,12288.0,12672.0,24960.0,1431384064.0
1024,6,random,2,2,0.009139301255345345,24012544,21600000,0.039490015245974064,3048,45431296.0,0.04862931650131941,2,14,17,1,5 0,9.105536460876465,0.0046300748363137245,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,5.002971738576889e-05,0.008607844822108746,0.002337386831641197,82156.0,128.0,3072.0,3456.0,24960.0,1431384064.0
1024,6,random,4,4,0.015184201300144196,26425088,21600000,0.039490015245974064,6096,49021440.0,0.05467421654611826,4,12,17,1,5 0 1 6,15.158304214477539,0.004593804478645325,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.9870071709156036e-05,0.008458667434751987,0.0022473186254501343,164647.0,256.0,6144.0,6528.0,24960.0,1431384064.0
1024,6,random,8,8,0.02730033453553915,31250176,21600000,0.039490015245974064,12240,56259072.0,0.06679034978151321,8,8,17,1,5 0 1 6 2 7 11 14,27.274303436279297,0.004585654474794865,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,9.369011968374252e-05,0.008361558429896832,0.002218227833509445,329735.0,512.0,12288.0,12672.0,24960.0,1431384064.0
1024,6,uncertainty,2,2,0.009235819801688194,24012544,21600000,0.039490015245974064,3070,45431296.0,0.04872583504766226,2,14,17,1,8 12,9.210304260253906,0.0045918552204966545,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.655960947275162e-05,0.008626296184957027,0.002250468358397484,81988.0,128.0,3072.0,3456.0,24960.0,1431384064.0
1024,6,uncertainty,4,4,0.015473959967494011,26425088,21600000,0.039490015245974064,6118,49021440.0,0.054963975213468075,4,12,17,1,8 12 6 1,15.4486722946167,0.004566575400531292,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,6.0230493545532227e-05,0.008477939292788506,0.0022130683064460754,164479.0,256.0,6144.0,6528.0,24960.0,1431384064.0
1024,6,uncertainty,8,8,0.027098797261714935,31250176,21600000,0.039490015245974064,12238,56259072.0,0.066588812507689,8,8,17,1,8 12 6 1 15 10 9 5,27.073408126831055,0.004583325237035751,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.886866271495819e-05,0.008380448445677757,0.0022492585703730583,329283.0,512.0,12288.0,12672.0,24960.0,1431384064.0
1024,7,uniform_fine_stream,0,16,0.04806308355182409,21600000,21600000,0.0,24504,61671936.0,0.04806308355182409,16,0,17,1,,,,,,,,,,,,,,,,,
1024,7,fixed_coarse,0,0,0.03931026719510555,21600000,21600000,0.03931026719510555,0,,0.03931026719510555,16,0,17,1,,,,,,,,,,,,,,,,,
1024,7,fixed,2,2,0.009361028671264648,24012544,21600000,0.03931026719510555,3072,45431296.0,0.0486712958663702,2,14,17,1,7 8,9.33523178100586,0.004776554182171822,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.662945866584778e-05,0.008673425763845444,0.0022308779880404472,81650.0,128.0,3072.0,3456.0,24960.0,1432170496.0
1024,7,fixed,4,4,0.01548095978796482,26425088,21600000,0.03931026719510555,6144,49021440.0,0.054791226983070374,4,12,17,1,7 8 9 10,15.455519676208496,0.004593305289745331,602624.0,4825088.0,41644032.0,36818944.0,67108864.0,5.8729201555252075e-05,0.008519897237420082,0.002259007655084133,163193.0,256.0,6144.0,6528.0,24960.0,1432170496.0
1024,7,fixed,8,8,0.027317944914102554,31250176,21600000,0.03931026719510555,12288,56259072.0,0.06662821210920811,8,8,17,1,7 8 9 10 11 12 13 14,27.292415618896484,0.004620994441211224,602624.0,9650176.0,52207616.0,42557440.0,69206016.0,8.82195308804512e-05,0.0083127086982131,0.0023852763697504997,326730.0,512.0,12288.0,12672.0,24960.0,1432170496.0
1024,7,random,2,2,0.009135461412370205,24012544,21600000,0.03931026719510555,3072,45431296.0,0.04844572860747576,2,14,17,1,3 7,9.109663963317871,0.004585565067827702,602624.0,2412544.0,36820992.0,34408448.0,67108864.0,4.6780332922935486e-05,0.008654055185616016,0.0024282652884721756,81761.0,128.0,3072.0,3456.0,24960.0,1432170496.0
