population,origin,policy,active_groups,horizon_steps,level,queries,mae,mse,coverage90,width90,interval_score90,seasonal_mae,missing_queries,observed_households
1024,0,random,8,2,household,16,0.20899009707997124,0.11004287281019982,0.875,0.511969718631326,1.5663919800972115,0.1831167369646462,0,1020
1024,0,random,8,12,regional,1,32.65304643589184,1066.2214415445087,1.0,65.49985817149097,65.49985817149097,57.65045493760755,0,1020
1024,0,random,8,12,group,16,2.3708544415457538,7.951214700199045,0.6875,6.231002018161913,14.975416117179645,3.6031537912283422,0,1020
1024,0,random,8,12,household,16,0.17357463992128175,0.1028327283023924,0.875,0.5619711170073288,1.790699034078977,0.16679659761958457,0,1020
1024,0,uncertainty,2,2,regional,1,5.445071150619498,29.64879983530874,1.0,32.658102245377655,32.658102245377655,40.14834571211907,0,1020
1024,0,uncertainty,2,2,group,16,1.7242061312037968,4.318765199771187,0.75,4.720264844653229,8.786990110510299,2.8885637799731594,0,1020
1024,0,uncertainty,2,2,household,16,0.22252828571108682,0.11302175475354087,0.75,0.53768895244744,1.783927894054038,0.1831167369646462,0,1020
1024,0,uncertainty,2,12,regional,1,6.352092226805212,40.349075657839194,1.0,70.63202472860011,70.63202472860011,57.65045493760755,0,1020
1024,0,uncertainty,2,12,group,16,1.5819794687947253,3.8965031416462272,0.875,6.465487529688969,8.334322587056317,3.6031537912283422,0,1020
1024,0,uncertainty,2,12,household,16,0.17085963625194395,0.10139167573245575,0.875,0.5660390729229041,1.7439845391232456,0.16679659761958457,0,1020
1024,0,uncertainty,4,2,regional,1,20.199974582737866,408.0389731432558,0.0,31.425284488205257,121.17193126091001,40.14834571211907,0,1020
1024,0,uncertainty,4,2,group,16,1.8638826563047257,5.521266491581609,0.6875,4.672655861979393,12.340114024026853,2.8885637799731594,0,1020
1024,0,uncertainty,4,2,household,16,0.2030576377332932,0.10666530262071224,0.75,0.5222880263831724,1.7681524738947476,0.1831167369646462,0,1020
1024,0,uncertainty,4,12,regional,1,65.69132516992795,4315.3502025812095,0.0,68.11813071484544,700.76332696495,57.65045493760755,0,1020
1024,0,uncertainty,4,12,group,16,4.105708180748362,20.510099792750097,0.3125,6.352133758504271,33.957973778484515,3.6031537912283422,0,1020
1024,0,uncertainty,4,12,household,16,0.17760304192322626,0.10897741712037258,0.875,0.5633354898231611,1.8578321962216457,0.16679659761958457,0,1020
1024,0,uncertainty,8,2,regional,1,11.281710488814895,127.276991553436,1.0,30.413323414162914,30.413323414162914,40.14834571211907,0,1020
1024,0,uncertainty,8,2,group,16,1.7003176050054107,4.44514522956227,0.75,4.620721110660288,9.286119362143362,2.8885637799731594,0,1020
1024,0,uncertainty,8,2,household,16,0.19659894448951004,0.09025798022334691,0.8125,0.4994395039105436,1.8534333087219192,0.1831167369646462,0,1020
1024,0,uncertainty,8,12,regional,1,37.809362237293044,1429.5478727908412,0.0,65.7259208032019,164.65395751704375,57.65045493760755,0,1020
1024,0,uncertainty,8,12,group,16,2.5766565714992993,9.337259891530461,0.625,6.24253878364947,16.822146584045008,3.6031537912283422,0,1020
1024,0,uncertainty,8,12,household,16,0.17290135987219066,0.10258930781982503,0.875,0.5613282106831823,1.7935278637581291,0.16679659761958457,0,1020
1024,1,fixed_coarse,0,2,regional,1,19.662380079975122,386.6091904094025,0.0,34.93829148931656,78.8029781956534,26.322337647379953,0,1021
1024,1,fixed_coarse,0,2,group,16,1.858598253432946,4.772977145952225,0.5625,4.815350438718578,9.348656753945988,1.7157550571438183,0,1021
1024,1,fixed_coarse,0,2,household,16,0.17363475374366466,0.07007740109962549,0.8125,0.5548628694949369,1.5911156274188303,0.1733811250735925,0,1021
1024,1,fixed_coarse,0,12,regional,1,24.09518732761549,580.5780523528822,1.0,80.05600505476187,80.05600505476187,17.633980407213016,0,1021
1024,1,fixed_coarse,0,12,group,16,1.906668411602991,5.11056055753833,0.9375,6.906471075581289,7.982064535191676,1.641548039912189,0,1021
1024,1,fixed_coarse,0,12,household,16,0.15787495864259843,0.04648288634100688,0.75,0.5722932749692818,1.2187832130571923,0.1427801448896385,0,1021
1024,1,uniform_fine_stream,16,2,regional,1,6.326685563399053,40.026950218121996,1.0,29.5157641748604,29.5157641748604,26.322337647379953,0,1021
1024,1,uniform_fine_stream,16,2,group,16,1.6381041306110986,3.3653400946156213,0.75,4.5563898512091425,5.964173734430897,1.7157550571438183,0,1021
1024,1,uniform_fine_stream,16,2,household,16,0.12708434660855605,0.03472708021540041,0.9375,0.4730228058090894,0.8413976420203887,0.1733811250735925,0,1021
1024,1,uniform_fine_stream,16,12,regional,1,10.08012013310534,101.6088218978356,1.0,64.2038751478938,64.2038751478938,17.633980407213016,0,1021
1024,1,uniform_fine_stream,16,12,group,16,1.5021214269123764,3.144378486326338,0.9375,6.164076958407297,7.043895621929254,1.641548039912189,0,1021
1024,1,uniform_fine_stream,16,12,household,16,0.1464664724587043,0.03942454835282932,0.75,0.5600131967046579,1.126040303680355,0.1427801448896385,0,1021
1024,1,fixed,2,2,regional,1,9.890595107052718,97.82387157165516,1.0,32.1588255244153,32.1588255244153,26.322337647379953,0,1021
1024,1,fixed,2,2,group,16,1.6998141771796336,3.6408262950931474,0.6875,4.707338933689434,5.932147084382007,1.7157550571438183,0,1021
1024,1,fixed,2,2,household,16,0.19404551542373133,0.08254906368820134,0.75,0.5411552817938192,1.6347828624152672,0.1733811250735925,0,1021
1024,1,fixed,2,12,regional,1,20.25535309723398,410.27932909362613,1.0,70.40941776201022,70.40941776201022,17.633980407213016,0,1021
1024,1,fixed,2,12,group,16,1.8221803570706654,4.547482953023458,0.9375,6.455048796665117,7.6132480164062395,1.641548039912189,0,1021
1024,1,fixed,2,12,household,16,0.15666975977213,0.04656448795888734,0.75,0.5663245445168923,1.2691961360388764,0.1427801448896385,0,1021
1024,1,fixed,4,2,regional,1,3.6367610353516397,13.22603082825193,1.0,31.4669154344144,31.4669154344144,26.322337647379953,0,1021
1024,1,fixed,4,2,group,16,1.6503238826437108,3.2611580112327623,0.8125,4.676093056025714,5.826747913680288,1.7157550571438183,0,1021
1024,1,fixed,4,2,household,16,0.18591059390461914,0.07548634546037677,0.8125,0.5360279861315426,1.5299424444221634,0.1733811250735925,0,1021
1024,1,fixed,4,12,regional,1,11.099390936232766,123.19647915532607,1.0,68.32458073502542,68.32458073502542,17.633980407213016,0,1021
1024,1,fixed,4,12,group,16,1.5071746086021438,3.203912871473582,0.9375,6.360062883514436,6.805623990627923,1.641548039912189,0,1021
1024,1,fixed,4,12,household,16,0.15289502764961777,0.046711138382087694,0.75,0.5649875372365281,1.3362128766703036,0.1427801448896385,0,1021
1024,1,fixed,8,2,regional,1,3.450651364037469,11.906994836133647,1.0,30.361466513572882,30.361466513572882,26.322337647379953,0,1021
1024,1,fixed,8,2,group,16,1.6410855393549104,3.3926548863323944,0.8125,4.623093809699816,6.335551734503872,1.7157550571438183,0,1021
1024,1,fixed,8,2,household,16,0.15757553202056948,0.05551780729115476,0.75,0.518863175158932,1.260144309847085,0.1733811250735925,0,1021
1024,1,fixed,8,12,regional,1,2.0164801025684653,4.066192004054528,1.0,65.7493168699294,65.7493168699294,17.633980407213016,0,1021
1024,1,fixed,8,12,group,16,1.4437351296799732,2.7264260703126553,1.0,6.243428799339774,6.243428799339774,1.641548039912189,0,1021
1024,1,fixed,8,12,household,16,0.14976233990428447,0.04714077201943044,0.75,0.562199622109218,1.3699414205163136,0.1427801448896385,0,1021
1024,1,random,2,2,regional,1,3.7135777879755096,13.790659987345078,1.0,32.16877034997779,32.16877034997779,26.322337647379953,0,1021
1024,1,random,2,2,group,16,1.499638563792979,2.815731384581695,0.875,4.709399571137895,5.364088348114759,1.7157550571438183,0,1021
1024,1,random,2,2,household,16,0.1689004650764942,0.06143414672070137,0.75,0.5309027801583175,1.3095950579004594,0.1733811250735925,0,1021
1024,1,random,2,12,regional,1,12.152099704093814,147.67352721823696,1.0,70.65874304467867,70.65874304467867,17.633980407213016,0,1021
1024,1,random,2,12,group,16,1.5106518838333751,3.1334226687313222,0.9375,6.468480089564637,7.176768382858326,1.641548039912189,0,1021
1024,1,random,2,12,household,16,0.151953019278226,0.04596674000902901,0.75,0.5650243264237874,1.356434902590965,0.1427801448896385,0,1021
1024,1,random,4,2,regional,1,7.381518195445153,54.48681086968787,1.0,31.48003645149104,31.48003645149104,26.322337647379953,0,1021
1024,1,random,4,2,group,16,1.5810867830610786,3.242803399719749,0.8125,4.673049999815412,5.354791331339962,1.7157550571438183,0,1021
1024,1,random,4,2,household,16,0.14275442823481083,0.04300086583771086,0.875,0.513747801155315,0.928620603327317,0.1733811250735925,0,1021
1024,1,random,4,12,regional,1,0.4149443437587763,0.17217880841740152,1.0,68.2122631168136,68.2122631168136,17.633980407213016,0,1021
1024,1,random,4,12,group,16,1.3815361893564067,2.622594893344787,1.0,6.355307645193571,6.355307645193571,1.641548039912189,0,1021
1024,1,random,4,12,household,16,0.14447260575113896,0.04015347642455752,0.75,0.5626025540379238,1.1538935625505973,0.1427801448896385,0,1021
1024,1,random,8,2,regional,1,6.174995693321364,38.13057181253739,1.0,30.37461717713269,30.37461717713269,26.322337647379953,0,1021
1024,1,random,8,2,group,16,1.6190784122800324,3.3856052801888206,0.8125,4.616407506003188,5.922475578775888,1.7157550571438183,0,1021
1024,1,random,8,2,household,16,0.12834290418510294,0.0366511426886906,0.875,0.49362094942377166,0.8604397447871962,0.1733811250735925,0,1021
1024,1,random,8,12,regional,1,2.3891611115238334,5.708090816817799,1.0,65.65916642395145,65.65916642395145,17.633980407213016,0,1021
1024,1,random,8,12,group,16,1.4185706703383572,2.6765129501076053,1.0,6.235628947249674,6.235628947249674,1.641548039912189,0,1021
1024,1,random,8,12,household,16,0.14441606930003525,0.04018547446635283,0.75,0.5609101479719063,1.161183534653885,0.1427801448896385,0,1021
1024,1,uncertainty,2,2,regional,1,20.071729789055667,402.87433672486463,0.0,32.66705979776603,107.43105760121907,26.322337647379953,0,1021
1024,1,uncertainty,2,2,group,16,1.9729749778501202,5.417364662964444,0.5625,4.720878599350188,11.305044074315836,1.7157550571438183,0,1021
1024,1,uncertainty,2,2,household,16,0.16903433323505773,0.0645328562633467,0.75,0.5376877704014561,1.519107805495906,0.1733811250735925,0,1021
1024,1,uncertainty,2,12,regional,1,24.14484572125818,582.9735749033593,1.0,70.65726671364422,70.65726671364422,17.633980407213016,0,1021
1024,1,uncertainty,2,12,group,16,1.9309886510399052,5.178043915353273,0.9375,6.466905590315521,8.005300280221928,1.641548039912189,0,1021
1024,1,uncertainty,2,12,household,16,0.16063748174200937,0.04740168437031604,0.75,0.5660392214592596,1.2417169517787463,0.1427801448896385,0,1021
1024,1,uncertainty,4,2,regional,1,8.675022249909603,75.25601103642666,1.0,31.434705787142043,31.434705787142043,26.322337647379953,0,1021
1024,1,uncertainty,4,2,group,16,1.6964943430186117,3.693883071596882,0.75,4.673273054317753,6.390473627958561,1.7157550571438183,0,1021
1024,1,uncertainty,4,2,household,16,0.15639276258709467,0.05353598069319117,0.75,0.5222872824434108,1.2836453025432364,0.1733811250735925,0,1021
1024,1,uncertainty,4,12,regional,1,0.8171155525683673,0.6676778262491082,1.0,68.14385978169679,68.14385978169679,17.633980407213016,0,1021
1024,1,uncertainty,4,12,group,16,1.4373548295252987,2.6741168848873182,0.9375,6.353547886180374,6.468029570235748,1.641548039912189,0,1021
1024,1,uncertainty,4,12,household,16,0.1509435894513139,0.04696527358472302,0.75,0.5633355125819568,1.3660078705104408,0.1427801448896385,0,1021
1024,1,uncertainty,8,2,regional,1,11.494797299176497,132.13036494915528,1.0,30.422935109984902,30.422935109984902,26.322337647379953,0,1021
1024,1,uncertainty,8,2,group,16,1.7374169801250745,4.0485615160898,0.6875,4.621335216088992,7.244658802685395,1.7157550571438183,0,1021
1024,1,uncertainty,8,2,household,16,0.13363533833360627,0.036625145639424914,0.9375,0.4994388421511738,0.864475495392713,0.1733811250735925,0,1021
1024,1,uncertainty,8,12,regional,1,5.472662906431026,29.950039287426083,1.0,65.75124754411686,65.75124754411686,17.633980407213016,0,1021
1024,1,uncertainty,8,12,group,16,1.4259116067077486,2.878116743777789,0.9375,6.24391220203211,6.669242234362223,1.641548039912189,0,1021
1024,1,uncertainty,8,12,household,16,0.15461015222651064,0.04252753515713438,0.75,0.561328168115833,1.1442551414772342,0.1427801448896385,0,1021
1024,2,fixed_coarse,0,2,regional,1,17.240838238259812,297.2465031578417,1.0,34.89130659489443,34.89130659489443,18.778434378938243,0,1019
1024,2,fixed_coarse,0,2,group,16,1.077552300484271,1.6643912694389635,0.9375,4.812558230904654,5.506433297203504,1.3634663642508054,0,1019
1024,2,fixed_coarse,0,2,household,16,0.103244965137534,0.04090840561042816,0.8125,0.5548507055273365,0.6657081277882126,0.07207692798376636,0,1019
1024,2,fixed_coarse,0,12,regional,1,29.700736726757953,882.1337621121887,1.0,79.63465863372953,79.63465863372953,38.712156819592025,0,1014
1024,2,fixed_coarse,0,12,group,16,2.1313290616165848,6.062943788620687,0.875,6.872511130963661,9.547956949044279,2.622707156651157,0,1014
1024,2,fixed_coarse,0,12,household,15,0.1252849340693122,0.06411600675236877,0.8666666666666667,0.49175181579349453,1.2080889800016277,0.12344921057773833,1,1014
1024,2,uniform_fine_stream,16,2,regional,1,18.30638498646482,335.1237312726646,0.0,29.487585262472642,100.73943236704264,18.778434378938243,0,1019
1024,2,uniform_fine_stream,16,2,group,16,1.1441489722470846,1.7711092881065067,0.9375,4.554134656056234,5.438445363932088,1.3634663642508054,0,1019
1024,2,uniform_fine_stream,16,2,household,16,0.0910419598119268,0.040269494207306945,0.9375,0.47302331656634233,0.4780864956783316,0.07207692798376636,0,1019
1024,2,uniform_fine_stream,16,12,regional,1,31.6376007213058,1000.9377794007694,1.0,63.86561936132081,63.86561936132081,38.712156819592025,0,1014
1024,2,uniform_fine_stream,16,12,group,16,2.2379815668074228,6.660049407719745,0.8125,6.134229294283919,10.603493457813254,2.622707156651157,0,1014
1024,2,uniform_fine_stream,16,12,household,15,0.11860770860235112,0.05927792838733448,0.8666666666666667,0.47961375128566924,1.1635742932367443,0.12344921057773833,1,1014
1024,2,fixed,2,2,regional,1,17.538200418677263,307.58847392569135,0.0,32.3750409321923,59.38863998381458,18.778434378938243,0,1019
1024,2,fixed,2,2,group,16,1.0961374367603618,1.6669410528660502,0.9375,4.713308528999589,5.381648345055381,1.3634663642508054,0,1019
1024,2,fixed,2,2,household,16,0.10556543546016778,0.04350983184953659,0.8125,0.543290714197133,0.7229654114753004,0.07207692798376636,0,1019
1024,2,fixed,2,12,regional,1,30.000652347402365,900.039141269699,1.0,69.81463768024015,69.81463768024015,38.712156819592025,0,1014
1024,2,fixed,2,12,group,16,2.147843371696103,6.140869449801519,0.875,6.413637373539872,9.816035211269627,2.622707156651157,0,1014
1024,2,fixed,2,12,household,15,0.12393587363376983,0.06345982588508932,0.8666666666666667,0.4858938636829059,1.2042916888284791,0.12344921057773833,1,1014
1024,2,fixed,4,2,regional,1,15.86391319273747,251.66374178670998,0.0,31.473012617556886,34.02115029673743,18.778434378938243,0,1019
1024,2,fixed,4,2,group,16,0.9914944851391241,1.4300236057785636,0.9375,4.675802126769746,5.259157729767082,1.3634663642508054,0,1019
1024,2,fixed,4,2,household,16,0.10762109013522139,0.04830219222186091,0.8125,0.5357183698371583,0.7834849187910726,0.07207692798376636,0,1019
1024,2,fixed,4,12,regional,1,30.607100799209803,936.7946193329893,1.0,68.13483868959729,68.13483868959729,38.712156819592025,0,1014
1024,2,fixed,4,12,group,16,2.1853355169126956,6.334365293119594,0.875,6.336814519810046,10.032168031680737,2.622707156651157,0,1014
1024,2,fixed,4,12,household,15,0.12346744643535527,0.06322354991444251,0.8666666666666667,0.48477987898596653,1.2029650970733923,0.12344921057773833,1,1014
1024,2,fixed,8,2,regional,1,14.654047576841322,214.741110384329,1.0,30.402817695093905,30.402817695093905,18.778434378938243,0,1019
1024,2,fixed,8,2,group,16,0.9158778841456154,1.27935882679836,0.9375,4.620663470658565,4.99715078103905,1.3634663642508054,0,1019
1024,2,fixed,8,2,household,16,0.09508441813347951,0.039598772456213335,0.8125,0.5101327780643354,0.6943593131439768,0.07207692798376636,0,1019
1024,2,fixed,8,12,regional,1,37.631616048353294,1416.1385264106812,0.0,65.3629114392135,164.36611801414432,38.712156819592025,0,1014
1024,2,fixed,8,12,group,16,2.5742707239346716,8.340484916008693,0.8125,6.210122778532799,11.987858884528123,2.622707156651157,0,1014
1024,2,fixed,8,12,household,15,0.12293813934902724,0.061441867611876186,0.8666666666666667,0.48096473818012575,1.1786584517149905,0.12344921057773833,1,1014
1024,2,random,2,2,regional,1,19.556584609548736,382.4600015904385,0.0,32.38260214555284,99.68827288099918,18.778434378938243,0,1019
1024,2,random,2,2,group,16,1.222286448689828,1.9633795666507576,0.9375,4.708496227897219,5.496857339055175,1.3634663642508054,0,1019
1024,2,random,2,2,household,16,0.08751873432330928,0.03403253313176101,0.875,0.531895959067495,0.6079654685447078,0.07207692798376636,0,1019
1024,2,random,2,12,regional,1,28.089578062162985,789.024395710348,1.0,69.89384402073202,69.89384402073202,38.712156819592025,0,1014
1024,2,random,2,12,group,16,2.037516021088205,5.639347491932317,0.875,6.414628282953835,9.392469861780036,2.622707156651157,0,1014
1024,2,random,2,12,household,15,0.12172853611207547,0.059420190374100214,0.8666666666666667,0.4854115458616373,1.1668271865482311,0.12344921057773833,1,1014
1024,2,random,4,2,regional,1,24.501301488923872,600.3137746511431,0.0,31.371594369449067,207.68168045343583,18.778434378938243,0,1019
1024,2,random,4,2,group,16,1.531331253650774,2.823293006096444,0.875,4.665432606286318,6.028083722462945,1.3634663642508054,0,1019
1024,2,random,4,2,household,16,0.07584690855855623,0.02257250088430458,0.9375,0.522625223344489,0.5256130080305275,0.07207692798376636,0,1019
1024,2,random,4,12,regional,1,26.33682367983056,693.6282815424837,1.0,67.18827554952593,67.18827554952593,38.712156819592025,0,1014
1024,2,random,4,12,group,16,1.9329954758065158,5.275082483557327,0.875,6.292253271766125,9.298520043140305,2.622707156651157,0,1014
1024,2,random,4,12,household,15,0.12358181311513887,0.06084381073690667,0.8666666666666667,0.48406580024697854,1.1760508948838755,0.12344921057773833,1,1014
1024,2,random,8,2,regional,1,23.01517281417236,529.6981796662185,0.0,30.462241469323388,186.1432830595367,18.778434378938243,0,1019
1024,2,random,8,2,group,16,1.4384482114788064,2.5455920692644938,0.875,4.61724936200515,5.946480992041431,1.3634663642508054,0,1019
1024,2,random,8,2,household,16,0.11903937194473824,0.06506552589900723,0.875,0.5015106224395272,0.677468176829175,0.07207692798376636,0,1019
1024,2,random,8,12,regional,1,23.547039370643063,554.4630631226145,1.0,65.08588741346772,65.08588741346772,38.712156819592025,0,1014
1024,2,random,8,12,group,16,1.7980772170146957,4.743108738255291,0.875,6.195429450071799,8.926671351136948,2.622707156651157,0,1014
1024,2,random,8,12,household,15,0.12290103541433509,0.060784469534518944,0.8666666666666667,0.4821786891089122,1.1764055815522887,0.12344921057773833,1,1014
1024,2,uncertainty,2,2,regional,1,17.533542910804584,307.4251270050257,0.0,32.62774177766442,57.02118221711192,18.778434378938243,0,1019
1024,2,uncertainty,2,2,group,16,1.1002088119006483,1.7020559868522347,0.9375,4.718311805963803,5.310942032276076,1.3634663642508054,0,1019
1024,2,uncertainty,2,2,household,16,0.10003460569286643,0.0334460086259705,0.8125,0.537684241470713,0.7082413088468121,0.07207692798376636,0,1019
1024,2,uncertainty,2,12,regional,1,40.05824074107966,1604.6626512702942,0.0,70.28915841006615,168.56238913099781,38.712156819592025,0,1014
1024,2,uncertainty,2,12,group,16,2.710874177403613,9.064852654523945,0.8125,6.435673191482191,11.8504316742886,2.622707156651157,0,1014
1024,2,uncertainty,2,12,household,15,0.12879124702471167,0.069828275966873,0.8,0.48561584009490116,1.2854093111412108,0.12344921057773833,1,1014
1024,2,uncertainty,4,2,regional,1,12.88068260730796,165.9119844302058,1.0,31.39958189801582,31.39958189801582,18.778434378938243,0,1019
1024,2,uncertainty,4,2,group,16,0.9029832882149728,1.1735905024050606,0.9375,4.670818861831728,4.699647716775871,1.3634663642508054,0,1019
1024,2,uncertainty,4,2,household,16,0.0906490837077868,0.027947354862341046,0.875,0.5222855296353041,0.7508866398885456,0.07207692798376636,0,1019
1024,2,uncertainty,4,12,regional,1,55.24027149641219,3051.4875949973293,0.0,67.78809853895761,494.7125430776253,38.712156819592025,0,1014
1024,2,uncertainty,4,12,group,16,3.557354130298043,14.953044726720368,0.4375,6.3229060715098155,21.226281400675337,2.622707156651157,0,1014
1024,2,uncertainty,4,12,household,15,0.1337605299555456,0.07112459523622931,0.8,0.4828808076455967,1.3440400940413884,0.12344921057773833,1,1014
1024,2,uncertainty,8,2,regional,1,15.196955191828522,230.94744710244387,0.0,30.39126391850719,30.41772857000574,18.778434378938243,0,1019
1024,2,uncertainty,8,2,group,16,0.952794650795701,1.37050734842243,0.9375,4.618965137053274,5.294033778651332,1.3634663642508054,0,1019
1024,2,uncertainty,8,2,household,16,0.13358844169483272,0.07351382978669559,0.8125,0.4994385482318457,0.835893667898337,0.07207692798376636,0,1019
1024,2,uncertainty,8,12,regional,1,36.29532828411848,1317.350855251931,0.0,65.40809937860843,137.23367127489382,38.712156819592025,0,1014
1024,2,uncertainty,8,12,group,16,2.502129226744008,7.939793295540598,0.8125,6.213824330232436,11.63313341572651,2.622707156651157,0,1014
1024,2,uncertainty,8,12,household,15,0.12303123417722907,0.0630619290686792,0.8666666666666667,0.4809066851469359,1.1926240064748177,0.12344921057773833,1,1014
