population,origin,policy,active_groups,horizon_steps,level,queries,mae,mse,coverage90,width90,interval_score90,seasonal_mae,missing_queries,observed_households
1024,20,uncertainty,2,12,regional,1,10.864700999081904,118.04172779945134,1.0,69.83005028712266,69.83005028712266,30.27758888758291,0,1007
1024,20,uncertainty,2,12,group,16,1.0279213299772407,1.9632436775260431,0.9375,6.411720733765073,6.73492343961648,1.9673888408949056,0,1007
1024,20,uncertainty,2,12,household,15,0.16623927115185186,0.11369677900915107,0.8666666666666667,0.5953854899615819,1.0801613200957774,0.20128701656028766,1,1007
1024,20,uncertainty,4,2,regional,1,1.0143125539213997,1.0288299570425525,1.0,30.985897647511578,30.985897647511578,75.92628612414507,0,1005
1024,20,uncertainty,4,2,group,16,1.557118963946045,4.957445241166553,0.75,4.63334920100907,12.297713533787398,4.74539192908475,0,1005
1024,20,uncertainty,4,2,household,15,0.12418868721066549,0.03203339349780035,0.9333333333333333,0.5491263403462052,0.608738710446167,0.11916170524543875,1,1005
1024,20,uncertainty,4,12,regional,1,8.97398838416791,80.53246751918059,1.0,67.48852751267368,67.48852751267368,30.27758888758291,0,1007
1024,20,uncertainty,4,12,group,16,1.1106437286810058,1.8398150220146734,1.0,6.306345664089031,6.306345664089031,1.9673888408949056,0,1007
1024,20,uncertainty,4,12,household,15,0.17567277000582682,0.12658215084543015,0.8666666666666667,0.5925502926183827,1.186234625254103,0.20128701656028766,1,1007
1024,20,uncertainty,8,2,regional,1,3.6856004920375653,13.583650986907545,1.0,30.004526782405954,30.004526782405954,75.92628612414507,0,1005
1024,20,uncertainty,8,2,group,16,1.5033650878048495,4.962487171715732,0.8125,4.579725598221576,12.567383558255875,4.74539192908475,0,1005
1024,20,uncertainty,8,2,household,15,0.09340333982834395,0.017399103228110353,0.9333333333333333,0.5226799130718435,0.5625314227544634,0.11916170524543875,1,1005
1024,20,uncertainty,8,12,regional,1,3.348847137403965,11.21477714969873,1.0,64.84543103435928,64.84543103435928,30.27758888758291,0,1007
1024,20,uncertainty,8,12,group,16,0.908789242609078,1.541100825743696,1.0,6.184137155269649,6.184137155269649,1.9673888408949056,0,1007
1024,20,uncertainty,8,12,household,15,0.1751378276925158,0.12655538490223922,0.8,0.5902577882970524,1.1633493984351635,0.20128701656028766,1,1007
1024,21,fixed_coarse,0,2,regional,1,1.7863823234877714,3.1911618056695685,1.0,34.45874609861977,34.45874609861977,97.64061044585958,0,1007
1024,21,fixed_coarse,0,2,group,16,1.03213719356796,2.1064778775140565,0.9375,4.777719577922033,6.773492706897656,6.102538272075514,0,1007
1024,21,fixed_coarse,0,2,household,15,0.22066213332172202,0.10466599776464151,0.6,0.5837909524238053,1.2453143054906355,0.1568453715969452,1,1007
1024,21,fixed_coarse,0,12,regional,1,16.805121119917004,282.41209585508057,1.0,79.16151654357031,79.16151654357031,66.33027974804003,0,1007
1024,21,fixed_coarse,0,12,group,16,1.555834381029765,3.185754299255618,1.0,6.8464203262198735,6.8464203262198735,4.145642424647857,0,1007
1024,21,fixed_coarse,0,12,household,15,0.17759167665971393,0.11143525890799182,0.9333333333333333,0.6021912754158659,0.8118591757460873,0.25618236856851034,1,1007
1024,21,uniform_fine_stream,16,2,regional,1,0.6413394028995185,0.41131622971151094,1.0,29.126198064591453,29.126198064591453,97.64061044585958,0,1007
1024,21,uniform_fine_stream,16,2,group,16,1.1757302099079137,2.3199686635304375,0.9375,4.522628527016571,6.412833971331404,6.102538272075514,0,1007
1024,21,uniform_fine_stream,16,2,household,15,0.12737057277713912,0.030221970029402915,0.8,0.49827280609554175,0.7702223120967875,0.1568453715969452,1,1007
1024,21,uniform_fine_stream,16,12,regional,1,9.669574781877486,93.50067646232104,1.0,63.44282262229786,63.44282262229786,66.33027974804003,0,1007
1024,21,uniform_fine_stream,16,12,group,16,1.2543096854337783,2.2541053527616013,1.0,6.112399702697869,6.112399702697869,4.145642424647857,0,1007
1024,21,uniform_fine_stream,16,12,household,15,0.1797102807222341,0.13388990584805413,0.8666666666666667,0.5890830573980127,1.1096830537137952,0.25618236856851034,1,1007
1024,21,fixed,2,2,regional,1,7.663657847296577,58.731651600430396,1.0,31.861425629394816,31.861425629394816,97.64061044585958,0,1007
1024,21,fixed,2,2,group,16,1.2204270931018646,2.5891807608705495,0.8125,4.679629599875638,7.568366437809237,6.102538272075514,0,1007
1024,21,fixed,2,2,household,15,0.16458968504268992,0.054417300325593845,0.6666666666666666,0.5583582156102942,0.9204990865097551,0.1568453715969452,1,1007
1024,21,fixed,2,12,regional,1,29.850103817861054,891.028697937083,1.0,70.62495153358698,70.62495153358698,66.33027974804003,0,1007
1024,21,fixed,2,12,group,16,2.237895554713064,6.014274516052169,0.8125,6.448770343360776,8.53788354827468,4.145642424647857,0,1007
1024,21,fixed,2,12,household,15,0.19789783502136307,0.14700430665277744,0.8,0.5948765615828527,1.2123895492643189,0.25618236856851034,1,1007
1024,21,fixed,4,2,regional,1,9.364951826252991,87.70232270803923,1.0,30.809048792153618,30.809048792153618,97.64061044585958,0,1007
1024,21,fixed,4,2,group,16,1.2504082190421784,2.7811060705584003,0.8125,4.632608833471595,8.177614521955793,6.102538272075514,0,1007
1024,21,fixed,4,2,household,15,0.1672417412368626,0.0639508001883336,0.6666666666666666,0.5530868297303354,0.9289917789756046,0.1568453715969452,1,1007
1024,21,fixed,4,12,regional,1,18.57313966539411,344.961517030236,1.0,66.93202632992617,66.93202632992617,66.33027974804003,0,1007
1024,21,fixed,4,12,group,16,1.6474050032272005,3.614613724174565,0.875,6.281399635865041,6.337465405678282,4.145642424647857,0,1007
1024,21,fixed,4,12,household,15,0.1802818459638873,0.12400190089843696,0.8,0.592802767789795,0.971499277950289,0.25618236856851034,1,1007
1024,21,fixed,8,2,regional,1,3.3368223921231106,11.134383676574197,1.0,29.97757212939821,29.97757212939821,97.64061044585958,0,1007
1024,21,fixed,8,2,group,16,1.1832466612055892,2.5590365811643996,0.8125,4.582809446279747,7.415417915748151,6.102538272075514,0,1007
1024,21,fixed,8,2,household,15,0.15634674862685027,0.060568909390417806,0.7333333333333333,0.5345167567085534,0.8235812757544825,0.1568453715969452,1,1007
1024,21,fixed,8,12,regional,1,5.101382776630572,26.024106233703048,1.0,64.81292430604361,64.81292430604361,66.33027974804003,0,1007
1024,21,fixed,8,12,group,16,1.2945819205981837,2.2847213288414436,1.0,6.181995811931948,6.181995811931948,4.145642424647857,0,1007
1024,21,fixed,8,12,household,15,0.17315517303628994,0.12833158654050694,0.8666666666666667,0.5903010933754734,1.0331374777889648,0.25618236856851034,1,1007
1024,21,random,2,2,regional,1,1.5408261027772596,2.3741450789997582,1.0,31.961378364478616,31.961378364478616,97.64061044585958,0,1007
1024,21,random,2,2,group,16,1.0932529492343834,2.4013068879214776,0.9375,4.676247314830966,7.414311888091003,6.102538272075514,0,1007
1024,21,random,2,2,household,15,0.217291101512501,0.10442010510052363,0.6,0.5697091892328051,1.224417161897875,0.1568453715969452,1,1007
1024,21,random,2,12,regional,1,17.005957423191774,289.2025878794114,1.0,68.03324753258977,68.03324753258977,66.33027974804003,0,1007
1024,21,random,2,12,group,16,1.2976735983222194,3.0138750110087935,0.875,6.334434035910518,7.416441252417532,4.145642424647857,0,1007
1024,21,random,2,12,household,15,0.13991078899274043,0.08759004429897667,0.9333333333333333,0.5950550824114617,0.764636885097906,0.25618236856851034,1,1007
1024,21,random,4,2,regional,1,0.7118393245280004,0.5067152239444798,1.0,31.017247199656907,31.017247199656907,97.64061044585958,0,1007
1024,21,random,4,2,group,16,1.128134812959546,2.397966330281032,0.9375,4.632385399233515,7.2482589711958525,6.102538272075514,0,1007
1024,21,random,4,2,household,15,0.1922156760452293,0.09066770244729266,0.7333333333333333,0.5547409675158417,1.0971473293893144,0.1568453715969452,1,1007
1024,21,random,4,12,regional,1,4.606025515947209,21.215471053556755,1.0,66.48596720502151,66.48596720502151,66.33027974804003,0,1007
1024,21,random,4,12,group,16,1.2251221029765145,2.0153974139113906,0.9375,6.260271466227617,6.265785817526176,4.145642424647857,0,1007
1024,21,random,4,12,household,15,0.15874639016798409,0.10775121565653852,0.9333333333333333,0.5927877870777262,0.8468853198964166,0.25618236856851034,1,1007
1024,21,random,8,2,regional,1,4.848158969785288,23.50464539630955,1.0,30.14620728029265,30.14620728029265,97.64061044585958,0,1007
1024,21,random,8,2,group,16,1.192458919782094,2.485049768378496,0.9375,4.587040951248821,7.268865283826004,6.102538272075514,0,1007
1024,21,random,8,2,household,15,0.21671193410575704,0.11145022722463671,0.7333333333333333,0.5463229304256102,1.2431600689838116,0.1568453715969452,1,1007
1024,21,random,8,12,regional,1,0.44312567238256406,0.1963603615244995,1.0,64.70275780021917,64.70275780021917,66.33027974804003,0,1007
1024,21,random,8,12,group,16,1.1266585830429219,1.778985674607166,1.0,6.1758559683450125,6.1758559683450125,4.145642424647857,0,1007
1024,21,random,8,12,household,15,0.16941320741071236,0.12036708184126317,0.8666666666666667,0.5917226675978896,0.9528089887330812,0.25618236856851034,1,1007
1024,21,uncertainty,2,2,regional,1,0.18431850421393392,0.033973310995661976,1.0,32.23798203244074,32.23798203244074,97.64061044585958,0,1007
1024,21,uncertainty,2,2,group,16,0.9747049979094491,2.2268527888171628,0.8125,4.68530736309706,7.232177690138437,6.102538272075514,0,1007
1024,21,uncertainty,2,2,household,15,0.19972440513477435,0.08717356316047237,0.6,0.5654581773808474,1.0493467272487718,0.1568453715969452,1,1007
1024,21,uncertainty,2,12,regional,1,10.95632263268459,120.04100563147657,1.0,69.83373200365776,69.83373200365776,66.33027974804003,0,1007
1024,21,uncertainty,2,12,group,16,1.2454417107051738,2.5140426303763954,0.875,6.411707242922332,7.008136112683073,4.145642424647857,0,1007
1024,21,uncertainty,2,12,household,15,0.1487194556123144,0.10338285470932629,0.9333333333333333,0.5953905209090592,0.8570577301370825,0.25618236856851034,1,1007
1024,21,uncertainty,4,2,regional,1,2.9194688513739493,8.523298374142726,1.0,31.02968391085422,31.02968391085422,97.64061044585958,0,1007
1024,21,uncertainty,4,2,group,16,1.1053921203857857,2.484453914081735,0.8125,4.638615682162797,7.959538848885702,6.102538272075514,0,1007
1024,21,uncertainty,4,2,household,15,0.17153880503475824,0.06452211964522774,0.6666666666666666,0.5490935986677247,0.9757684363731466,0.1568453715969452,1,1007
1024,21,uncertainty,4,12,regional,1,1.8580769343120096,3.452449893822316,1.0,67.48711614948725,67.48711614948725,66.33027974804003,0,1007
1024,21,uncertainty,4,12,group,16,1.2783452219269134,2.278360642868499,1.0,6.305821256092205,6.305821256092205,4.145642424647857,0,1007
1024,21,uncertainty,4,12,household,15,0.16611979940196128,0.12132300312823618,0.9333333333333333,0.5925481690224342,0.925948228089646,0.25618236856851034,1,1007
1024,21,uncertainty,8,2,regional,1,0.9953711638428331,0.9907637538098361,1.0,30.05007216775327,30.05007216775327,97.64061044585958,0,1007
1024,21,uncertainty,8,2,group,16,1.173940515217598,2.3836764166770728,0.875,4.585069981301973,6.74524701919715,6.102538272075514,0,1007
1024,21,uncertainty,8,2,household,15,0.14959470716255696,0.04185527087110121,0.6666666666666666,0.5226709992958974,0.9078503881482727,0.1568453715969452,1,1007
1024,21,uncertainty,8,12,regional,1,1.6463364795479265,2.71042380389026,1.0,64.84498481376595,64.84498481376595,66.33027974804003,0,1007
1024,21,uncertainty,8,12,group,16,1.1552260366107552,1.7628520448361615,1.0,6.183641593721574,6.183641593721574,4.145642424647857,0,1007
1024,21,uncertainty,8,12,household,15,0.16269913575064662,0.1119185771020538,0.9333333333333333,0.5902570598021115,0.8763109671928573,0.25618236856851034,1,1007
1024,22,fixed_coarse,0,2,regional,1,21.434727415117436,459.447539360387,0.0,34.45874609861977,118.5658334147708,64.9402459192579,0,1007
1024,22,fixed_coarse,0,2,group,16,2.062560282907004,5.1309420816208915,0.5625,4.777719577922033,9.361894530566326,4.058766204418646,0,1007
1024,22,fixed_coarse,0,2,household,15,0.107590427262543,0.01663832313441139,1.0,0.5837909524238053,0.5837909524238053,0.06861205012328277,1,1007
1024,22,fixed_coarse,0,12,regional,1,1.83491514956404,3.3669136060996228,1.0,79.16151654357031,79.16151654357031,83.35067193170471,0,1007
1024,22,fixed_coarse,0,12,group,16,2.3422110843854034,13.123036823877943,0.8125,6.8464203262198735,20.564594344880867,5.209417353359412,0,1007
1024,22,fixed_coarse,0,12,household,15,0.19641797865597282,0.08693849226441455,0.8666666666666667,0.6021912754158659,0.7155182724268069,0.11809374107047604,1,1007
1024,22,uniform_fine_stream,16,2,regional,1,21.061104380672532,443.57011773358374,0.0,29.126198064591453,159.08630503212757,64.9402459192579,0,1007
1024,22,uniform_fine_stream,16,2,group,16,2.1358613218038407,5.786087325085793,0.5625,4.522628527016571,12.238580023117064,4.058766204418646,0,1007
1024,22,uniform_fine_stream,16,2,household,15,0.059041755283459424,0.00511888317171816,1.0,0.49827280609554175,0.49827280609554175,0.06861205012328277,1,1007
1024,22,uniform_fine_stream,16,12,regional,1,7.190019640865671,51.69638243603411,1.0,63.44282262229786,63.44282262229786,83.35067193170471,0,1007
1024,22,uniform_fine_stream,16,12,group,16,2.290428612485563,14.071935063242211,0.8125,6.112399702697869,22.547911199660067,5.209417353359412,0,1007
1024,22,uniform_fine_stream,16,12,household,15,0.1716408117118373,0.06553892112122664,0.9333333333333333,0.5890830573980127,0.6797724460579743,0.11809374107047604,1,1007
1024,22,fixed,2,2,regional,1,27.218457471012357,740.8444271013084,0.0,31.657644359474688,259.4503501849749,64.9402459192579,0,1007
1024,22,fixed,2,2,group,16,2.265485532521332,6.30131600864243,0.4375,4.669645989762639,12.839729225377855,4.058766204418646,0,1007
1024,22,fixed,2,2,household,15,0.09315318835277901,0.013510445271994029,0.9333333333333333,0.558595641691901,0.6104186001561113,0.06861205012328277,1,1007
1024,22,fixed,2,12,regional,1,9.027225421157425,81.49079880439085,1.0,68.89040774437797,68.89040774437797,83.35067193170471,0,1007
1024,22,fixed,2,12,group,16,2.612431251953158,13.435399012779545,0.75,6.371141602536489,20.99471686193793,5.209417353359412,0,1007
1024,22,fixed,2,12,household,15,0.19926326790193613,0.0895402092949911,0.8,0.5943941362264807,0.7654412239477819,0.11809374107047604,1,1007
1024,22,fixed,4,2,regional,1,28.606735522807014,818.3453172718287,0.0,30.903470017245002,294.0034803009353,64.9402459192579,0,1007
1024,22,fixed,4,2,group,16,2.3702420466524785,6.861314054006852,0.375,4.631738264052985,14.217570509126311,4.058766204418646,0,1007
1024,22,fixed,4,2,household,15,0.08666444276525982,0.011208433738938295,0.9333333333333333,0.5442840337106846,0.5889065333047313,0.06861205012328277,1,1007
1024,22,fixed,4,12,regional,1,0.8984871744098655,0.807279202579024,1.0,66.63178575061883,66.63178575061883,83.35067193170471,0,1007
1024,22,fixed,4,12,group,16,2.41760451902756,13.711069163409583,0.75,6.266980775013195,22.07033653994402,5.209417353359412,0,1007
1024,22,fixed,4,12,household,15,0.19864462311402759,0.0920117349556123,0.8666666666666667,0.5917791624504839,0.7329221970462378,0.11809374107047604,1,1007
1024,22,fixed,8,2,regional,1,25.231412789698084,636.6241913641401,0.0,30.035469464944512,234.30903060946105,64.9402459192579,0,1007
1024,22,fixed,8,2,group,16,2.3183259503178664,6.544922170601175,0.375,4.581539441995548,13.885235587008072,4.058766204418646,0,1007
1024,22,fixed,8,2,household,15,0.05958543165964332,0.005398920644290658,1.0,0.5325891397812892,0.5325891397812892,0.06861205012328277,1,1007
1024,22,fixed,8,12,regional,1,7.374723788397034,54.386550955149104,1.0,64.6717770049734,64.6717770049734,83.35067193170471,0,1007
1024,22,fixed,8,12,group,16,2.2825734049332276,13.999322582012162,0.75,6.173889899346188,22.215548923858588,5.209417353359412,0,1007
1024,22,fixed,8,12,household,15,0.185472535863655,0.0776602626010885,0.8666666666666667,0.5901845392792192,0.7025678410218686,0.11809374107047604,1,1007
1024,22,random,2,2,regional,1,12.05260848749947,145.26537135294424,1.0,32.331555795371294,32.331555795371294,64.9402459192579,0,1007
1024,22,random,2,2,group,16,1.7689448392852467,3.989233721878008,0.75,4.687648940465994,7.659491668658248,4.058766204418646,0,1007
1024,22,random,2,2,household,15,0.09459957429535723,0.01784137092366022,1.0,0.5583782180624792,0.5583782180624792,0.06861205012328277,1,1007
1024,22,random,2,12,regional,1,21.034668535791297,442.4572804106084,1.0,70.45938500764832,70.45938500764832,83.35067193170471,0,1007
1024,22,random,2,12,group,16,2.1397298556765634,15.311174823360624,0.8125,6.437746594763229,23.00043697471873,5.209417353359412,0,1007
1024,22,random,2,12,household,15,0.17752366291034397,0.07113579997011917,0.9333333333333333,0.5955746627064126,0.7089927031886508,0.11809374107047604,1,1007
1024,22,random,4,2,regional,1,17.635142240031712,310.9982418261507,0.0,31.2711360111885,71.26262069993774,64.9402459192579,0,1007
1024,22,random,4,2,group,16,1.9323250776192604,4.5373473072794415,0.5625,4.645206405353349,8.524958942096049,4.058766204418646,0,1007
1024,22,random,4,2,household,15,0.09698866110421882,0.016119365866520692,1.0,0.552669430305946,0.552669430305946,0.06861205012328277,1,1007
1024,22,random,4,12,regional,1,0.018915194821147452,0.00035778459512196336,1.0,67.75323374768176,67.75323374768176,83.35067193170471,0,1007
1024,22,random,4,12,group,16,2.3906532452940645,13.398368763982884,0.8125,6.3152955703509175,21.525719754241898,5.209417353359412,0,1007
1024,22,random,4,12,household,15,0.18684337282213592,0.0755777748309332,0.8666666666666667,0.5941604911899946,0.6966468335905497,0.11809374107047604,1,1007
1024,22,random,8,2,regional,1,19.45250681014977,378.40002119892324,0.0,30.169769960883528,117.52220655504367,64.9402459192579,0,1007
1024,22,random,8,2,group,16,2.0577879237542347,5.220054779007408,0.6875,4.59238935711132,10.36946760160766,4.058766204418646,0,1007
1024,22,random,8,2,household,15,0.07857336620016082,0.010404981781530726,1.0,0.5363697450477519,0.5363697450477519,0.06861205012328277,1,1007
1024,22,random,8,12,regional,1,11.036978588603347,121.81489636528873,1.0,65.57540716408495,65.57540716408495,83.35067193170471,0,1007
1024,22,random,8,12,group,16,2.21808471268339,14.204404507009878,0.8125,6.215913836666591,22.774418980547757,5.209417353359412,0,1007
1024,22,random,8,12,household,15,0.180128961383478,0.07368156599647016,0.9333333333333333,0.5927603073784097,0.6905350472520553,0.11809374107047604,1,1007
1024,22,uncertainty,2,2,regional,1,20.86493967341852,435.3457075753941,0.0,32.23798203244074,127.15695517640371,64.9402459192579,0,1007
1024,22,uncertainty,2,2,group,16,2.084582840053158,5.285456549747743,0.4375,4.68530736309706,9.8713533835895,4.058766204418646,0,1007
1024,22,uncertainty,2,2,household,15,0.07494155214946925,0.008823461622406955,1.0,0.5654581773808474,0.5654581773808474,0.06861205012328277,1,1007
1024,22,uncertainty,2,12,regional,1,18.50049187494659,342.2681996149648,1.0,69.83373200365776,69.83373200365776,83.35067193170471,0,1007
1024,22,uncertainty,2,12,group,16,2.1855878795539723,15.210929502583706,0.8125,6.411707242922332,22.892244259235007,5.209417353359412,0,1007
1024,22,uncertainty,2,12,household,15,0.19350514302041452,0.08814576365328677,0.9333333333333333,0.5953905209090592,0.7174640828213528,0.11809374107047604,1,1007
1024,22,uncertainty,4,2,regional,1,24.84379771722564,617.214285014426,0.0,31.02968391085422,217.60879914682485,64.9402459192579,0,1007
1024,22,uncertainty,4,2,group,16,2.219532924153417,6.0254925951748115,0.375,4.638615682162797,12.22366624078519,4.058766204418646,0,1007
1024,22,uncertainty,4,2,household,15,0.07126980070927558,0.008739205346872834,0.9333333333333333,0.5490935986677247,0.5786819706397213,0.06861205012328277,1,1007
1024,22,uncertainty,4,12,regional,1,5.9207294982533085,35.055037791486875,1.0,67.48711614948725,67.48711614948725,83.35067193170471,0,1007
1024,22,uncertainty,4,12,group,16,2.2942181847643637,13.631605779791016,0.8125,6.305821256092205,21.618875841359188,5.209417353359412,0,1007
1024,22,uncertainty,4,12,household,15,0.19095116403213938,0.08447553574426242,0.8666666666666667,0.5925481690224342,0.7337175979971826,0.11809374107047604,1,1007
1024,22,uncertainty,8,2,regional,1,22.427872894472785,503.00948257062703,0.0,30.05007216775327,178.10680837967624,64.9402459192579,0,1007
1024,22,uncertainty,8,2,group,16,2.181346561249401,5.858424650713049,0.5,4.585069981301973,12.148526129835535,4.058766204418646,0,1007
1024,22,uncertainty,8,2,household,15,0.06013683408696537,0.005844156206064622,0.9333333333333333,0.5226709992958974,0.5463048265932137,0.06861205012328277,1,1007
1024,22,uncertainty,8,12,regional,1,15.149428429144336,229.50518172976663,1.0,64.84498481376595,64.84498481376595,83.35067193170471,0,1007
1024,22,uncertainty,8,12,group,16,2.2239145565629217,14.633308698201702,0.8125,6.183641593721574,22.687468119061926,5.209417353359412,0,1007
1024,22,uncertainty,8,12,household,15,0.1757578805724669,0.0686171574265833,0.8666666666666667,0.5902570598021115,0.6925941998468554,0.11809374107047604,1,1007
1024,23,fixed_coarse,0,2,regional,1,0.35982985182636185,0.12947752226538153,1.0,34.444487219880855,34.444487219880855,85.90094640767398,0,1006
1024,23,fixed_coarse,0,2,group,16,1.5949990768606916,4.406844307968166,0.75,4.7772116439144625,11.123301994107823,5.36880771996815,0,1006
1024,23,fixed_coarse,0,2,household,15,0.26048249279855823,0.1605900020298056,0.8,0.5837809870098473,1.3751155044820276,0.2061168922263702,1,1006
1024,23,fixed_coarse,0,12,regional,1,1.021457601329871,1.043375631314574,1.0,79.05995319867581,79.05995319867581,96.87260431514488,0,1006
1024,23,fixed_coarse,0,12,group,16,1.893416025421076,4.8357655855037525,0.875,6.841763838406567,9.057631257324221,6.054537888905844,0,1006
1024,23,fixed_coarse,0,12,household,15,0.29499414422451126,0.13946602902300365,0.6,0.6021832072060717,1.4855900365633832,0.19841748494824163,1,1006
1024,23,uniform_fine_stream,16,2,regional,1,7.700076979543951,59.2911854909027,1.0,29.12084772697042,29.12084772697042,85.90094640767398,0,1006
1024,23,uniform_fine_stream,16,2,group,16,1.695704224789417,4.851810978919909,0.6875,4.5223541153524405,12.366373197196058,5.36880771996815,0,1006
1024,23,uniform_fine_stream,16,2,household,15,0.14947522008929853,0.06193977543176242,0.8666666666666667,0.49827348397162896,0.8475725798639834,0.2061168922263702,1,1006
1024,23,uniform_fine_stream,16,12,regional,1,20.14481004571917,405.8133717781079,1.0,63.42832188726713,63.42832188726713,96.87260431514488,0,1006
1024,23,uniform_fine_stream,16,12,group,16,2.1779192104434575,7.4787115348994835,0.6875,6.11177162579321,12.223032642436912,6.054537888905844,0,1006
1024,23,uniform_fine_stream,16,12,household,15,0.25604842221060886,0.10408107993430231,0.7333333333333333,0.5890862512323359,1.2825181857983707,0.19841748494824163,1,1006
1024,23,fixed,2,2,regional,1,3.668409723378886,13.457229898580756,1.0,31.725250104892954,31.725250104892954,85.90094640767398,0,1006
1024,23,fixed,2,2,group,16,1.5126014067733304,3.935425376704324,0.6875,4.669456687236238,10.035888905564857,5.36880771996815,0,1006
1024,23,fixed,2,2,household,15,0.2530485215981263,0.173143787710256,0.8666666666666667,0.5689959377749051,1.7390879422629293,0.2061168922263702,1,1006
1024,23,fixed,2,12,regional,1,13.434092564131788,180.474843021661,1.0,68.56910495431242,68.56910495431242,96.87260431514488,0,1006
1024,23,fixed,2,12,group,16,2.038268307383418,6.025708707652876,0.875,6.356207600096052,9.669246409729134,6.054537888905844,0,1006
1024,23,fixed,2,12,household,15,0.26965518584125475,0.11362263977768489,0.7333333333333333,0.5955331942608019,1.386297992388537,0.19841748494824163,1,1006
1024,23,fixed,4,2,regional,1,4.778249934131111,22.831672433023964,1.0,30.892928186962838,30.892928186962838,85.90094640767398,0,1006
1024,23,fixed,4,2,group,16,1.5137736508978743,3.9700414751282573,0.6875,4.629419476901992,10.257224069740936,5.36880771996815,0,1006
1024,23,fixed,4,2,household,15,0.23895549069615415,0.1605261998625753,0.8666666666666667,0.5552036737798195,1.5753457008683998,0.2061168922263702,1,1006
1024,23,fixed,4,12,regional,1,17.991811511541187,323.70528146682597,1.0,66.03347369059217,66.03347369059217,96.87260431514488,0,1006
1024,23,fixed,4,12,group,16,2.1663939650118698,7.0131636316602055,0.6875,6.241003643957972,10.99262855094101,6.054537888905844,0,1006
1024,23,fixed,4,12,household,15,0.2613582379908863,0.10752785312093698,0.8,0.5930551307357026,1.2644646369520536,0.19841748494824163,1,1006
1024,23,fixed,8,2,regional,1,11.874296221417637,140.99891075397318,1.0,30.040534422325706,30.040534422325706,85.90094640767398,0,1006
1024,23,fixed,8,2,group,16,1.7744870131043478,4.885733711216909,0.625,4.581411976547843,12.201390470022456,5.36880771996815,0,1006
1024,23,fixed,8,2,household,15,0.20489857114656645,0.12985917136242972,0.8666666666666667,0.5375699284595784,1.1732247427983664,0.2061168922263702,1,1006
1024,23,fixed,8,12,regional,1,18.198877567397403,331.1991447131204,1.0,64.73927616802759,64.73927616802759,96.87260431514488,0,1006
1024,23,fixed,8,12,group,16,2.157404206096275,7.161507334859982,0.75,6.17613730756316,11.264869443778263,6.054537888905844,0,1006
1024,23,fixed,8,12,household,15,0.2538648653999965,0.09985860137228064,0.6666666666666666,0.5916918547426586,1.2918311930458553,0.19841748494824163,1,1006
1024,23,random,2,2,regional,1,6.861526310225031,47.080543305910325,1.0,31.765239667708197,31.765239667708197,85.90094640767398,0,1006
1024,23,random,2,2,group,16,1.5959646173145092,4.38774971606442,0.75,4.67468102163571,10.7139993725093,5.36880771996815,0,1006
1024,23,random,2,2,household,15,0.25093522387492306,0.17163203154518555,0.8666666666666667,0.5582622133142235,1.712530110121282,0.2061168922263702,1,1006
1024,23,random,2,12,regional,1,2.7383037410576208,7.4983073782901615,1.0,70.07181689951013,70.07181689951013,96.87260431514488,0,1006
1024,23,random,2,12,group,16,1.9189666829471304,5.088731109852748,0.8125,6.423663451240811,10.219212766294575,6.054537888905844,0,1006
1024,23,random,2,12,household,15,0.2885980616670597,0.1348500351123048,0.6,0.5943813910710349,1.5486776888157883,0.19841748494824163,1,1006
1024,23,random,4,2,regional,1,0.26904340026328555,0.07238435122523047,1.0,30.949764464846652,30.949764464846652,85.90094640767398,0,1006
1024,23,random,4,2,group,16,1.5780271293305257,4.389999815857252,0.75,4.63607133681051,11.200521958620447,5.36880771996815,0,1006
1024,23,random,4,2,household,15,0.22510797567790036,0.14067473813175865,0.8,0.5490512393740576,1.3088512004404058,0.2061168922263702,1,1006
1024,23,random,4,12,regional,1,6.2961435426821595,39.64142351005825,1.0,67.39399716495797,67.39399716495797,96.87260431514488,0,1006
1024,23,random,4,12,group,16,1.936603779578574,5.367630009155388,0.8125,6.300438494726505,9.570026470980633,6.054537888905844,0,1006
1024,23,random,4,12,household,15,0.28625027211211085,0.13388586385138548,0.6,0.5926144684558042,1.40093531183692,0.19841748494824163,1,1006
1024,23,random,8,2,regional,1,5.341112050937397,28.52747794066869,1.0,30.172833818596462,30.172833818596462,85.90094640767398,0,1006
1024,23,random,8,2,group,16,1.6465583926914757,4.779473949885924,0.6875,4.592446239716766,12.226583724923536,5.36880771996815,0,1006
1024,23,random,8,2,household,15,0.18639724353570356,0.10211177216189696,0.8666666666666667,0.5300098217179218,1.265037444672646,0.2061168922263702,1,1006
1024,23,random,8,12,regional,1,17.83742039082756,318.17356619911084,1.0,65.3523417430253,65.3523417430253,96.87260431514488,0,1006
1024,23,random,8,12,group,16,2.0506361629714815,6.671482699952719,0.75,6.206667390430134,10.930009200517002,6.054537888905844,0,1006
1024,23,random,8,12,household,15,0.2640013245958089,0.11148020596303378,0.7333333333333333,0.5912480146098444,1.3368497777885493,0.19841748494824163,1,1006
1024,23,uncertainty,2,2,regional,1,5.531757399635126,30.600339928417966,1.0,32.23008035908745,32.23008035908745,85.90094640767398,0,1006
1024,23,uncertainty,2,2,group,16,1.6306334330540233,4.477353944343349,0.6875,4.684972020900026,11.205721531126217,5.36880771996815,0,1006
