origin,profile,basis,global_delta,block_delta,row_delta,delta,spectral_delta_audit,output_bound_kwh,polynomial_output_error_kwh,degree,conclusive,fallback_count_batch,initial_relative_residual
19,7,identity,26.44090651656829,11.135331140849708,13.933091091328608,11.135331140849708,,inf,6.854028628074653,12,False,0,0.5295654742032407
19,8,identity,26.368103859115003,11.228113901744152,13.9909019558239,11.228113901744152,,inf,15.885437695527717,12,False,0,0.5503825544811185
19,9,identity,26.475087807027798,10.775824618762751,13.670025463635485,10.775824618762751,,inf,4.277136267730075,12,False,0,0.5113179717442563
19,10,identity,26.460544253837387,11.051498340063013,13.874177075472998,11.051498340063013,,inf,11.376016327919567,12,False,0,0.5096642940617273
19,11,identity,26.591217061546306,10.796199247592227,13.695119045706903,10.796199247592227,,inf,12.991539145400925,12,False,0,0.49230506910734967
19,12,identity,26.36471774231479,11.158725871615033,13.94258148566506,11.158725871615033,,inf,17.38247646234742,12,False,0,0.5506695249585086
19,13,identity,26.67151330455972,10.510661944322162,13.470663759615073,10.510661944322162,,inf,3.6662117075971734,12,False,0,0.45159835185355124
19,14,identity,26.863586465910632,10.388913531716682,13.376234480806536,10.388913531716682,,inf,4.290765287212066,12,False,0,0.43297713209280475
19,15,identity,27.018498660950886,10.154374122712301,13.168452242413975,10.154374122712301,,inf,9.89714477113042,12,False,0,0.3952561445275943
19,0,reference_eigen,5.564952566580502,2.8586451449946413,3.2874577969460796,2.8586451449946413,,inf,7.3815323670900375,12,False,0,0.08323027416972963
19,1,reference_eigen,818.4026815203805,41.13260968011208,56.39804457149382,41.13260968011208,,inf,115.30721851928926,12,False,0,0.46787023816296003
19,2,reference_eigen,8.565268205677262,3.8729995280294447,5.097633397032871,3.8729995280294447,,inf,15.720046068260244,12,False,0,0.1686277760898673
19,3,reference_eigen,7.796066834272391,3.1941203970472127,3.644415691766414,3.1941203970472127,,inf,14.573300201452923,12,False,0,0.12469334167781249
19,4,reference_eigen,6.993613613751113,3.1054490233407526,3.36317793393863,3.1054490233407526,,inf,4.7595652674120466,12,False,0,0.10484262707452145
19,5,reference_eigen,6.41793634314093,2.8745216308730424,3.259203411933896,2.8745216308730424,,inf,8.649200796854238,12,False,0,0.09384565412855048
19,6,reference_eigen,8.394467753620772,3.4946561447562265,4.230584466612214,3.4946561447562265,,inf,14.993109687077135,12,False,0,0.16628033147710997
19,7,reference_eigen,11.171612075076617,3.8682433618217695,4.678902514983354,3.8682433618217695,,inf,28.659579488940413,12,False,0,0.204816712783331
19,8,reference_eigen,11.754963915118442,3.8591053784309537,4.4934702191289935,3.8591053784309537,,inf,26.88457204547049,12,False,0,0.1854591049142157
19,9,reference_eigen,9.267375191624922,3.616492142281092,4.321018942098168,3.616492142281092,,inf,22.6237759957149,12,False,0,0.17241675344997992
19,10,reference_eigen,10.723160248181697,3.835247855840839,4.322714446721572,3.835247855840839,,inf,35.45542626155712,12,False,0,0.17919266756631722
19,11,reference_eigen,9.223360107007435,3.8763429150691193,5.053480088322337,3.8763429150691193,,inf,21.216325684119028,12,False,0,0.1631576628510054
19,12,reference_eigen,11.683692170587783,4.209002985561799,5.224594781434682,4.209002985561799,,inf,41.302453172054584,12,False,0,0.19245595388050424
19,13,reference_eigen,7.880000101280787,3.3796650126065595,4.008224006480335,3.3796650126065595,,inf,1.2473155365396082,12,False,0,0.12151839501488891
19,14,reference_eigen,7.299807482354651,3.065234463683626,3.3672452263443122,3.065234463683626,,inf,7.360519773336517,12,False,0,0.11496117059350738
19,15,reference_eigen,6.718923316877881,3.104963580979738,3.4101271018455392,3.104963580979738,,inf,3.292333537535867,12,False,0,0.10330146309917851
19,0,rjd,7.42019116861031,4.6305185427028235,5.536362361190984,4.6305185427028235,,inf,56.958773354893125,12,False,0,0.3976648335854768
