background,M0,M2,M3,M3b,M3b_fixed,M4
0,0.2660646502670246,0.2569817729988911,0.2549277557490991,0.256159750731589,0.256159750731589,0.19802066766921633
2,0.26745470931274334,0.2615166819406754,0.2672107346206834,0.2656603120831,0.2656603120831,0.2114806118786026
4,0.25981843989292014,0.2481315275739192,0.24155612339400423,0.24378310413968,0.24378310413968,0.1953350093632955
6,0.30733450263615786,0.30009162038224907,0.28481304351830017,0.29849452196480947,0.29849452196480947,0.2162695576890774
