site,method,calibrated,mae,rmse,bias,coverage90,coverage95,normalized_is90,width90,normalized_reservation_loss
Bear,ci,False,13.448625147081529,16.931910023960167,3.7837136136688847,0.925925925925926,0.9715099715099714,1.6762881896927233,65.62480815926581,0.5415378118492166
Bear,ci,True,13.448625147081529,16.931910023960167,3.7837136136688847,0.717948717948718,0.7977207977207977,2.0364775236754586,34.71143736992434,0.5076263280895568
Bear,ci_cleaned_mask,True,13.448625147081529,16.931910023960167,3.7837136136688847,0.717948717948718,0.7977207977207977,2.0364775236754586,34.71143736992434,0.5076263280895568
Bear,common_corrected,False,12.799159847242896,16.001443691400706,4.463935827766929,0.9401709401709403,0.9715099715099714,1.612310823703867,64.93205477119626,0.5139782515534562
Bear,common_corrected,True,12.799159847242896,16.001443691400706,4.463935827766929,0.7521367521367521,0.8148148148148149,1.7969354684326533,35.450591568477215,0.47068434282750454
Bear,duplicate_aware_independence,False,12.924249030123447,16.070970499569935,5.357510949009057,0.7094017094017094,0.7891737891737892,1.9253319711626784,33.03604407398624,0.46062126367386286
Bear,duplicate_aware_independence,True,12.924249030123447,16.070970499569935,5.357510949009057,0.7521367521367521,0.8176638176638177,1.8114425266259833,35.2118783981146,0.4675669899689506
Bear,equal_weight,False,12.937116176687546,16.082729671927282,5.428869660412698,0.9401709401709403,0.9772079772079773,1.625690767201408,66.02742715656932,0.5307116322841423
Bear,equal_weight,True,12.937116176687546,16.082729671927282,5.428869660412698,0.7521367521367521,0.8176638176638177,1.8147773920889527,35.15298716339065,0.46749613654161354
Bear,exact_lineage,False,12.725181134613697,15.89058064363438,3.822260246853746,0.9401709401709403,0.9800569800569802,1.6033365223912013,65.31830740337885,0.5074737821528751
Bear,exact_lineage,True,12.725181134613697,15.89058064363438,3.822260246853746,0.7407407407407408,0.8062678062678063,1.797867432913936,35.044200746722495,0.4743293692250911
Bear,exact_lineage_cleaned_mask,True,12.725181134613697,15.89058064363438,3.822260246853746,0.7407407407407408,0.8062678062678063,1.797867432913936,35.044200746722495,0.4743293692250911
Bear,exact_r0.5,False,11.961337323936904,14.563331663031413,-1.4249455938655329,0.9914529914529916,1.0,1.615913051154473,71.51729984303743,0.4642725101528733
Bear,exact_r0.5,True,11.961337323936904,14.563331663031413,-1.4249455938655329,0.7094017094017094,0.811965811965812,1.6877497759113458,30.519808756152567,0.4750239804611186
Bear,exact_r1.0,False,11.866096895275614,14.661531911618829,-2.494123478338002,1.0,1.0,1.9445613861284143,86.13976277133874,0.4960808367771306
Bear,exact_r1.0,True,11.866096895275614,14.661531911618829,-2.494123478338002,0.7094017094017094,0.811965811965812,1.664285885166538,32.02683480371342,0.4730898255183796
Bear,individual_0,False,14.080447952852559,17.55576753195128,8.570519893192449,0.9088319088319089,0.9686609686609686,1.6990411753004782,66.08929937229723,0.5906393915766267
Bear,individual_0,True,14.080447952852559,17.55576753195128,8.570519893192449,0.7407407407407408,0.8148148148148149,1.9676636861488648,38.10195161092848,0.4745173269611218
Bear,individual_1,False,14.270330669334655,17.739423465007707,7.942865443194357,0.9202279202279202,0.9601139601139601,1.7505460896250533,66.57584946403597,0.5885147412923727
Bear,individual_1,True,14.270330669334655,17.739423465007707,7.942865443194357,0.7350427350427351,0.8205128205128206,2.0381562095064596,38.681373515634434,0.4723598471744162
Bear,individual_2,False,13.125116458278214,16.382750338828934,-2.379264534222868,0.9515669515669516,0.9886039886039887,1.5711976353831194,65.8149768716286,0.49827488151701665
Bear,individual_2,True,13.125116458278214,16.382750338828934,-2.379264534222868,0.7008547008547009,0.7948717948717948,1.8500483822363325,36.32319866816407,0.47936310029022505
Bear,individual_3,False,14.539015134760767,18.55942425467732,7.581357839486853,0.8974358974358975,0.94017094017094,1.7988684736277196,65.844058687235,0.5986925887238118
Bear,individual_3,True,14.539015134760767,18.55942425467732,7.581357839486853,0.7236467236467238,0.8148148148148149,2.1605202680261755,40.262559263171916,0.4794288942260558
Bear,naive_independence,False,12.924249030123447,16.070970499569935,5.357510949009057,0.7094017094017094,0.7891737891737892,1.9253319711626784,33.03604407398624,0.46062126367386286
Bear,naive_independence,True,12.924249030123447,16.070970499569935,5.357510949009057,0.7521367521367521,0.8176638176638177,1.8114425266259833,35.2118783981146,0.4675669899689506
