episode,step,method,horizon,level,relative_target_step,count,mae,mse,coverage,width,adjusted_coverage,adjusted_width,score
calibration_final,0,M0,2,regional,-7,1,180.73005988365685,32663.35454555019,0.0,118.39939009437585,0.0,118.39939009437585,2549.0066868237545
calibration_final,0,M0,2,group,-7,16,11.295628742728553,130.19281084239486,0.0,11.600476843648519,0.0,11.600476843648519,121.50828326173438
calibration_final,0,M0,2,household,-7,4168,0.10599289615237836,0.040294018693710736,0.9524952015355086,0.5347595592510972,0.9524952015355086,0.5347595592510972,0.7189107957765671
calibration_final,0,M0,2,affected,-7,0,,,,,,,
calibration_final,0,M0,12,regional,3,1,351.46915439740326,123530.56649282569,0.0,308.1028016433482,0.0,308.1028016433482,4256.457873157931
calibration_final,0,M0,12,group,3,16,21.966822149837704,487.0763836895805,0.0,21.700733147451285,0.0,21.700733147451285,244.02984466969252
calibration_final,0,M0,12,household,3,4168,0.11758922006655745,0.04109226671714267,0.9472168905950096,0.5467704277458719,0.9472168905950096,0.5467704277458719,0.6889020352701597
calibration_final,0,M0,12,affected,3,0,,,,,,,
calibration_final,0,M1,2,regional,-7,1,135.21604539309283,18283.378931746938,0.0,116.16658197441318,0.0,116.16658197441318,1658.8216700921378
calibration_final,0,M1,2,group,-7,16,8.451002837068302,73.56699521838374,0.0625,11.493280927875116,0.0625,11.493280927875116,66.11555356541899
calibration_final,0,M1,2,household,-7,4168,0.09197055261554861,0.03953044821191046,0.9532149712092131,0.5311175570040049,0.9532149712092131,0.5311175570040049,0.7401755403357482
calibration_final,0,M1,2,affected,-7,0,,,,,,,
calibration_final,0,M1,12,regional,3,1,289.4236071748585,83766.0243901068,0.0,300.0910776595779,0.0,300.0910776595779,3087.652444560969
calibration_final,0,M1,12,group,3,16,18.088975448428656,331.82419120574366,0.0,21.24559861078434,0.0,21.24559861078434,170.569121471514
calibration_final,0,M1,12,household,3,4168,0.10616958157595463,0.03734982714842655,0.9544145873320538,0.5448469807434725,0.9544145873320538,0.5448469807434725,0.6803445170274649
calibration_final,0,M1,12,affected,3,0,,,,,,,
calibration_final,0,M2,2,regional,-7,1,82.84052137207664,6862.551981197486,0.0,110.67126401035206,0.0,110.67126401035206,660.7690513483642
calibration_final,0,M2,2,group,-7,16,5.177532585754794,29.67150037090562,0.5625,11.245119696892356,0.5625,11.245119696892356,20.182099207105207
calibration_final,0,M2,2,household,-7,4168,0.0882992416388735,0.04985188154240093,0.9476967370441459,0.5244958878785806,0.9476967370441459,0.5244958878785806,0.8197222007330577
calibration_final,0,M2,2,affected,-7,0,,,,,,,
calibration_final,0,M2,12,regional,3,1,176.26809187338324,31070.440212683476,0.0,278.6502844893637,0.0,278.6502844893637,1017.5092770633917
calibration_final,0,M2,12,group,3,16,11.016755742086453,126.9158706624122,0.4375,20.05054307317313,0.4375,20.05054307317313,49.59763072587948
calibration_final,0,M2,12,household,3,4168,0.0897767485232706,0.03293411155478897,0.9599328214971209,0.5414321953323549,0.9599328214971209,0.5414321953323549,0.6758824859226329
calibration_final,0,M2,12,affected,3,0,,,,,,,
calibration_final,0,M3,2,regional,-7,1,109.58533423701613,12008.94547983854,0.0,111.2900105992371,0.0,111.2900105992371,1190.0965893471887
calibration_final,0,M3,2,group,-7,16,6.849083389813509,48.63299701316535,0.1875,11.270788490790174,0.1875,11.270788490790174,39.292262093828484
calibration_final,0,M3,2,household,-7,4168,0.08597163787934584,0.03459006546501114,0.9594529750479847,0.5247172045777251,0.9594529750479847,0.5247172045777251,0.7232667425870295
calibration_final,0,M3,2,affected,-7,0,,,,,,,
calibration_final,0,M3,12,regional,3,1,176.01987679391596,30982.997026545352,0.0,276.99381083589077,0.0,276.99381083589077,1027.4532383553021
calibration_final,0,M3,12,group,3,16,11.001242299619749,125.90484814535954,0.375,19.962511801500874,0.375,19.962511801500874,50.18400530146492
calibration_final,0,M3,12,household,3,4168,0.08763070649227031,0.028828672832421645,0.9613723608445297,0.5415735156547543,0.9613723608445297,0.5415735156547543,0.6674581246766735
calibration_final,0,M3,12,affected,3,0,,,,,,,
calibration_final,0,M3_fixed,2,regional,-7,1,109.58533423701613,12008.94547983854,0.0,111.2900105992371,0.0,111.2900105992371,1190.0965893471887
calibration_final,0,M3_fixed,2,group,-7,16,6.849083389813509,48.63299701316535,0.1875,11.270788490790174,0.1875,11.270788490790174,39.292262093828484
calibration_final,0,M3_fixed,2,household,-7,4168,0.08597163787934584,0.03459006546501114,0.9594529750479847,0.5247172045777251,0.9594529750479847,0.5247172045777251,0.7232667425870295
calibration_final,0,M3_fixed,2,affected,-7,0,,,,,,,
calibration_final,0,M3_fixed,12,regional,3,1,176.01987679391596,30982.997026545352,0.0,276.99381083589077,0.0,276.99381083589077,1027.4532383553021
calibration_final,0,M3_fixed,12,group,3,16,11.001242299619749,125.90484814535954,0.375,19.962511801500874,0.375,19.962511801500874,50.18400530146492
calibration_final,0,M3_fixed,12,household,3,4168,0.08763070649227031,0.028828672832421645,0.9613723608445297,0.5415735156547543,0.9613723608445297,0.5415735156547543,0.6674581246766735
calibration_final,0,M3_fixed,12,affected,3,0,,,,,,,
calibration_final,0,M4,2,regional,-7,1,41.805684992257056,1747.7152976718269,1.0,97.40775362182752,1.0,97.40775362182752,97.40775362182752
calibration_final,0,M4,2,group,-7,16,2.860012840932728,10.80233926304405,0.875,10.597457303078295,0.875,10.597457303078295,13.136800463350761
calibration_final,0,M4,2,household,-7,4168,0.07825938045847913,0.046343124071359994,0.9539347408829175,0.4794933309460228,0.9539347408829175,0.4794933309460228,0.8087252702164441
calibration_final,0,M4,2,affected,-7,0,,,,,,,
