step,method,macro,fine,trigger
13,M0,1.2757972434882048,0.0,0.8098946066421786
13,M1,1.2757972434882048,2.029090804131068,0.6479156853137429
13,M2,1.2757972434882048,4.994083991718334,0.6479156853137429
13,M3,1.2757972434882048,7.987199200045726,0.6479156853137429
13,M3_fixed,1.2757972434882048,7.987199200045726,0.6479156853137429
13,M4,1.2757972434882048,20.79431549977708,0.6479156853137429
14,M0,2.0906158403584088,0.0,0.6479156853137429
14,M1,2.0906158403584088,4.428837752700211,2.5660126057840507
14,M2,2.0906158403584088,5.566311523843452,2.5660126057840507
14,M3,2.0906158403584088,4.455078737376164,2.5660126057840507
14,M3_fixed,2.0906158403584088,4.455078737376164,2.5660126057840507
14,M4,2.0906158403584088,16.73740507388743,2.5660126057840507
15,M0,2.9596891273032235,0.0,2.5660126057840507
15,M1,2.9596891273032235,2.4521808153651476,2.052810084627241
15,M2,2.9596891273032235,5.514517335049813,2.052810084627241
15,M3,2.9596891273032235,5.5865565669491355,2.052810084627241
15,M3_fixed,2.9596891273032235,5.5865565669491355,2.052810084627241
15,M4,2.9596891273032235,10.700524842142883,2.052810084627241
16,M0,3.5217058720440475,0.0,2.052810084627241
16,M1,3.5217058720440475,2.5294890834656587,1.6422480677017928
16,M2,3.5217058720440475,8.391140362439211,1.6422480677017928
16,M3,3.5217058720440475,8.68024043878614,1.6422480677017928
16,M3_fixed,3.5217058720440475,8.68024043878614,1.6422480677017928
16,M4,3.5217058720440475,12.621728934304322,1.6422480677017928
17,M0,3.6897575169572683,0.0,1.6422480677017928
17,M1,3.6897575169572683,1.6474498495605496,1.3137984541614343
17,M2,3.6897575169572683,6.875757069266366,1.3137984541614343
17,M3,3.6897575169572683,6.756242331310018,1.3137984541614343
17,M3_fixed,3.6897575169572683,6.756242331310018,1.3137984541614343
17,M4,3.6897575169572683,14.817585854202832,1.3137984541614343
18,M0,2.5376679164682447,0.0,1.3137984541614343
18,M1,2.5376679164682447,4.566186362518044,2.8426657366085393
18,M2,2.5376679164682447,5.90485792965244,2.8426657366085393
18,M3,2.5376679164682447,8.62886639315914,2.8426657366085393
18,M3_fixed,2.5376679164682447,8.62886639315914,2.8426657366085393
18,M4,2.5376679164682447,20.080839206245876,2.8426657366085393
19,M0,2.4775840666783893,0.0,2.8426657366085393
19,M1,2.4775840666783893,4.577165210786989,3.012791293825603
19,M2,2.4775840666783893,10.873903045208632,3.012791293825603
19,M3,2.4775840666783893,21.251139393106236,3.012791293825603
19,M3_fixed,2.4775840666783893,21.251139393106236,3.012791293825603
19,M4,2.4775840666783893,21.251139393106236,3.012791293825603
20,M0,1.9797390773103332,0.0,3.012791293825603
20,M1,1.9797390773103332,3.288329436480947,3.6758135647002876
20,M2,1.9797390773103332,4.840239666333771,3.6758135647002876
20,M3,1.9797390773103332,8.378896842953777,3.6758135647002876
20,M3_fixed,1.9797390773103332,8.378896842953777,3.6758135647002876
20,M4,1.9797390773103332,13.672797807292744,3.6758135647002876
21,M0,1.7088705216612559,0.0,3.6758135647002876
21,M1,1.7088705216612559,5.000252674006286,3.918739424916687
21,M2,1.7088705216612559,6.605655779230448,3.918739424916687
21,M3,1.7088705216612559,6.1474265478046135,3.918739424916687
21,M3_fixed,1.7088705216612559,6.1474265478046135,3.918739424916687
21,M4,1.7088705216612559,20.387722319021076,3.918739424916687
22,M0,3.146954454974327,0.0,3.918739424916687
22,M1,3.146954454974327,12.465327580318005,13.296035196982654
22,M2,3.146954454974327,12.465327580318005,13.296035196982654
22,M3,3.146954454974327,12.465327580318005,13.296035196982654
22,M3_fixed,3.146954454974327,12.465327580318005,13.296035196982654
22,M4,3.146954454974327,30.87487536579983,13.296035196982654
23,M0,3.0077822146897053,0.0,13.296035196982654
23,M1,3.0077822146897053,5.878762400871495,11.32579467967179
23,M2,3.0077822146897053,8.089455597113105,11.32579467967179
23,M3,3.0077822146897053,14.84584279042562,11.32579467967179
23,M3_fixed,3.0077822146897053,14.84584279042562,11.32579467967179
23,M4,3.0077822146897053,17.386091809056396,11.32579467967179
24,M0,2.07813077261295,0.0,11.32579467967179
24,M1,2.07813077261295,2.31257572754303,9.060635743737432
24,M2,2.07813077261295,3.5662413512911764,9.060635743737432
24,M3,2.07813077261295,5.693549926291825,9.060635743737432
24,M3_fixed,2.07813077261295,5.693549926291825,9.060635743737432
24,M4,2.07813077261295,24.11822218907062,9.060635743737432
25,M0,2.4443406921083217,0.0,9.060635743737432
25,M1,2.4443406921083217,3.885672737144785,7.248508594989946
25,M2,2.4443406921083217,3.885672737144785,7.248508594989946
25,M3,2.4443406921083217,5.579378582643027,7.248508594989946
25,M3_fixed,2.4443406921083217,5.579378582643027,7.248508594989946
25,M4,2.4443406921083217,11.94111035041547,7.248508594989946
26,M0,1.8897090589554528,0.0,7.248508594989946
26,M1,1.8897090589554528,2.9227419796567453,5.798806875991957
26,M2,1.8897090589554528,5.888911451066435,5.798806875991957
26,M3,1.8897090589554528,4.87725612895795,5.798806875991957
26,M3_fixed,1.8897090589554528,4.87725612895795,5.798806875991957
26,M4,1.8897090589554528,12.239839936125437,5.798806875991957
27,M0,3.3465051023697,0.0,5.798806875991957
27,M1,3.3465051023697,3.678573742604239,4.713175436490611
27,M2,3.3465051023697,8.752287851404668,4.713175436490611
27,M3,3.3465051023697,9.64677592046193,4.713175436490611
27,M3_fixed,3.3465051023697,9.64677592046193,4.713175436490611
27,M4,3.3465051023697,13.541135606587927,4.713175436490611
28,M0,2.373965132124186,0.0,4.713175436490611
28,M1,2.373965132124186,6.631122553122753,6.795800769450433
28,M2,2.373965132124186,14.498848797927797,6.795800769450433
28,M3,2.373965132124186,6.631122553122753,6.795800769450433
28,M3_fixed,2.373965132124186,6.631122553122753,6.795800769450433
28,M4,2.373965132124186,14.498848797927797,6.795800769450433
29,M0,2.066625572381501,0.0,6.795800769450433
29,M1,2.066625572381501,2.3120803577244007,5.436640615560346
29,M2,2.066625572381501,7.037681707346902,5.436640615560346
29,M3,2.066625572381501,14.93561268836524,5.436640615560346
29,M3_fixed,2.066625572381501,14.93561268836524,5.436640615560346
29,M4,2.066625572381501,20.610888366739925,5.436640615560346
30,M0,1.8381807665702734,0.0,5.436640615560346
30,M1,1.8381807665702734,8.099625366574331,6.4228081814648625
30,M2,1.8381807665702734,8.099625366574331,6.4228081814648625
30,M3,1.8381807665702734,13.844795911412218,6.4228081814648625
30,M3_fixed,1.8381807665702734,13.844795911412218,6.4228081814648625
30,M4,1.8381807665702734,23.243370047866083,6.4228081814648625
31,M0,2.2945943005473692,0.0,6.4228081814648625
31,M1,2.2945943005473692,5.08984818345841,6.569298177417032
31,M2,2.2945943005473692,5.430030948434479,6.569298177417032
31,M3,2.2945943005473692,8.933100725856368,6.569298177417032
31,M3_fixed,2.2945943005473692,8.933100725856368,6.569298177417032
31,M4,2.2945943005473692,22.270452818885946,6.569298177417032
32,M0,3.8891722653118492,0.0,6.569298177417032
32,M1,3.8891722653118492,6.017731925236785,6.990418329910135
32,M2,3.8891722653118492,6.195128189548463,6.990418329910135
32,M3,3.8891722653118492,6.017731925236785,6.990418329910135
32,M3_fixed,3.8891722653118492,6.017731925236785,6.990418329910135
32,M4,3.8891722653118492,15.183968958838605,6.990418329910135
33,M0,2.637221678948568,0.0,6.990418329910135
33,M1,2.637221678948568,2.340567494321031,5.592334663928108
33,M2,2.637221678948568,5.6202591236644075,5.592334663928108
33,M3,2.637221678948568,6.269223447781987,5.592334663928108
33,M3_fixed,2.637221678948568,6.269223447781987,5.592334663928108
33,M4,2.637221678948568,21.486357032571547,5.592334663928108
34,M0,2.325745595960868,0.0,5.592334663928108
34,M1,2.325745595960868,8.58260934145475,11.056477072597236
34,M2,2.325745595960868,8.58260934145475,11.056477072597236
34,M3,2.325745595960868,16.529460808529365,11.056477072597236
34,M3_fixed,2.325745595960868,16.529460808529365,11.056477072597236
34,M4,2.325745595960868,16.529460808529365,11.056477072597236
35,M0,2.1181242313173523,0.0,11.056477072597236
35,M1,2.1181242313173523,4.133684921005263,8.84518165807779
35,M2,2.1181242313173523,14.367597837360584,8.84518165807779
35,M3,2.1181242313173523,6.935145348110269,8.84518165807779
35,M3_fixed,2.1181242313173523,6.935145348110269,8.84518165807779
35,M4,2.1181242313173523,14.367597837360584,8.84518165807779
36,M0,2.1180612293259418,0.0,8.84518165807779
36,M1,2.1180612293259418,3.8419645349188727,7.076145326462232
36,M2,2.1180612293259418,16.21842882786942,7.076145326462232
36,M3,2.1180612293259418,9.090319378394915,7.076145326462232
36,M3_fixed,2.1180612293259418,9.090319378394915,7.076145326462232
36,M4,2.1180612293259418,22.000340996402183,7.076145326462232
37,M0,2.58705523278964,0.0,7.076145326462232
37,M1,2.58705523278964,5.792215805668202,5.660916261169786
37,M2,2.58705523278964,7.769039349078389,5.660916261169786
37,M3,2.58705523278964,7.134194092175061,5.660916261169786
37,M3_fixed,2.58705523278964,7.134194092175061,5.660916261169786
37,M4,2.58705523278964,20.352786665486917,5.660916261169786
38,M0,3.0313689032558115,0.0,5.660916261169786
38,M1,3.0313689032558115,14.950228544673795,13.824271661224467
38,M2,3.0313689032558115,14.950228544673795,13.824271661224467
38,M3,3.0313689032558115,14.950228544673795,13.824271661224467
38,M3_fixed,3.0313689032558115,14.950228544673795,13.824271661224467
38,M4,3.0313689032558115,16.62665901832467,13.824271661224467
39,M0,1.9601959578322696,0.0,13.824271661224467
39,M1,1.9601959578322696,7.573953334432745,11.059417328979574
39,M2,1.9601959578322696,7.573953334432745,11.059417328979574
39,M3,1.9601959578322696,9.440683824670188,11.059417328979574
39,M3_fixed,1.9601959578322696,9.440683824670188,11.059417328979574
39,M4,1.9601959578322696,17.34462701242637,11.059417328979574
40,M0,3.6257875009316733,0.0,11.059417328979574
40,M1,3.6257875009316733,3.1461344350032037,8.84753386318366
40,M2,3.6257875009316733,13.21131941661624,8.84753386318366
40,M3,3.6257875009316733,6.0122364294233,8.84753386318366
40,M3_fixed,3.6257875009316733,6.0122364294233,8.84753386318366
40,M4,3.6257875009316733,19.82489694070534,8.84753386318366
41,M0,2.1772881543748586,0.0,8.84753386318366
41,M1,2.1772881543748586,5.4172439843878415,7.078027090546929
41,M2,2.1772881543748586,5.4172439843878415,7.078027090546929
41,M3,2.1772881543748586,5.624037364410248,7.078027090546929
41,M3_fixed,2.1772881543748586,5.624037364410248,7.078027090546929
41,M4,2.1772881543748586,18.059386687683197,7.078027090546929
42,M0,2.0540431546837135,0.0,7.078027090546929
42,M1,2.0540431546837135,5.719902836275994,9.382324508713538
42,M2,2.0540431546837135,9.192881452442123,9.382324508713538
42,M3,2.0540431546837135,5.959460264233653,9.382324508713538
42,M3_fixed,2.0540431546837135,5.959460264233653,9.382324508713538
42,M4,2.0540431546837135,17.710853581354613,9.382324508713538
43,M0,3.1630023967855703,0.0,9.382324508713538
43,M1,3.1630023967855703,4.573291374458303,7.50585960697083
43,M2,3.1630023967855703,19.21757331483067,7.50585960697083
43,M3,3.1630023967855703,5.12059074155267,7.50585960697083
43,M3_fixed,3.1630023967855703,5.12059074155267,7.50585960697083
43,M4,3.1630023967855703,22.94255350313106,7.50585960697083
44,M0,2.1820534991867273,0.0,7.50585960697083
44,M1,2.1820534991867273,3.3286554951489817,6.004687685576664
44,M2,2.1820534991867273,18.33821954564262,6.004687685576664
44,M3,2.1820534991867273,9.056822002234252,6.004687685576664
44,M3_fixed,2.1820534991867273,9.056822002234252,6.004687685576664
44,M4,2.1820534991867273,18.33821954564262,6.004687685576664
45,M0,2.8869632780887633,0.0,6.004687685576664
45,M1,2.8869632780887633,6.309046715318515,5.815341003613343
45,M2,2.8869632780887633,6.309046715318515,5.815341003613343
45,M3,2.8869632780887633,6.309046715318515,5.815341003613343
45,M3_fixed,2.8869632780887633,6.309046715318515,5.815341003613343
45,M4,2.8869632780887633,18.57599629311134,5.815341003613343
46,M0,2.061449237235434,0.0,5.815341003613343
46,M1,2.061449237235434,2.3056388354368558,4.652272802890674
46,M2,2.061449237235434,4.881449525412243,4.652272802890674
46,M3,2.061449237235434,6.938233566389364,4.652272802890674
46,M3_fixed,2.061449237235434,6.938233566389364,4.652272802890674
46,M4,2.061449237235434,20.64553478974855,4.652272802890674
47,M0,2.607967504120144,0.0,4.652272802890674
47,M1,2.607967504120144,2.2675643088284625,3.721818242312539
47,M2,2.607967504120144,7.784337314155598,3.721818242312539
47,M3,2.607967504120144,7.44230340396643,3.721818242312539
47,M3_fixed,2.607967504120144,7.44230340396643,3.721818242312539
47,M4,2.607967504120144,17.90829741543839,3.721818242312539
48,M0,6.024118955036203,0.0,3.721818242312539
48,M1,6.024118955036203,1.1791332738592355,2.9774545938500316
48,M2,6.024118955036203,13.609652951425492,2.9774545938500316
48,M3,6.024118955036203,13.609652951425492,2.9774545938500316
48,M3_fixed,6.024118955036203,13.609652951425492,2.9774545938500316
48,M4,6.024118955036203,17.577682769977738,2.9774545938500316
49,M0,4.6781536872585425,0.0,2.9774545938500316
49,M1,4.6781536872585425,2.350130456916094,2.3819636750800255
49,M2,4.6781536872585425,3.1607811672556343,2.3819636750800255
49,M3,4.6781536872585425,3.5329494083304556,2.3819636750800255
49,M3_fixed,4.6781536872585425,3.5329494083304556,2.3819636750800255
49,M4,4.6781536872585425,17.93295740201569,2.3819636750800255
50,M0,1.913966827996621,0.0,2.3819636750800255
50,M1,1.913966827996621,13.12378538236134,11.357314324431467
50,M2,1.913966827996621,13.12378538236134,11.357314324431467
50,M3,1.913966827996621,13.12378538236134,11.357314324431467
50,M3_fixed,1.913966827996621,13.12378538236134,11.357314324431467
50,M4,1.913966827996621,17.2772826804916,11.357314324431467
51,M0,1.4029845094830669,0.0,11.357314324431467
51,M1,1.4029845094830669,3.9902685933272113,9.085851459545173
51,M2,1.4029845094830669,6.870677838362198,9.085851459545173
51,M3,1.4029845094830669,3.9902685933272113,9.085851459545173
51,M3_fixed,1.4029845094830669,3.9902685933272113,9.085851459545173
51,M4,1.4029845094830669,16.360733523709932,9.085851459545173
52,M0,1.0650036318163967,0.0,9.085851459545173
52,M1,1.0650036318163967,1.747520637199439,7.268681167636139
52,M2,1.0650036318163967,14.936159890042603,7.268681167636139
52,M3,1.0650036318163967,3.086202441047248,7.268681167636139
52,M3_fixed,1.0650036318163967,3.086202441047248,7.268681167636139
52,M4,1.0650036318163967,14.936159890042603,7.268681167636139
53,M0,1.0508386115243504,0.0,7.268681167636139
53,M1,1.0508386115243504,2.5922463894799823,5.814944934108912
53,M2,1.0508386115243504,4.477613399393769,5.814944934108912
53,M3,1.0508386115243504,4.222737867302727,5.814944934108912
53,M3_fixed,1.0508386115243504,4.222737867302727,5.814944934108912
53,M4,1.0508386115243504,14.563244618859569,5.814944934108912
54,M0,0.8926615160820927,0.0,5.814944934108912
54,M1,0.8926615160820927,2.122455520554141,4.65195594728713
54,M2,0.8926615160820927,2.8475978647135927,4.65195594728713
54,M3,0.8926615160820927,2.93518445258271,4.65195594728713
54,M3_fixed,0.8926615160820927,2.93518445258271,4.65195594728713
54,M4,0.8926615160820927,14.649224510757682,4.65195594728713
55,M0,0.6097248550078556,0.0,4.65195594728713
55,M1,0.6097248550078556,8.002197878688774,7.164718580636521
55,M2,0.6097248550078556,13.42847534483432,7.164718580636521
55,M3,0.6097248550078556,8.002197878688774,7.164718580636521
55,M3_fixed,0.6097248550078556,8.002197878688774,7.164718580636521
55,M4,0.6097248550078556,14.569969348784586,7.164718580636521
56,M0,1.0470787842659808,0.0,7.164718580636521
56,M1,1.0470787842659808,2.4149261235562194,5.731774864509217
56,M2,1.0470787842659808,2.4149261235562194,5.731774864509217
56,M3,1.0470787842659808,2.4149261235562194,5.731774864509217
56,M3_fixed,1.0470787842659808,2.4149261235562194,5.731774864509217
56,M4,1.0470787842659808,14.704898422645543,5.731774864509217
57,M0,1.0532756027449022,0.0,5.731774864509217
57,M1,1.0532756027449022,1.5401274223895607,4.585419891607374
57,M2,1.0532756027449022,2.657491918360703,4.585419891607374
57,M3,1.0532756027449022,2.438049063309741,4.585419891607374
57,M3_fixed,1.0532756027449022,2.438049063309741,4.585419891607374
57,M4,1.0532756027449022,15.06562253475423,4.585419891607374
58,M0,0.9010635501841043,0.0,4.585419891607374
58,M1,0.9010635501841043,1.6859834657316715,3.6683359132858993
58,M2,0.9010635501841043,4.878118345801595,3.6683359132858993
58,M3,0.9010635501841043,1.6897236023676727,3.6683359132858993
58,M3_fixed,0.9010635501841043,1.6897236023676727,3.6683359132858993
58,M4,0.9010635501841043,14.821285320369693,3.6683359132858993
59,M0,2.2792428167409433,0.0,3.6683359132858993
59,M1,2.2792428167409433,1.6132127626083337,2.9346687306287196
59,M2,2.2792428167409433,3.6126350803479013,2.9346687306287196
59,M3,2.2792428167409433,14.679279311513104,2.9346687306287196
59,M3_fixed,2.2792428167409433,14.679279311513104,2.9346687306287196
59,M4,2.2792428167409433,14.679279311513104,2.9346687306287196
60,M0,2.2120661358129388,0.0,2.9346687306287196
60,M1,2.2120661358129388,1.5719267667342096,2.3477349845029756
60,M2,2.2120661358129388,2.1310294254825775,2.3477349845029756
60,M3,2.2120661358129388,2.874287243697143,2.3477349845029756
60,M3_fixed,2.2120661358129388,2.874287243697143,2.3477349845029756
60,M4,2.2120661358129388,13.907366778677245,2.3477349845029756
61,M0,1.6007356550652316,0.0,2.3477349845029756
61,M1,1.6007356550652316,7.278255439777054,5.366436710332447
61,M2,1.6007356550652316,7.278255439777054,5.366436710332447
61,M3,1.6007356550652316,7.278255439777054,5.366436710332447
61,M3_fixed,1.6007356550652316,7.278255439777054,5.366436710332447
61,M4,1.6007356550652316,13.934525057569424,5.366436710332447
62,M0,1.5999055621643,0.0,5.366436710332447
62,M1,1.5999055621643,2.7284815760748,4.293149368265958
62,M2,1.5999055621643,6.869493788815188,4.293149368265958
62,M3,1.5999055621643,3.957754045103328,4.293149368265958
62,M3_fixed,1.5999055621643,3.957754045103328,4.293149368265958
62,M4,1.5999055621643,14.689677667381238,4.293149368265958
63,M0,3.4614752168070457,0.0,4.293149368265958
63,M1,3.4614752168070457,2.111816191998677,3.4345194946127666
63,M2,3.4614752168070457,33.95994315415132,3.4345194946127666
63,M3,3.4614752168070457,4.560684571127239,3.4345194946127666
63,M3_fixed,3.4614752168070457,4.560684571127239,3.4345194946127666
63,M4,3.4614752168070457,33.95994315415132,3.4345194946127666
64,M0,2.365354751712856,0.0,3.4345194946127666
64,M1,2.365354751712856,2.304475135248347,2.7476155956902133
64,M2,2.365354751712856,3.693377652753287,2.7476155956902133
64,M3,2.365354751712856,5.870386133887754,2.7476155956902133
64,M3_fixed,2.365354751712856,5.870386133887754,2.7476155956902133
64,M4,2.365354751712856,15.894850442059909,2.7476155956902133
65,M0,3.8742061777678996,0.0,2.7476155956902133
65,M1,3.8742061777678996,3.069103094656936,2.1980924765521705
65,M2,3.8742061777678996,8.315915396718733,2.1980924765521705
65,M3,3.8742061777678996,7.666821675180796,2.1980924765521705
65,M3_fixed,3.8742061777678996,7.666821675180796,2.1980924765521705
65,M4,3.8742061777678996,10.69927485830464,2.1980924765521705
66,M0,1.9788087262812053,0.0,2.1980924765521705
66,M1,1.9788087262812053,3.552162133527496,1.7584739812417365
66,M2,1.9788087262812053,7.585511753631812,1.7584739812417365
66,M3,1.9788087262812053,5.889449793294382,1.7584739812417365
66,M3_fixed,1.9788087262812053,5.889449793294382,1.7584739812417365
66,M4,1.9788087262812053,19.134557552673915,1.7584739812417365
67,M0,2.048279747041381,0.0,1.7584739812417365
67,M1,2.048279747041381,2.603862112269239,1.4067791849933893
67,M2,2.048279747041381,6.239354391558644,1.4067791849933893
67,M3,2.048279747041381,8.394735458692791,1.4067791849933893
67,M3_fixed,2.048279747041381,8.394735458692791,1.4067791849933893
67,M4,2.048279747041381,13.456741570675481,1.4067791849933893
68,M0,2.2434985715826583,0.0,1.4067791849933893
68,M1,2.2434985715826583,8.722592725526573,6.748693851348954
68,M2,2.2434985715826583,8.722592725526573,6.748693851348954
68,M3,2.2434985715826583,8.722592725526573,6.748693851348954
68,M3_fixed,2.2434985715826583,8.722592725526573,6.748693851348954
68,M4,2.2434985715826583,13.657400882111519,6.748693851348954
69,M0,2.0196203958429004,0.0,6.748693851348954
69,M1,2.0196203958429004,7.014628780415871,5.398955081079164
69,M2,2.0196203958429004,7.705921640394853,5.398955081079164
69,M3,2.0196203958429004,7.014628780415871,5.398955081079164
69,M3_fixed,2.0196203958429004,7.014628780415871,5.398955081079164
69,M4,2.0196203958429004,14.42180707625064,5.398955081079164
70,M0,3.0717903569801237,0.0,5.398955081079164
70,M1,3.0717903569801237,4.237156369657878,4.319164064863331
70,M2,3.0717903569801237,7.157385633219228,4.319164064863331
70,M3,3.0717903569801237,5.670207469541931,4.319164064863331
70,M3_fixed,3.0717903569801237,5.670207469541931,4.319164064863331
70,M4,3.0717903569801237,17.551500858277528,4.319164064863331
71,M0,2.1395553637945866,0.0,4.319164064863331
71,M1,2.1395553637945866,3.3124391528271424,3.4553312518906654
71,M2,2.1395553637945866,18.039976309374303,3.4553312518906654
71,M3,2.1395553637945866,5.8451116476420895,3.4553312518906654
71,M3_fixed,2.1395553637945866,5.8451116476420895,3.4553312518906654
71,M4,2.1395553637945866,20.440809193119012,3.4553312518906654
72,M0,2.5033784308343106,0.0,3.4553312518906654
72,M1,2.5033784308343106,5.87859318626731,4.111334594344105
72,M2,2.5033784308343106,5.87859318626731,4.111334594344105
72,M3,2.5033784308343106,6.313850787004696,4.111334594344105
72,M3_fixed,2.5033784308343106,6.313850787004696,4.111334594344105
72,M4,2.5033784308343106,10.923138710076826,4.111334594344105
73,M0,3.3035248728407796,0.0,4.111334594344105
73,M1,3.3035248728407796,3.7550513625024604,3.289067675475284
73,M2,3.3035248728407796,7.293706920526431,3.289067675475284
73,M3,3.3035248728407796,10.512650370044435,3.289067675475284
73,M3_fixed,3.3035248728407796,10.512650370044435,3.289067675475284
73,M4,3.3035248728407796,11.53637397953237,3.289067675475284
74,M0,1.7994763019971918,0.0,3.289067675475284
74,M1,1.7994763019971918,3.856525683861329,3.3864719702190715
74,M2,1.7994763019971918,4.595400747902217,3.3864719702190715
74,M3,1.7994763019971918,7.360826096600652,3.3864719702190715
74,M3_fixed,1.7994763019971918,7.360826096600652,3.3864719702190715
74,M4,1.7994763019971918,10.27070715864574,3.3864719702190715
75,M0,2.9853298129589807,0.0,3.3864719702190715
75,M1,2.9853298129589807,3.05112666779826,2.7091775761752572
75,M2,2.9853298129589807,4.805058489047068,2.7091775761752572
75,M3,2.9853298129589807,6.425578435336251,2.7091775761752572
75,M3_fixed,2.9853298129589807,6.425578435336251,2.7091775761752572
75,M4,2.9853298129589807,17.503143514129906,2.7091775761752572
76,M0,2.671896823857811,0.0,2.7091775761752572
76,M1,2.671896823857811,4.139663700428442,2.2589994220646687
76,M2,2.671896823857811,13.63817706159569,2.2589994220646687
76,M3,2.671896823857811,5.043850572776558,2.2589994220646687
76,M3_fixed,2.671896823857811,5.043850572776558,2.2589994220646687
76,M4,2.671896823857811,15.075828319653432,2.2589994220646687
