origin,profile,method,relative_residual,weighted_relative_error,euclidean_forward_error,relative_forward_error,backward_error,failed,output_error_1h_kwh,peak_agreement_1h,output_error_6h_kwh,peak_agreement_6h
0,2,cpu_rjd_corrected,2.1661214761565612e-08,1.8863027116272263e-08,2.4214556416262893e-08,1.7298443535625965e-08,3.96195429349765e-10,False,7.899883001760803e-07,True,1.605517387282543e-06,True
0,2,gpu_cholesky,5.431910979621269e-16,3.3776395493110594e-16,3.480316164550271e-16,2.4862752645002057e-16,9.935261409839663e-18,False,2.2024763967641012e-14,True,1.3012932044532953e-14,True
0,2,gpu_pcg,6.731290748637065e-08,5.253688776877714e-08,6.653681781672238e-08,4.7532705793023924e-08,1.2311897880431567e-09,False,7.163809353843521e-07,True,7.750539199525057e-07,True
0,2,gpu_rjd_corrected,2.1661214699360588e-08,1.886302707952793e-08,2.4214556371177156e-08,1.7298443503417524e-08,3.9619542821200113e-10,False,7.899882692027351e-07,True,1.6055174034871132e-06,True
0,3,cpu_cholesky,4.738155834598136e-16,0.0,0.0,0.0,9.200381362716849e-18,False,0.0,True,0.0,True
0,3,cpu_banded,6.716532647733794e-16,4.352881223342268e-16,4.717992258560013e-16,3.511221970177726e-16,1.3041922628011313e-17,False,1.5312589494167797e-14,True,1.2984466612154591e-14,True
0,3,cpu_information_smoother,5.414617353143383e-16,2.8660667359095706e-16,3.0830468491559375e-16,2.29446366983814e-16,1.0513910120545621e-17,False,5.3614500840864777e-14,True,5.752843329200935e-14,True
0,3,cpu_pcg,5.9449403516145076e-08,4.603130777872865e-08,5.5349063589664916e-08,4.119185396122529e-08,1.1543672340188329e-09,False,2.708034991228547e-06,True,7.548906047711677e-07,True
0,3,cpu_identity_corrected,6.051969708457427e-08,4.622618100444678e-08,5.518357130508875e-08,4.1068691371366335e-08,1.1751498110793644e-09,False,2.2902499543815873e-06,True,1.1429282061674162e-06,True
0,3,cpu_reference_eigen_corrected,6.248755757223568e-08,5.0711060963176897e-08,5.7937650670826814e-08,4.311833101607912e-08,1.2133610034171852e-09,False,3.1080902514180724e-06,True,2.132738506913341e-06,True
0,3,cpu_rjd_corrected,5.410986873265192e-08,4.69540141127474e-08,5.681004697497773e-08,4.227914632616458e-08,1.050686058424934e-09,False,5.2135452487868995e-06,True,6.3648015912629055e-06,True
0,3,gpu_cholesky,5.144202593545913e-16,3.0288784105047274e-16,3.1827847543915797e-16,2.3686905665625904e-16,9.988828421831267e-18,False,6.221259724088038e-16,True,5.79933262829614e-14,True
0,3,gpu_pcg,5.944940358042357e-08,4.603130779143114e-08,5.5349063570011105e-08,4.119185394659854e-08,1.1543672352669694e-09,False,2.708035024924746e-06,True,7.548905792064607e-07,True
0,3,gpu_rjd_corrected,5.410986875970699e-08,4.695401410687862e-08,5.6810046950398534e-08,4.227914630787226e-08,1.0506860589502795e-09,False,5.2135452376507125e-06,True,6.364801616290244e-06,True
0,4,cpu_cholesky,4.89813876542652e-16,0.0,0.0,0.0,1.060641382869837e-17,False,0.0,True,0.0,True
0,4,cpu_banded,6.159392352781794e-16,4.618652511036964e-16,5.371615518123916e-16,3.800693111053951e-16,1.3337528264419245e-17,False,8.086030561377114e-14,True,8.251134401543255e-14,True
0,4,cpu_information_smoother,4.751014643659498e-16,2.5258091274070753e-16,3.0133909276410254e-16,2.1321284259744956e-16,1.0287831731625223e-17,False,1.1861556210349745e-14,True,8.490751843659987e-15,True
0,4,cpu_pcg,4.513312988810651e-08,3.604840621269466e-08,4.627783437766951e-08,3.2743938154221173e-08,9.773113338352059e-10,False,6.86531898752219e-07,True,1.5123072727173505e-06,True
0,4,cpu_identity_corrected,4.5737703255724465e-08,3.6869367260883863e-08,4.7536417365564895e-08,3.36344500822704e-08,9.904027454714544e-10,False,1.858089768109964e-06,True,2.5078440202426304e-06,True
0,4,cpu_reference_eigen_corrected,9.269627665434107e-08,8.398159843787687e-08,1.1058434857844479e-07,7.824409070500198e-08,2.007242126732643e-09,False,7.604644040723777e-06,True,2.438826180952195e-06,True
0,4,cpu_rjd_corrected,9.539017451788598e-08,8.97654046489842e-08,1.2178926602420745e-07,8.61721437092334e-08,2.065575740887864e-09,False,5.134168882225775e-07,True,2.011984370303217e-06,True
0,4,gpu_cholesky,5.2539143423144e-16,3.8712140142043203e-16,4.4146926502615413e-16,3.123621168837811e-16,1.1376809111341646e-17,False,4.111301741278008e-14,True,9.06175456767621e-15,True
0,4,gpu_pcg,4.51331298944464e-08,3.6048406224618496e-08,4.627783440442999e-08,3.274393817315558e-08,9.773113339724897e-10,False,6.865319662513906e-07,True,1.5123073210872432e-06,True
0,4,gpu_rjd_corrected,9.539017444432519e-08,8.976540459734469e-08,1.217892659542163e-07,8.617214365971107e-08,2.065575739294981e-09,False,5.134168872116265e-07,True,2.01198436990678e-06,True
0,5,cpu_cholesky,4.852039282854042e-16,0.0,0.0,0.0,1.1331608018364834e-17,False,0.0,True,0.0,True
0,5,cpu_banded,5.669364749851185e-16,4.3754411224607865e-16,5.024719734744374e-16,3.740063922346055e-16,1.3240416104104568e-17,False,1.0586948538426065e-13,True,9.39367604518188e-14,True
0,5,cpu_information_smoother,4.559430136619053e-16,2.6197392336372817e-16,2.994885961954322e-16,2.2291919806778755e-16,1.0648239241974195e-17,False,2.2439172536032494e-14,True,2.560989189767088e-14,True
0,5,cpu_pcg,5.438639907573952e-08,4.491097564011258e-08,5.615349927653046e-08,4.1796893726316706e-08,1.2701573898598219e-09,False,2.678771005853762e-06,True,1.351713906905391e-06,True
0,5,cpu_identity_corrected,5.747331733023543e-08,4.5832585088136135e-08,5.6116629405198397e-08,4.176945027018978e-08,1.3422502688686512e-09,False,1.477337653064434e-06,True,2.495471340157183e-06,True
0,5,cpu_reference_eigen_corrected,6.412601317653029e-08,5.612935248180918e-08,6.832853650510883e-08,5.085917379279739e-08,1.4976194662723693e-09,False,3.419495576652372e-06,True,8.142332170171076e-06,True
0,5,cpu_rjd_corrected,2.9452589253506843e-08,2.675937196832339e-08,3.3534085339916596e-08,2.4960521057813063e-08,6.878452039688336e-10,False,2.2930106649050357e-07,True,2.0682059399025267e-06,True
0,5,gpu_cholesky,4.659599436654416e-16,3.5872795986052183e-16,4.1227821276720276e-16,3.068722139620729e-16,1.088217783506964e-17,False,2.080022207180767e-14,True,1.3397472087302511e-14,True
0,5,gpu_pcg,5.4386399143710336e-08,4.4910975694795715e-08,5.6153499343486415e-08,4.1796893776154225e-08,1.2701573914472342e-09,False,2.6787710379344475e-06,True,1.3517138818004076e-06,True
0,5,gpu_rjd_corrected,2.9452589218186506e-08,2.6759371924521358e-08,3.3534085282867405e-08,2.4960521015349475e-08,6.878452031439512e-10,False,2.2930109318097422e-07,True,2.06820594932024e-06,True
0,6,cpu_cholesky,5.330662488559494e-16,0.0,0.0,0.0,9.657528995586227e-18,False,0.0,True,0.0,True
0,6,cpu_banded,6.408277327949325e-16,5.117673529606615e-16,5.835578740528723e-16,4.2105338014912034e-16,1.1609837283686757e-17,False,4.570482239540754e-14,True,5.910587829516308e-14,True
0,6,cpu_information_smoother,6.479467894905971e-16,3.419182922320316e-16,3.582683903734151e-16,2.585006962885115e-16,1.1738812803347129e-17,False,4.155875697039631e-15,True,1.5592392666729994e-15,True
0,6,cpu_pcg,5.292091254767524e-08,4.056041468361037e-08,5.052668309801775e-08,3.6456419580787394e-08,9.587649727452221e-10,False,2.3717018514796256e-07,True,2.780428058390587e-06,True
0,6,cpu_identity_corrected,5.3516949893322274e-08,4.173455634304836e-08,5.252577844357379e-08,3.7898822965118185e-08,9.695633457854405e-10,False,1.0706081739619176e-06,True,2.3544735864690718e-06,True
0,6,cpu_reference_eigen_corrected,1.6837880771898375e-08,1.3866879015047592e-08,1.702680341635171e-08,1.228531641908738e-08,3.0505086826689417e-10,False,5.357682108695503e-07,True,4.4145019389067736e-07,True
0,6,cpu_rjd_corrected,2.896606626191939e-08,2.403762667721222e-08,2.9355678428623806e-08,2.1180945675703082e-08,5.247764691151517e-10,False,2.044020149968874e-06,True,4.427389848987123e-07,True
0,6,gpu_cholesky,5.787321755675428e-16,3.2918668353379323e-16,3.5914122629172495e-16,2.591304718944296e-16,1.0484855828365513e-17,False,2.733798917681974e-14,True,5.784099069731381e-15,True
0,6,gpu_pcg,5.292091259801723e-08,4.0560414705333196e-08,5.0526683113643004e-08,3.6456419592061455e-08,9.58764973657265e-10,False,2.3717017225754168e-07,True,2.780428073360434e-06,True
0,6,gpu_rjd_corrected,2.8966066195539433e-08,2.4037626631952217e-08,2.9355678372076482e-08,2.11809456349026e-08,5.2477646791255e-10,False,2.0440201250070663e-06,True,4.427389774701565e-07,True
0,7,cpu_cholesky,6.30381458668662e-16,0.0,0.0,0.0,9.542592697999168e-18,False,0.0,True,0.0,True
0,7,cpu_banded,8.003378501383077e-16,4.912953138996174e-16,5.286701580064738e-16,3.7884745796734817e-16,1.2115359707425099e-17,False,2.8002932858154554e-14,True,6.420444460301314e-14,True
0,7,cpu_information_smoother,6.852939333180716e-16,3.4718203942585434e-16,3.5712646109805473e-16,2.5591845862844473e-16,1.0373847127222388e-17,False,5.374007324109737e-14,True,6.424512410745035e-14,True
0,7,cpu_pcg,6.609553953219062e-08,4.836027479230336e-08,6.069481827803887e-08,4.3494184924551e-08,1.0005415047556491e-09,False,4.6477774775690784e-07,True,5.020789543504453e-06,True
0,7,cpu_identity_corrected,6.85753816440708e-08,4.918044927600271e-08,6.125491849462989e-08,4.389555530653475e-08,1.0380808750939905e-09,False,8.676518368889068e-07,True,5.721403153625833e-06,True
0,7,cpu_reference_eigen_corrected,6.349429978952157e-08,4.9897199430116985e-08,5.901191735504249e-08,4.228821041089162e-08,9.611644497229123e-10,False,2.4003217156586234e-06,True,8.651792799076658e-07,True
0,7,cpu_rjd_corrected,2.8619009942416857e-08,2.4676106671526224e-08,3.100291295149181e-08,2.221682949827446e-08,4.33229040179744e-10,False,5.570766520821086e-07,True,4.531607524957342e-07,True
0,7,gpu_cholesky,7.257621601196868e-16,4.145594202776046e-16,4.843051363373399e-16,3.470552801273955e-16,1.0986447323924945e-17,False,7.285623178549807e-15,True,5.546093957033751e-14,True
0,7,gpu_pcg,6.60955395003605e-08,4.836027479750698e-08,6.069481830242985e-08,4.349418494202968e-08,1.0005415042738108e-09,False,4.6477778714925205e-07,True,5.020789540925165e-06,True
0,7,gpu_rjd_corrected,2.8619009965391216e-08,2.4676106706973018e-08,3.100291300677855e-08,2.2216829537893193e-08,4.332290405275254e-10,False,5.570766645268344e-07,True,4.53160738498372e-07,True
0,8,cpu_cholesky,5.929673688802923e-16,0.0,0.0,0.0,8.894619642793632e-18,False,0.0,True,0.0,True
0,8,cpu_banded,9.419299130056596e-16,6.426741235387832e-16,7.509297015151175e-16,5.527868204229592e-16,1.4129122015896966e-17,False,5.529954421324779e-14,True,4.258859565230842e-14,True
0,8,cpu_information_smoother,6.167219603934602e-16,3.3192194868717184e-16,3.278798530767774e-16,2.413643528779904e-16,9.250942886479939e-18,False,2.2688452712526684e-15,True,2.816231060779123e-14,True
0,8,cpu_pcg,6.581071019255026e-08,4.9161065742615414e-08,6.228076735650751e-08,4.584715092643426e-08,9.871727635063526e-10,False,3.407938406521513e-06,True,1.3138205925963313e-06,True
0,8,cpu_identity_corrected,6.52279906997797e-08,5.0175916787931295e-08,6.429023613059603e-08,4.7326394392402356e-08,9.784318641895367e-10,False,3.2866997903211437e-06,True,1.1975766517005616e-06,True
0,8,cpu_reference_eigen_corrected,7.108584138148713e-08,5.543694680854841e-08,6.386454605693875e-08,4.7013028358500866e-08,1.0663007153834182e-09,False,2.665131504308731e-06,True,8.415688038080783e-07,True
0,8,cpu_rjd_corrected,8.859873941930492e-08,8.314765222745269e-08,1.1048397326898747e-07,8.13312939517938e-08,1.3289973751061172e-09,False,9.433528959858044e-06,True,8.679715453878177e-06,True
0,8,gpu_cholesky,6.475988280323184e-16,4.191278743680171e-16,4.2868547497418157e-16,3.1557105837518036e-16,9.714101582593572e-18,False,1.2976975091065695e-14,True,1.501358783069822e-14,True
0,8,gpu_pcg,6.581071020498426e-08,4.9161065767585694e-08,6.228076741600683e-08,4.584715097023388e-08,9.87172763692865e-10,False,3.4079384382938958e-06,True,1.3138206506112801e-06,True
0,8,gpu_rjd_corrected,8.859873945013621e-08,8.314765226749928e-08,1.1048397331066959e-07,8.133129398247755e-08,1.3289973755685922e-09,False,9.43352900349216e-06,True,8.679715513491968e-06,True
0,9,cpu_cholesky,5.814536604668453e-16,0.0,0.0,0.0,9.984188406232859e-18,False,0.0,True,0.0,True
0,9,cpu_banded,8.735741852425638e-16,6.454431602691314e-16,7.52429761844907e-16,5.270334117490475e-16,1.500021385243382e-17,False,6.614467673476117e-15,True,3.345792973200609e-15,True
0,9,cpu_information_smoother,6.430707394171964e-16,2.9339267370021246e-16,3.301600832822758e-16,2.3125799103022986e-16,1.104222031334665e-17,False,4.2536600692869074e-17,True,9.759800353095661e-16,True
0,9,cpu_pcg,5.186321909792627e-08,3.969141322489379e-08,5.1223504807654316e-08,3.587909446102743e-08,8.905475814216303e-10,False,9.340236298499814e-07,True,3.5637442780539397e-06,True
0,9,cpu_identity_corrected,5.354033510700705e-08,4.027017955309015e-08,5.156814112524413e-08,3.6120492214655136e-08,9.193454780326896e-10,False,1.6114862019593558e-06,True,2.6835795062813102e-06,True
0,9,cpu_reference_eigen_corrected,5.6550255654030785e-08,4.3178468590517114e-08,5.089774357683609e-08,3.5650917611041153e-08,9.710290675642936e-10,False,5.062776332591529e-06,True,7.29088757943658e-06,True
0,9,cpu_rjd_corrected,4.418353288141435e-08,3.847783273610824e-08,5.0178529583872616e-08,3.5147149919077727e-08,7.586790596237205e-10,False,8.474071055328509e-06,True,2.703776074967027e-06,True
0,9,gpu_cholesky,5.631893104660964e-16,3.3133499116192707e-16,3.9415103806817265e-16,2.760799437653236e-16,9.670569757107073e-18,False,4.691662879310094e-14,True,3.472562157105086e-14,True
0,9,gpu_pcg,5.186321907572622e-08,3.9691413231249124e-08,5.122350483638076e-08,3.587909448114864e-08,8.905475810404316e-10,False,9.340236099990936e-07,True,3.5637443174396906e-06,True
0,9,gpu_rjd_corrected,4.418353284204056e-08,3.847783270169941e-08,5.0178529530427405e-08,3.514714988164246e-08,7.586790589476299e-10,False,8.474071058540271e-06,True,2.7037761008974466e-06,True
0,10,cpu_cholesky,5.427716837387413e-16,0.0,0.0,0.0,9.200576859799112e-18,False,0.0,True,0.0,True
0,10,cpu_banded,7.825247653782016e-16,5.209543480925015e-16,6.257335891080394e-16,4.421120112388675e-16,1.3264655221078036e-17,False,5.2698032665134534e-14,True,3.764997007350841e-14,True
0,10,cpu_information_smoother,6.161675950447407e-16,2.965070424989941e-16,3.2352696945997315e-16,2.285879512427259e-16,1.0444718261049677e-17,False,9.273841063745533e-15,True,1.8893260447394607e-14,True
0,10,cpu_pcg,7.187295836214983e-08,5.489429890064633e-08,7.332101679929472e-08,5.1804957840641034e-08,1.2183256744978279e-09,False,1.694462020579295e-06,True,2.0204303498309004e-06,True
0,10,cpu_identity_corrected,7.180800303138407e-08,5.627158134453302e-08,7.597022407031745e-08,5.367675500027579e-08,1.217224609550741e-09,False,2.6824534270857e-06,True,2.8743853921564414e-06,True
0,10,cpu_reference_eigen_corrected,8.886993108890445e-08,7.607049252515219e-08,9.646315768696407e-08,6.81560354083408e-08,1.506443073002568e-09,False,2.218208894530333e-06,True,6.735563735010747e-06,True
0,10,cpu_rjd_corrected,3.7449974520986057e-08,3.2514768537413436e-08,4.297739861346149e-08,3.0365677134093066e-08,6.348182441718552e-10,False,1.0678085926515356e-06,True,5.218099476795555e-06,True
0,10,gpu_cholesky,5.610224548303705e-16,3.2681806427097065e-16,3.7837677229197786e-16,2.673420745121513e-16,9.509947497969617e-18,False,3.702351037994476e-14,True,4.981747025905609e-14,True
0,10,gpu_pcg,7.18729582729291e-08,5.4894298866467044e-08,7.332101675757162e-08,5.180495781116158e-08,1.2183256729854384e-09,False,1.6944620343916589e-06,True,2.020430369486078e-06,True
0,10,gpu_rjd_corrected,3.744997453681842e-08,3.251476855079747e-08,4.297739864740794e-08,3.036567715807792e-08,6.348182444402313e-10,False,1.0678085933623756e-06,True,5.218099459389336e-06,True
0,11,cpu_cholesky,5.217002794166492e-16,0.0,0.0,0.0,9.217975376372796e-18,False,0.0,True,0.0,True
0,11,cpu_banded,7.173265092635565e-16,4.877522621331504e-16,5.38415475663515e-16,3.9399413885481285e-16,1.2674515157639181e-17,False,3.506152337728256e-14,True,2.005865915226341e-14,True
0,11,cpu_information_smoother,5.27942994895695e-16,2.6638537807934277e-16,2.7721881311050563e-16,2.0285930193820448e-16,9.328278552042726e-18,False,2.6454444764074396e-14,True,3.097930370672633e-14,True
0,11,cpu_pcg,6.299777956339712e-08,4.8078911087338234e-08,5.85172477680646e-08,4.282093231833651e-08,1.11311418464e-09,False,1.16434012403596e-06,True,5.002054679520087e-07,True
0,11,cpu_identity_corrected,6.282518594812408e-08,4.8879382238126405e-08,6.014153866334006e-08,4.400953316927809e-08,1.1100646109718794e-09,False,2.2113241651423987e-06,True,5.086952219730015e-07,True
0,11,cpu_reference_eigen_corrected,8.297305513830989e-08,6.758281751998482e-08,7.986664264328635e-08,5.844369360425314e-08,1.4660593887568966e-09,False,2.631882424426494e-06,True,2.523203333166681e-06,True
0,11,cpu_rjd_corrected,9.153083791267501e-08,7.679079301170153e-08,9.596114898774894e-08,7.022110613063971e-08,1.6172676925148294e-09,False,1.4189085570449736e-05,True,8.918606707451502e-06,True
0,11,gpu_cholesky,5.323007547610295e-16,3.0917412831841227e-16,3.2973367259341145e-16,2.4128789059188506e-16,9.405276254976133e-18,False,5.437942659105693e-14,True,2.300161035435111e-14,True
0,11,gpu_pcg,6.29977795340195e-08,4.807891108976994e-08,5.851724777607458e-08,4.282093232419794e-08,1.113114184120924e-09,False,1.1643400801287854e-06,True,5.002055265224016e-07,True
0,11,gpu_rjd_corrected,9.153083786305987e-08,7.679079298569063e-08,9.596114897085699e-08,7.022110611827875e-08,1.6172676916381741e-09,False,1.4189085493213111e-05,True,8.918606648865004e-06,True
0,12,cpu_cholesky,6.7192462078707575e-16,0.0,0.0,0.0,1.0288915470189443e-17,False,0.0,True,0.0,True
0,12,cpu_banded,7.987132255255569e-16,5.096932563198104e-16,5.446744017112174e-16,3.9355099671280085e-16,1.2230379134981802e-17,False,1.263377189513518e-13,True,1.0926893046718621e-13,True
0,12,cpu_information_smoother,7.435210966306958e-16,3.693574767305989e-16,3.9504504629939614e-16,2.8543726532610436e-16,1.1385243934914507e-17,False,6.234126917788411e-15,True,1.647755083481359e-15,True
0,12,cpu_pcg,7.803075860705679e-08,5.8132524985556526e-08,7.366781632101952e-08,5.32282083529311e-08,1.1948540887676387e-09,False,6.912691493062092e-07,True,2.3392559519188933e-06,True
0,12,cpu_identity_corrected,7.795563698877609e-08,5.9097046895731675e-08,7.54246856386297e-08,5.44976230139972e-08,1.1937037807899705e-09,False,5.032016386448136e-07,True,2.545833834759295e-06,True
0,12,cpu_reference_eigen_corrected,1.9280906056852136e-08,1.4759782999676713e-08,1.662346533525677e-08,1.201117829469727e-08,2.952408746365291e-10,False,4.4964202228455746e-07,True,3.464522421700687e-07,True
0,12,cpu_rjd_corrected,8.387201314682365e-08,7.69109228335248e-08,1.0207576286552732e-07,7.375418798779295e-08,1.2842988905585496e-09,False,1.1831848561790567e-05,True,1.2413601035123531e-05,True
0,12,gpu_cholesky,6.833579124930676e-16,3.6420524459241995e-16,3.8092261685247995e-16,2.7523319447684343e-16,1.0463988935679026e-17,False,5.152211263903828e-15,True,2.0364897126178027e-15,True
0,12,gpu_pcg,7.80307585746706e-08,5.813252498232535e-08,7.366781633741489e-08,5.322820836477747e-08,1.194854088271722e-09,False,6.912691349530678e-07,True,2.3392559473029377e-06,True
0,12,gpu_rjd_corrected,8.387201312030421e-08,7.691092280631758e-08,1.020757628152388e-07,7.37541879514573e-08,1.284298890152468e-09,False,1.183184854667929e-05,True,1.2413600988040063e-05,True
0,13,cpu_cholesky,4.98060467579705e-16,0.0,0.0,0.0,9.890562555159017e-18,False,0.0,True,0.0,True
0,13,cpu_banded,6.642695556232712e-16,4.974481168953689e-16,5.958084977760632e-16,4.1900596464000595e-16,1.3191168585023752e-17,False,5.641987535452423e-14,True,1.7809877653601122e-14,True
0,13,cpu_information_smoother,4.602514159271012e-16,2.9604745490806173e-16,3.4320199388232666e-16,2.413588981187825e-16,9.13974450220549e-18,False,6.682871644419306e-15,True,1.547302498887539e-14,True
0,13,cpu_pcg,4.85209601491139e-08,3.738849881154609e-08,4.808459311264797e-08,3.3815783757182746e-08,9.635368056573816e-10,False,1.7518144193076822e-06,True,7.177495285776771e-07,True
0,13,cpu_identity_corrected,4.993764992530189e-08,3.7725173480854345e-08,4.799635850761328e-08,3.375373223234685e-08,9.916696522592028e-10,False,1.0657463161975828e-06,True,1.604821284822361e-07,True
0,13,cpu_reference_eigen_corrected,2.6345552780345526e-08,2.2637064914729114e-08,2.8644890847881708e-08,2.014469442199109e-08,5.231741023409113e-10,False,1.1495176914047175e-06,True,5.303760626858055e-07,True
0,13,cpu_rjd_corrected,7.454270375086706e-08,6.470116526757844e-08,8.361345425052286e-08,5.8801672325746505e-08,1.480280649545558e-09,False,1.5065439484963123e-05,True,8.138834048950236e-06,True
0,13,gpu_cholesky,4.358793552509156e-16,2.9098192655714683e-16,3.38102502317198e-16,2.37772649533212e-16,8.655760314728558e-18,False,1.5279562390007652e-15,True,1.672924128202943e-14,True
0,13,gpu_pcg,4.852096016811664e-08,3.7388498832007824e-08,4.808459313625954e-08,3.381578377378772e-08,9.63536806034741e-10,False,1.7518144544812744e-06,True,7.177495673539616e-07,True
0,13,gpu_rjd_corrected,7.45427037447178e-08,6.47011652464573e-08,8.361345422224365e-08,5.880167230585898e-08,1.4802806494234454e-09,False,1.5065439513361663e-05,True,8.138834065414202e-06,True
0,14,cpu_cholesky,5.785327950296107e-16,0.0,0.0,0.0,1.2341192136956459e-17,False,0.0,True,0.0,True
0,14,cpu_banded,6.192713223413094e-16,4.542641285768041e-16,5.328683406774965e-16,3.806591270865794e-16,1.3210221511349294e-17,False,1.533395401489873e-14,True,7.801951915456654e-15,True
0,14,cpu_information_smoother,5.329282936210752e-16,3.0440296643292184e-16,3.5771257691508466e-16,2.555350860275596e-16,1.1368362387237548e-17,False,1.3691924398476786e-14,True,9.887581826392316e-15,True
0,14,cpu_pcg,5.781196829289177e-08,4.675890707903716e-08,6.128864615143409e-08,4.37820766658063e-08,1.2332379688131642e-09,False,4.309800288140802e-06,True,1.8525423470225965e-06,True
0,14,cpu_identity_corrected,5.989804798827065e-08,4.7563910287541056e-08,6.181923296857658e-08,4.416110596674078e-08,1.2777379697728569e-09,False,3.247926273399332e-06,True,2.9391926687368783e-06,True
0,14,cpu_reference_eigen_corrected,4.569502326759668e-08,4.182288015878158e-08,5.520705472806037e-08,3.943763901433066e-08,9.74760741850797e-10,False,1.1646439735112526e-06,True,2.8174413394119448e-06,True
0,14,cpu_rjd_corrected,2.6573524187950722e-08,2.349661926905704e-08,3.076883765469608e-08,2.197998640379708e-08,5.668632256160354e-10,False,1.2753682356144934e-07,True,2.5861316930556096e-07,True
0,14,gpu_cholesky,4.560595832451029e-16,3.3591269622719066e-16,3.915818903514033e-16,2.7972992423337026e-16,9.728608284755979e-18,False,1.4635114922082293e-14,True,4.0773248320875454e-14,True
0,14,gpu_pcg,5.781196831199358e-08,4.67589071171876e-08,6.128864622988847e-08,4.3782076721850873e-08,1.2332379692206418e-09,False,4.309800331696604e-06,True,1.8525423286739323e-06,True
