background,family,magnitude,horizon,M0,M1,M2,M3,M3_fixed,M4
1,sensor_fault,3.0,12,0.07564263465855209,0.06472982748917334,0.0641222961587568,0.06114152589137177,0.06114152589137177,0.059894818959188974
2,cancel_approx,1.0,2,0.13461751337354386,0.13438320094500578,0.12765826864774357,0.12870493019407855,0.12870493019407855,0.10851065805921221
2,cancel_approx,1.0,12,0.1366553782385725,0.13647099213741112,0.13439421022298245,0.1363407814855334,0.1363407814855334,0.1337523925197848
2,cancel_approx,3.0,2,0.16043862075039012,0.16214577825257184,0.1548354113831704,0.15537847488859738,0.15537847488859738,0.12629421696519513
2,cancel_approx,3.0,12,0.1630923296955674,0.16418680112555864,0.1621875287275838,0.16393590183612505,0.16393590183612505,0.161275347745891
2,cancel_exact,1.0,2,0.1352462795225713,0.13716314465552448,0.13356907462565973,0.13257098926225067,0.13257098926225067,0.11445369722683531
2,cancel_exact,1.0,12,0.1347912401550465,0.13605380363751893,0.13414619434975905,0.1364608347263392,0.1364608347263392,0.13587140707988632
2,cancel_exact,3.0,2,0.18348826408270744,0.18498287597307148,0.17914981814587003,0.17843189750860325,0.17843189750860325,0.140569833522641
2,cancel_exact,3.0,12,0.18306035648205043,0.18528648304265266,0.18302734512069513,0.18566523979743135,0.18566523979743135,0.1830923235412314
2,delayed,1.0,2,0.12403339015041197,0.13061161633049706,0.1258859514973967,0.12387592462914261,0.12387592462914261,0.11021112237376973
2,delayed,1.0,12,0.12679780131131366,0.1283156671043509,0.1259927425671879,0.12805094442855827,0.12805094442855827,0.12344821142240417
2,delayed,3.0,2,0.14892000682272302,0.15540676673232348,0.1499732098438625,0.14847266905825465,0.14847266905825465,0.12696332424159984
2,delayed,3.0,12,0.1482346092451855,0.15061327528275556,0.14885836306750053,0.15057882480042256,0.15057882480042256,0.14534169940827535
2,localized,1.0,2,0.1711789477561002,0.171012132472676,0.16627547442549448,0.1724615416175386,0.1724615416175386,0.15242606533259387
2,localized,1.0,12,0.18087538637355446,0.16911355101358372,0.16690900883018098,0.16975451290810786,0.16975451290810786,0.15949792841429572
2,localized,3.0,2,0.43450301764168,0.4329210167549187,0.41833727491086253,0.4298260292151416,0.4298260292151416,0.3385780838958434
2,localized,3.0,12,0.4936427656602972,0.46503668702617007,0.46399825262079025,0.46869241207938395,0.46869241207938395,0.4758453519818414
2,ramp,1.0,2,0.12446723400094635,0.12254150515297886,0.12202808117934118,0.12085359517171917,0.12085359517171917,0.1111654454124843
2,ramp,1.0,12,0.11707432466609438,0.11200038002822026,0.11333638651058113,0.1136490202020809,0.1136490202020809,0.11547976577200118
2,ramp,3.0,2,0.22940282381418295,0.229167872507426,0.22774309020048525,0.22537603227085415,0.22537603227085415,0.1909886449899353
2,ramp,3.0,12,0.25368380662905876,0.24657930004226875,0.24891929442849162,0.24824340299799016,0.24824340299799016,0.251089925655292
2,regional,1.0,2,0.15008537146563294,0.14593073243385538,0.14251506205263414,0.1422932653553273,0.1422932653553273,0.12748356673421266
2,regional,1.0,12,0.14293554988596116,0.13955030536068355,0.1380538463931537,0.13848386126844597,0.13848386126844597,0.13623198854825266
2,regional,3.0,2,0.15562295445825217,0.14960076058004831,0.14514052100759503,0.14468245003381502,0.14468245003381502,0.12885797370041466
2,regional,3.0,12,0.14828251028958453,0.14118259482838513,0.14096636253021108,0.1407802337983703,0.1407802337983703,0.14086075643202897
2,sensor_fault,3.0,2,0.13181431935055862,0.1374700860198931,0.1434820280998861,0.13912076771096285,0.13912076771096285,0.18993156358154573
2,sensor_fault,3.0,12,0.12200808616280574,0.12322278396632841,0.12654281382573432,0.12232025363740069,0.12232025363740069,0.12471801265095671
3,cancel_approx,1.0,2,0.11629205497704215,0.11548499416008284,0.11228465200256027,0.11182486182697382,0.11182486182697382,0.10067387580840644
3,cancel_approx,1.0,12,0.13365840096367218,0.1313755828716786,0.12980619696961376,0.130414466756171,0.130414466756171,0.12861670959458593
3,cancel_approx,3.0,2,0.13455495342691248,0.1335341141957708,0.12967268951366231,0.13031455570627964,0.13031455570627964,0.11377513940831085
3,cancel_approx,3.0,12,0.15384467638084753,0.15147092734643616,0.14965968194255705,0.14994045845148088,0.14994045845148088,0.14827929095426523
3,cancel_exact,1.0,2,0.11537137624840815,0.11175806779549642,0.10848968093908647,0.11007256471800636,0.11007256471800636,0.09364134961846882
3,cancel_exact,1.0,12,0.1288495319315298,0.12819069584829945,0.12411243493112897,0.12552623504051982,0.12552623504051982,0.1226932249180391
3,cancel_exact,3.0,2,0.13780951047311063,0.1355623856165639,0.13086777388268955,0.13197468174324636,0.13197468174324636,0.10778724164200225
3,cancel_exact,3.0,12,0.15073400786444047,0.15009790208455778,0.1462285836805303,0.14766790738040095,0.14766790738040095,0.14439773905922876
3,delayed,1.0,2,0.12080784233515914,0.11710074439321712,0.11513985384796112,0.113253164574256,0.113253164574256,0.10675816018389495
3,delayed,1.0,12,0.12850972102785033,0.12544007884473016,0.12324443364191773,0.1245526821053213,0.1245526821053213,0.12201562265097428
3,delayed,3.0,2,0.12484334536483814,0.12135393370826701,0.11977469453236457,0.11808784398265737,0.11808784398265737,0.1102846820459945
3,delayed,3.0,12,0.13195707389206163,0.12898506229597573,0.12712856457221272,0.1285576409669636,0.1285576409669636,0.1264400372903127
3,localized,1.0,2,0.15134144725565263,0.15759906671058257,0.16570681030430937,0.1553258222640839,0.1553258222640839,0.1301650072434821
3,localized,1.0,12,0.19724711003727421,0.19552202007373737,0.19122202062526056,0.1934007070862767,0.1934007070862767,0.20910792873592854
3,localized,3.0,2,0.16833784424553902,0.17622681483468325,0.18408053979015163,0.16827746347360803,0.16827746347360803,0.1355448947374475
3,localized,3.0,12,0.21777342535507227,0.21469782376312754,0.21039164742821925,0.2128506613087572,0.2128506613087572,0.2282693598559881
3,ramp,1.0,2,0.17556287763432407,0.1673029273757742,0.14212799544298196,0.14705148594497355,0.14705148594497355,0.09534302016360778
3,ramp,1.0,12,0.17367928483817469,0.1729277081303211,0.16505298720850953,0.16060565278506478,0.16060565278506478,0.13047979061813417
3,ramp,3.0,2,0.30488275689008704,0.2876210867985002,0.2556808825418522,0.26056823463777834,0.26056823463777834,0.18691506636543612
3,ramp,3.0,12,0.29992480999060694,0.30561683304052323,0.3000941650396941,0.2981317572948809,0.2981317572948809,0.2903440138832195
3,regional,1.0,2,0.08673260775501107,0.08527308480377736,0.08324712130665643,0.08174156544255935,0.08174156544255935,0.0747253503077554
3,regional,1.0,12,0.09809742683622624,0.09473065980480921,0.09085051703720384,0.09196381709283741,0.09196381709283741,0.09021132944556456
3,regional,3.0,2,0.1003182632130875,0.09555885250340207,0.09271753230242497,0.09082625748856082,0.09082625748856082,0.081616854758369
3,regional,3.0,12,0.09694124290101838,0.09782121434869843,0.09965641544136042,0.09922592974803547,0.09922592974803547,0.1038795791071883
3,sensor_fault,3.0,2,0.07657388599489269,0.07198148000045913,0.08062550426966009,0.08056778085908921,0.08056778085908921,0.15034307245431802
3,sensor_fault,3.0,12,0.1106967731837866,0.10528084569360864,0.09757765029584768,0.09898019537645732,0.09898019537645732,0.08645580907557535
4,cancel_approx,1.0,2,0.13090506694055848,0.12480945412724155,0.12099334589976711,0.12017263460440085,0.12017263460440085,0.10123360739611309
4,cancel_approx,1.0,12,0.13512918210851854,0.12736955182280962,0.1257498726258419,0.12674795687304108,0.12674795687304108,0.12334129964173281
4,cancel_approx,3.0,2,0.16807831701044576,0.16009935175942572,0.1554034023747717,0.15591655820172015,0.15591655820172015,0.12569774847778162
4,cancel_approx,3.0,12,0.1691654189558238,0.16237169490456882,0.16138627990418364,0.16225578825598264,0.16225578825598264,0.15806532907852539
4,cancel_exact,1.0,2,0.16132654925059178,0.1582644362526119,0.15267668437844398,0.1559642286925754,0.1559642286925754,0.1252865484789371
4,cancel_exact,1.0,12,0.15766790202529565,0.1535130030989455,0.15194357117844653,0.15280064252740713,0.15280064252740713,0.14999540564156208
4,cancel_exact,3.0,2,0.20613828355816935,0.2027591261895083,0.19252686807830197,0.19669094840819568,0.19669094840819568,0.14972889266385128
4,cancel_exact,3.0,12,0.20486710231828692,0.200768310758267,0.19758695573154775,0.19892710208470357,0.19892710208470357,0.19366245990138642
4,delayed,1.0,2,0.12143674725403401,0.12029640712075018,0.11553994901743737,0.11792146269351973,0.11792146269351973,0.10018197899782405
4,delayed,1.0,12,0.1299334959143148,0.11779336375339812,0.11707135834076907,0.11933682745453517,0.11933682745453517,0.11647535448838635
4,delayed,3.0,2,0.13601830273525092,0.13567056542112926,0.13095062297953164,0.133816052324966,0.133816052324966,0.11108087289791492
4,delayed,3.0,12,0.14238442967898116,0.13187633842526642,0.13164051966771342,0.13424496104850486,0.13424496104850486,0.13223818242841362
4,localized,1.0,2,0.2273867840879922,0.22775996198963191,0.2254035105557172,0.22227778305588244,0.22227778305588244,0.18981690752127903
4,localized,1.0,12,0.2762293128326564,0.25906442253337053,0.26303206848189964,0.26435315333684517,0.26435315333684517,0.25866090365931893
4,localized,3.0,2,0.5517968137543686,0.5483549464309754,0.5343032223362852,0.534800339874976,0.534800339874976,0.41026983475400197
4,localized,3.0,12,0.6344776158431835,0.612876195127699,0.6198810339194071,0.6203496270777319,0.6203496270777319,0.6163624190796264
4,ramp,1.0,2,0.13332514758557168,0.14225080347239374,0.14218089414719473,0.13927591355973185,0.13927591355973185,0.12073450990112267
4,ramp,1.0,12,0.13272907325482505,0.13356991391307887,0.1329948111642975,0.13202743942923933,0.13202743942923933,0.15098562558793532
4,ramp,3.0,2,0.25860708972070084,0.26073820967787437,0.2504143155572663,0.25197395085968344,0.25197395085968344,0.21095828242203632
4,ramp,3.0,12,0.2808512546060154,0.28008495456033805,0.27635909104625883,0.28105839571303987,0.28105839571303987,0.2943182816881445
4,regional,1.0,2,0.15414872766451743,0.1490921030842977,0.14577803778216772,0.14524590014082542,0.14524590014082542,0.12794381515999406
4,regional,1.0,12,0.1517595263092483,0.1492639831225685,0.14759915137448984,0.14757157889554948,0.14757157889554948,0.1442316267411565
4,regional,3.0,2,0.1581359083266794,0.15144405273213485,0.14685764232427728,0.14633241954728873,0.14633241954728873,0.12849884837308775
4,regional,3.0,12,0.15641217725509224,0.15092623379552944,0.15077356648511095,0.1507018414635906,0.1507018414635906,0.1512317428934425
4,sensor_fault,3.0,2,0.1817982595215629,0.18259958470168836,0.1803221509546902,0.1799799573101575,0.1799799573101575,0.1997569226921353
4,sensor_fault,3.0,12,0.22305985579565332,0.21279015950567096,0.2179327094041875,0.2148987796682273,0.2148987796682273,0.21617450075982406
5,cancel_approx,1.0,2,0.1322621441664656,0.13178705239986768,0.12683263459117444,0.1288163705257353,0.1288163705257353,0.10568555441291265
5,cancel_approx,1.0,12,0.1502101289007391,0.15001804026414783,0.146884441017073,0.14570025129066014,0.14570025129066014,0.14222655023153397
5,cancel_approx,3.0,2,0.15752695554043497,0.15681178304868884,0.15180533185730596,0.15316652531069314,0.15316652531069314,0.12280474977582538
5,cancel_approx,3.0,12,0.17774796203581725,0.17749608432710667,0.1746253660167393,0.17292662985464718,0.17292662985464718,0.16904730590290687
5,cancel_exact,1.0,2,0.1373992363100574,0.12805101403363708,0.12631785835464657,0.12164298549899992,0.12164298549899992,0.10124836569069257
5,cancel_exact,1.0,12,0.14479797478637044,0.1431299433827007,0.1399843922502772,0.1372803310950845,0.1372803310950845,0.135157455911743
5,cancel_exact,3.0,2,0.1566507908689783,0.14668326190250539,0.14390289298363543,0.13983862633518282,0.13983862633518282,0.11189408936745092
5,cancel_exact,3.0,12,0.16682575570177982,0.16413546439757337,0.16138858014931567,0.15906333410120907,0.15906333410120907,0.15654224274535444
5,delayed,1.0,2,0.1764654995524395,0.1818263759874786,0.16390298849773613,0.16446018741831794,0.16446018741831794,0.11015815674180324
5,delayed,1.0,12,0.18792134810221334,0.18501164949260482,0.18665476714271978,0.1781922253995893,0.1781922253995893,0.1576847836664851
5,delayed,3.0,2,0.17932381194877547,0.18433761230782245,0.16603246085674037,0.16621656476341132,0.16621656476341132,0.11140205513036809
5,delayed,3.0,12,0.18993350175446605,0.18681331205716015,0.1885144791460421,0.1798259140475743,0.1798259140475743,0.15887664236106866
5,localized,1.0,2,0.1180069684641205,0.11763828919069808,0.11501050234947763,0.1119075049055096,0.1119075049055096,0.08965512271988568
5,localized,1.0,12,0.1431133446782537,0.1463462948683651,0.13691761456523066,0.13714682940684264,0.13714682940684264,0.1308468111617848
5,localized,3.0,2,0.11359833177319062,0.11672599044049496,0.10982150905018222,0.1070791501500324,0.1070791501500324,0.08999061629457061
5,localized,3.0,12,0.15456808310139686,0.16073106658194103,0.1538150229410142,0.14732553568197285,0.14732553568197285,0.13662279420300857
5,ramp,1.0,2,0.16063070018120804,0.14173075002391997,0.13802542382515778,0.13666123700620478,0.13666123700620478,0.11555839545762382
5,ramp,1.0,12,0.16203788461557445,0.15449377585229981,0.15248057276870544,0.14789889779387067,0.14789889779387067,0.14109256855812194
5,ramp,3.0,2,0.22330263011023022,0.21411836824712357,0.21287746400768945,0.2089899632829203,0.2089899632829203,0.17391884003195413
5,ramp,3.0,12,0.2567691225730042,0.2597238185933131,0.26805088055865745,0.25676336050231346,0.25676336050231346,0.25838807123033797
5,regional,1.0,2,0.10634105877292206,0.10193665705012388,0.09725239489126965,0.09673066792822611,0.09673066792822611,0.0821111171955475
5,regional,1.0,12,0.11808287719071593,0.11650358939865287,0.11214068823484821,0.10800714189204874,0.10800714189204874,0.10338966438935664
5,regional,3.0,2,0.1154636073400573,0.11021612020424108,0.10475209912588092,0.10492343459450626,0.10492343459450626,0.08850204059051232
5,regional,3.0,12,0.11345607947470548,0.11186775349388094,0.11147219763135714,0.10993663403343604,0.10993663403343604,0.1122138829377041
5,sensor_fault,3.0,2,0.1454904490903199,0.1613569107152316,0.15530613463331625,0.1560789157564379,0.1560789157564379,0.17893676176858755
5,sensor_fault,3.0,12,0.14860868223698748,0.15447254875327238,0.15088039793933983,0.1491374390567085,0.1491374390567085,0.13478780146112374
6,cancel_approx,1.0,2,0.18595231462961412,0.17826908890126802,0.1690892905023165,0.16857513504418697,0.16857513504418697,0.1346621286138
6,cancel_approx,1.0,12,0.1993299108654149,0.19430998502477556,0.1863241376711009,0.18992960282929963,0.18992960282929963,0.1754919032871364
6,cancel_approx,3.0,2,0.23164648647062006,0.22034026167052692,0.20612271673658952,0.20333593874128267,0.20333593874128267,0.15757364832671775
6,cancel_approx,3.0,12,0.24181962781109148,0.23788220368454682,0.2281556080306291,0.23262315886536364,0.23262315886536364,0.2168051795685757
6,cancel_exact,1.0,2,0.17723425774961246,0.16923697848310224,0.1664946136348502,0.16582345236591375,0.16582345236591375,0.14569254379491411
6,cancel_exact,1.0,12,0.1800615399757927,0.17010290931740743,0.16730903579434778,0.16691999443998795,0.16691999443998795,0.1663397324440617
6,cancel_exact,3.0,2,0.2207949109179643,0.2156584478903406,0.20756106462455068,0.20832343308685639,0.20832343308685639,0.1704348741744018
6,cancel_exact,3.0,12,0.22455409618001276,0.21993040900278366,0.21369700258694282,0.21724714386050104,0.21724714386050104,0.2085392023201233
6,delayed,1.0,2,0.19203317411698873,0.18711554368150282,0.1910205026182813,0.16763556218059797,0.16763556218059797,0.13555104898573506
6,delayed,1.0,12,0.19811925961108545,0.18863809217637056,0.18454111856566435,0.17759142650067988,0.17759142650067988,0.16578539514159654
6,delayed,3.0,2,0.20548184598582211,0.2017237648297832,0.20484791388553625,0.18189951845462446,0.18189951845462446,0.14629349956050672
6,delayed,3.0,12,0.2112753014049032,0.20043982818789208,0.19754695399738842,0.1897833443949133,0.1897833443949133,0.17962240845514726
6,localized,1.0,2,0.20279546749195607,0.19719776465470232,0.19718324594968073,0.19228680834479348,0.19228680834479348,0.15683548884692824
6,localized,1.0,12,0.22027973578667204,0.2045080259533393,0.1963297377687054,0.1964286055492251,0.1964286055492251,0.1906950631186558
6,localized,3.0,2,0.43450060366481985,0.4202493183507228,0.4113891460535775,0.41502266074918975,0.41502266074918975,0.31607696239638333
6,localized,3.0,12,0.4945967223451117,0.4671066287758664,0.4484186652313728,0.4480746177769026,0.4480746177769026,0.4444719331607264
6,ramp,1.0,2,0.20524866957836663,0.22530577494978046,0.21238901452554115,0.19822567256762766,0.19822567256762766,0.14187199638214687
6,ramp,1.0,12,0.21735352254763232,0.21838734571934856,0.2225172493973657,0.209903490198474,0.209903490198474,0.19439863325305695
6,ramp,3.0,2,0.31835135807078685,0.33940879542756636,0.3192143943201026,0.30346582187008203,0.30346582187008203,0.21936827702851044
6,ramp,3.0,12,0.3486365612860066,0.34977774992785876,0.35307832573968767,0.3387343297031983,0.3387343297031983,0.3203205628256229
6,regional,1.0,2,0.18809338820837887,0.18442119456775116,0.17827096179165514,0.17802607357330155,0.17802607357330155,0.1533801549095704
6,regional,1.0,12,0.18790996635223528,0.1805430466593496,0.1796238491213857,0.1784870638477282,0.1784870638477282,0.17670186752720565
6,regional,3.0,2,0.19295421657838033,0.18733803138509586,0.17963113066476102,0.17951389315411204,0.17951389315411204,0.1535466143207456
6,regional,3.0,12,0.20109716954169918,0.1879369317267896,0.18488074753308742,0.18289378526179464,0.18289378526179464,0.180883847617591
6,sensor_fault,3.0,2,0.15398837479208588,0.15225826811708323,0.16012707027842757,0.16438544507204056,0.16438544507204056,0.23260266522597214
6,sensor_fault,3.0,12,0.14121086776309008,0.14355994631279748,0.1467115257972195,0.1476812913868988,0.1476812913868988,0.15070892385610415
7,cancel_approx,1.0,2,0.11701503658797228,0.11539144790290563,0.11536921902261972,0.11652938097889164,0.11652938097889164,0.09812925948210383
7,cancel_approx,1.0,12,0.1346324310316072,0.12726699238052938,0.13080542750889304,0.12740140574630207,0.12740140574630207,0.12807147124513985
7,cancel_approx,3.0,2,0.14152098110782876,0.13949262937257653,0.13944728564500694,0.1390543345965591,0.1390543345965591,0.11158156168286898
7,cancel_approx,3.0,12,0.16161967479355116,0.15415060207856865,0.15802505295085398,0.15452407877722285,0.15452407877722285,0.15439529623476647
7,cancel_exact,1.0,2,0.13116623396994656,0.1218141589028704,0.11593892480163547,0.11873142664770496,0.11873142664770496,0.1016652150545257
7,cancel_exact,1.0,12,0.14931972297445575,0.14065323517909542,0.13783958630285903,0.138156867085675,0.138156867085675,0.1342773750912438
7,cancel_exact,3.0,2,0.15291099670193067,0.14277063613868526,0.13499995565777345,0.13945241584400345,0.13945241584400345,0.11434802565375934
7,cancel_exact,3.0,12,0.1729478863292725,0.16377096025716165,0.16085365305852714,0.16117245423658572,0.16117245423658572,0.1568935342691889
7,delayed,1.0,2,0.10647969518729312,0.10451520802292226,0.100091330728154,0.1025704085104336,0.1025704085104336,0.08905519759181708
7,delayed,1.0,12,0.10735643155604672,0.1091676541225029,0.10895170540943742,0.10823652450247791,0.10823652450247791,0.10805984824566517
7,delayed,3.0,2,0.11929841605210227,0.11739746494374066,0.11210100140136041,0.114594830647708,0.114594830647708,0.09862992033248431
7,delayed,3.0,12,0.1156773405103297,0.1191838909194121,0.11828817120363883,0.11793216554000611,0.11793216554000611,0.11752639624169064
7,localized,1.0,2,0.1307379505728205,0.12711313935072083,0.12441306082422113,0.1251776120496753,0.1251776120496753,0.10410007015181
7,localized,1.0,12,0.1536655554237993,0.14461855323359904,0.14394450283911994,0.14304534205726668,0.14304534205726668,0.14004778693816713
7,localized,3.0,2,0.13609146134511235,0.1326780969963186,0.13025751149629364,0.13079284666929336,0.13079284666929336,0.10373205229978247
7,localized,3.0,12,0.1606826457643123,0.15162067992172354,0.15136439569108873,0.15008119770224565,0.15008119770224565,0.14734472459766246
7,ramp,1.0,2,0.09560516940022883,0.09201857577838103,0.09123714233241341,0.08927683092389842,0.08927683092389842,0.08125399052121192
7,ramp,1.0,12,0.11253334470753523,0.10548889375278078,0.10497332098815815,0.10644596529826361,0.10644596529826361,0.10465591829089826
7,ramp,3.0,2,0.20664215755585083,0.20109954391835538,0.19760238510866626,0.19598386927382072,0.19598386927382072,0.15613561740685916
7,ramp,3.0,12,0.23761035442641099,0.23977039033070216,0.23815068346465781,0.24150078264810473,0.24150078264810473,0.24073175010383477
7,regional,1.0,2,0.08416842149461322,0.0788608539368105,0.0761326204446776,0.07506461690679869,0.07506461690679869,0.062375635493553905
7,regional,1.0,12,0.10050822243814941,0.08730523451822435,0.08449065654159614,0.0850538707857182,0.0850538707857182,0.08186980203809117
7,regional,3.0,2,0.09560798588849895,0.08807427600264102,0.08343115266557266,0.08342758934885959,0.08342758934885959,0.06978929915632368
7,regional,3.0,12,0.09144763032570566,0.09083201573454412,0.09016171830226405,0.08982672397222055,0.08982672397222055,0.09317636406912848
7,sensor_fault,3.0,2,0.1408904744991444,0.1307959154313963,0.13929445436275747,0.13773900801167385,0.13773900801167385,0.21802602570470583
7,sensor_fault,3.0,12,0.1332505783750269,0.12035875280243866,0.11186237900535156,0.11662554325601286,0.11662554325601286,0.1140666782720831
