episode,step,horizon,method,current_region,current_signature,current_plus,current_minus,target_region,forecast_region,region_sd,target_plus,forecast_plus,target_minus,forecast_minus,active_group,plus_target_support,minus_target_support
b00_cancel_exact_3.0,1,2,M3_fixed,991.0189997254638,0.0,0.1798000007246931,0.2156562524614855,999.051000233274,984.5273614416194,33.341440509300746,0.1947333317250013,0.2169195854229531,0.2078125033876858,0.21907736344038578,-1,30,32
b00_cancel_exact_3.0,1,12,M3_fixed,991.0189997254638,0.0,0.1798000007246931,0.2156562524614855,1579.1079992648447,1513.7661885651623,82.12328746913778,0.5922043087380321,0.3658077264976845,0.1744647058774421,0.3483853843612791,-1,30,32
b00_cancel_exact_3.0,1,2,M4,991.0189997254638,0.0,0.1798000007246931,0.2156562524614855,999.051000233274,997.2015893458906,29.53641628158089,0.1947333317250013,0.20516319394356597,0.2078125033876858,0.23037350063541676,-1,30,32
b00_cancel_exact_3.0,1,12,M4,991.0189997254638,0.0,0.1798000007246931,0.2156562524614855,1579.1079992648447,1491.7196260298406,75.05259868073513,0.5922043087380321,0.3635923861915586,0.1744647058774421,0.34509738213831365,-1,30,32
b00_cancel_exact_3.0,2,2,M0,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,982.4910001399694,987.7325404180674,35.98275635561244,0.1919333304899434,0.22749161867492101,0.2124687480391003,0.22783192762908935,-1,30,32
b00_cancel_exact_3.0,2,12,M0,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,1636.3540017326595,1457.795875653085,93.62047535642678,0.615399469894115,0.34650091469297545,0.190969246009417,0.3484582031081716,-1,30,32
b00_cancel_exact_3.0,2,2,M1,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,982.4910001399694,973.5224015527984,34.67041457704204,0.1919333304899434,0.21750573777330767,0.2124687480391003,0.2205391257252276,-1,30,32
b00_cancel_exact_3.0,2,12,M1,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,1636.3540017326595,1493.986475715286,86.56811610480904,0.615399469894115,0.35310168991781254,0.190969246009417,0.3573412811000358,-1,30,32
b00_cancel_exact_3.0,2,2,M2,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,982.4910001399694,997.3428152421302,32.761330111761986,0.1919333304899434,0.22704543625361792,0.2124687480391003,0.22195616348227168,-1,30,32
b00_cancel_exact_3.0,2,12,M2,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,1636.3540017326595,1504.468240307521,81.07250798476356,0.615399469894115,0.35845447905894373,0.190969246009417,0.3592432333688185,-1,30,32
b00_cancel_exact_3.0,2,2,M3,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,982.4910001399694,982.0873360415916,32.593341693103056,0.1919333304899434,0.21865762300877192,0.2124687480391003,0.22784975666442533,-1,30,32
b00_cancel_exact_3.0,2,12,M3,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,1636.3540017326595,1501.840173054392,80.62963970921031,0.615399469894115,0.35587295414377823,0.190969246009417,0.3617757769017729,-1,30,32
b00_cancel_exact_3.0,2,2,M3_fixed,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,982.4910001399694,982.0873360415916,32.593341693103056,0.1919333304899434,0.21865762300877192,0.2124687480391003,0.22784975666442533,-1,30,32
b00_cancel_exact_3.0,2,12,M3_fixed,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,1636.3540017326595,1501.840173054392,80.62963970921031,0.615399469894115,0.35587295414377823,0.190969246009417,0.3617757769017729,-1,30,32
b00_cancel_exact_3.0,2,2,M4,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,982.4910001399694,984.2300147337272,29.51382921666061,0.1919333304899434,0.20525631320894436,0.2124687480391003,0.20650587239987192,-1,30,32
b00_cancel_exact_3.0,2,12,M4,996.0520006736042,0.0,0.2050999989112218,0.1750000005122274,1636.3540017326595,1478.5558175731785,75.0122260213252,0.615399469894115,0.35129687939926896,0.190969246009417,0.35336751759377205,-1,30,32
b00_cancel_exact_3.0,3,2,M0,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,989.1469997018576,1001.1432002188556,35.98374431553402,0.1793333339815338,0.22418402341524465,0.2854374984744936,0.23844858186818735,-1,30,32
b00_cancel_exact_3.0,3,12,M0,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,1599.2290005733958,1458.969365912626,93.6183836442512,0.551888780940381,0.34411851522994935,0.1872605189924992,0.36066035477942526,-1,30,32
b00_cancel_exact_3.0,3,2,M1,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,989.1469997018576,999.793735877316,34.49961211677311,0.1793333339815338,0.22179838084869768,0.2854374984744936,0.234214454713263,-1,30,32
b00_cancel_exact_3.0,3,12,M1,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,1599.2290005733958,1508.4027372589492,86.06143122678078,0.551888780940381,0.35662107575974733,0.1872605189924992,0.3696848487031197,-1,30,32
b00_cancel_exact_3.0,3,2,M2,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,989.1469997018576,1007.5191201166788,32.674775714394485,0.1793333339815338,0.22558617953361595,0.2854374984744936,0.23338330741241392,-1,30,32
b00_cancel_exact_3.0,3,12,M2,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,1599.2290005733958,1477.6107067716125,80.54809943893765,0.551888780940381,0.35079331453267576,0.1872605189924992,0.36021076745570474,-1,30,32
b00_cancel_exact_3.0,3,2,M3,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,989.1469997018576,1014.7164163306222,32.212204892429234,0.1793333339815338,0.22464740123138666,0.2854374984744936,0.24637023161109653,-1,30,32
b00_cancel_exact_3.0,3,12,M3,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,1599.2290005733958,1498.586277397017,80.07030574251634,0.551888780940381,0.3539898548352363,0.1872605189924992,0.37233718366740653,-1,30,32
b00_cancel_exact_3.0,3,2,M3_fixed,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,989.1469997018576,1014.7164163306222,32.212204892429234,0.1793333339815338,0.22464740123138666,0.2854374984744936,0.24637023161109653,-1,30,32
b00_cancel_exact_3.0,3,12,M3_fixed,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,1599.2290005733958,1498.586277397017,80.07030574251634,0.551888780940381,0.3539898548352363,0.1872605189924992,0.37233718366740653,-1,30,32
b00_cancel_exact_3.0,3,2,M4,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,989.1469997018576,991.952963441429,29.50566232407732,0.1793333339815338,0.20993626714525088,0.2854374984744936,0.22379448699964322,-1,30,32
b00_cancel_exact_3.0,3,12,M4,999.051000233274,0.0,0.1947333317250013,0.2078125033876858,1599.2290005733958,1472.6708567854926,74.98618617693771,0.551888780940381,0.3479783940736516,0.1872605189924992,0.35927917093152817,-1,30,32
b00_cancel_exact_3.0,4,2,M0,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,972.7090009880484,1010.9974602885436,35.98299553985874,0.1771666659042239,0.23668262809339602,0.2825312482891604,0.22917029919290172,-1,30,32
b00_cancel_exact_3.0,4,12,M0,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,1571.987999764155,1433.6004362645565,93.61744694872402,0.5025728320627528,0.33911114932758035,0.1557129664068,0.3442288914955688,-1,30,32
b00_cancel_exact_3.0,4,2,M1,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,972.7090009880484,1012.1334095135824,34.60851780907085,0.1771666659042239,0.23395304679108644,0.2825312482891604,0.2272816058346341,-1,30,32
b00_cancel_exact_3.0,4,12,M1,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,1571.987999764155,1488.1714154983058,86.23644621654516,0.5025728320627528,0.3512271672281538,0.1557129664068,0.355200445217496,-1,30,32
b00_cancel_exact_3.0,4,2,M2,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,972.7090009880484,1018.036193367945,32.6883360702634,0.1771666659042239,0.23874498490800158,0.2825312482891604,0.2199747602373911,-1,30,32
b00_cancel_exact_3.0,4,12,M2,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,1571.987999764155,1479.95616401814,80.58961485035525,0.5025728320627528,0.3521150995301697,0.1557129664068,0.34751791820289724,-1,30,32
b00_cancel_exact_3.0,4,2,M3,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,972.7090009880484,1013.9253629280522,32.45677760362231,0.1771666659042239,0.2264557575407156,0.2825312482891604,0.231959822824442,-1,30,32
b00_cancel_exact_3.0,4,12,M3,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,1571.987999764155,1463.0569779895663,80.16255471791759,0.5025728320627528,0.342790220382998,0.1557129664068,0.3544312374958005,-1,30,32
b00_cancel_exact_3.0,4,2,M3_fixed,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,972.7090009880484,1013.9253629280522,32.45677760362231,0.1771666659042239,0.2264557575407156,0.2825312482891604,0.231959822824442,-1,30,32
b00_cancel_exact_3.0,4,12,M3_fixed,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,1571.987999764155,1463.0569779895663,80.16255471791759,0.5025728320627528,0.342790220382998,0.1557129664068,0.3544312374958005,-1,30,32
b00_cancel_exact_3.0,4,2,M4,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,972.7090009880484,1000.8578716401482,29.4994665312733,0.1771666659042239,0.21731168567226591,0.2825312482891604,0.22125503309715128,-1,30,32
b00_cancel_exact_3.0,4,12,M4,982.4910001399694,0.0,0.1919333304899434,0.2124687480391003,1571.987999764155,1457.47426746244,74.96975012325238,0.5025728320627528,0.3412978744031914,0.1557129664068,0.3483565337021064,-1,30,32
b00_cancel_exact_3.0,5,2,M0,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1004.9639998464844,1041.893154595257,35.99724982771479,0.2092333351882795,0.25050197815927455,0.2357812482514418,0.23199885504045814,-1,30,32
b00_cancel_exact_3.0,5,12,M0,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1505.3470002169488,1413.068961569417,93.60192764037484,0.4797911050968619,0.32848987205698155,0.2280395890769313,0.333339188754161,-1,30,32
b00_cancel_exact_3.0,5,2,M1,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1004.9639998464844,1049.7277130416614,34.43689078958749,0.2092333351882795,0.24998962580008227,0.2357812482514418,0.23226103689060815,-1,30,32
b00_cancel_exact_3.0,5,12,M1,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1505.3470002169488,1479.862201250589,85.71311508828214,0.4797911050968619,0.3434086561970775,0.2280395890769313,0.3461249648541558,-1,30,32
b00_cancel_exact_3.0,5,2,M2,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1004.9639998464844,1055.8797321302957,32.55110509631322,0.2092333351882795,0.2513942154528236,0.2357812482514418,0.22296022620442493,-1,30,32
b00_cancel_exact_3.0,5,12,M2,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1505.3470002169488,1473.0532109459434,80.05936079511078,0.4797911050968619,0.3433222929694573,0.2280395890769313,0.34046592360633154,-1,30,32
b00_cancel_exact_3.0,5,2,M3,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1004.9639998464844,1038.722571496808,32.397215875239205,0.2092333351882795,0.2361581507048278,0.2357812482514418,0.22922324774809444,-1,30,32
b00_cancel_exact_3.0,5,12,M3,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1505.3470002169488,1438.620323479602,80.33629256711548,0.4797911050968619,0.33080374764599435,0.2280395890769313,0.3401749821242805,-1,30,32
b00_cancel_exact_3.0,5,2,M3_fixed,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1004.9639998464844,1038.722571496808,32.397215875239205,0.2092333351882795,0.2361581507048278,0.2357812482514418,0.22922324774809444,-1,30,32
b00_cancel_exact_3.0,5,12,M3_fixed,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1505.3470002169488,1438.620323479602,80.33629256711548,0.4797911050968619,0.33080374764599435,0.2280395890769313,0.3401749821242805,-1,30,32
b00_cancel_exact_3.0,5,2,M4,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1004.9639998464844,1042.7618173998433,29.43692579732508,0.2092333351882795,0.22593991121713058,0.2357812482514418,0.2506478317518601,-1,30,32
b00_cancel_exact_3.0,5,12,M4,989.1469997018576,0.0,0.1793333339815338,0.2854374984744936,1505.3470002169488,1446.1490194846897,74.94613261420109,0.4797911050968619,0.3323990824438567,0.2280395890769313,0.3426781017850955,-1,30,32
b00_cancel_exact_3.0,6,2,M0,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1081.7879996804986,1060.2660685643136,35.98491044693179,0.2382333330460824,0.26011930500714087,0.2293124999850988,0.23835063156429637,-1,30,32
b00_cancel_exact_3.0,6,12,M0,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1445.9439994948916,1340.998168955157,93.62632527400986,0.4884588296960859,0.3000095057132679,0.1385385952190431,0.3164661454387633,-1,30,32
b00_cancel_exact_3.0,6,2,M1,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1081.7879996804986,1081.1818461181092,34.26985627229185,0.2382333330460824,0.2647061875158917,0.2293124999850988,0.2449371247629246,-1,30,32
b00_cancel_exact_3.0,6,12,M1,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1445.9439994948916,1428.142068060041,85.68212789464408,0.4884588296960859,0.3214880858862071,0.1385385952190431,0.3347635073625469,-1,30,32
b00_cancel_exact_3.0,6,2,M2,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1081.7879996804986,1080.8219296322854,32.25561844241483,0.2382333330460824,0.25996232870038755,0.2293124999850988,0.24055673346813947,-1,30,32
b00_cancel_exact_3.0,6,12,M2,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1445.9439994948916,1406.0558032401827,79.81357389988084,0.4884588296960859,0.3164099328388919,0.1385385952190431,0.32953200822625595,-1,30,32
b00_cancel_exact_3.0,6,2,M3,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1081.7879996804986,1049.0207356927767,32.54490121545962,0.2382333330460824,0.24874420924487115,0.2293124999850988,0.22932672635858856,-1,30,32
b00_cancel_exact_3.0,6,12,M3,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1445.9439994948916,1389.69450655337,80.20613541438817,0.4884588296960859,0.31066331239027284,0.1385385952190431,0.32409431777304276,-1,30,32
b00_cancel_exact_3.0,6,2,M3_fixed,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1081.7879996804986,1049.0207356927767,32.54490121545962,0.2382333330460824,0.24874420924487115,0.2293124999850988,0.22932672635858856,-1,30,32
b00_cancel_exact_3.0,6,12,M3_fixed,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1445.9439994948916,1389.69450655337,80.20613541438817,0.4884588296960859,0.31066331239027284,0.1385385952190431,0.32409431777304276,-1,30,32
b00_cancel_exact_3.0,6,2,M4,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1081.7879996804986,1070.0419151951555,29.49410890065113,0.2382333330460824,0.2271858437995685,0.2293124999850988,0.25709504051829324,-1,30,32
b00_cancel_exact_3.0,6,12,M4,972.7090009880484,0.0,0.1771666659042239,0.2825312482891604,1445.9439994948916,1367.3750801252545,74.95811978586326,0.4884588296960859,0.30003042937765506,0.1385385952190431,0.32495706186435575,-1,30,32
b00_cancel_exact_3.0,7,2,M0,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1182.6319994411897,1141.566076824619,35.93880826343516,0.2646666657490035,0.27607473821133943,0.2923125009983778,0.24815208813501086,-1,30,32
b00_cancel_exact_3.0,7,12,M0,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1406.7549990920816,1307.060684372933,93.64853670259086,0.494045111903598,0.2885816731015071,0.1480514608611817,0.3146825931210109,-1,30,32
b00_cancel_exact_3.0,7,2,M1,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1182.6319994411897,1165.331457196871,34.34997712420999,0.2646666657490035,0.2859142232111383,0.2923125009983778,0.254865352524543,-1,30,32
b00_cancel_exact_3.0,7,12,M1,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1406.7549990920816,1360.6515884205714,85.71771398699862,0.494045111903598,0.30359907392990715,0.1480514608611817,0.3235569671525219,-1,30,32
b00_cancel_exact_3.0,7,2,M2,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1182.6319994411897,1155.647440271263,32.31427126385747,0.2646666657490035,0.27855428137617017,0.2923125009983778,0.2512236602235275,-1,30,32
b00_cancel_exact_3.0,7,12,M2,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1406.7549990920816,1344.9414465995428,79.83434270617248,0.494045111903598,0.3001085842929433,0.1480514608611817,0.318526144107761,-1,30,32
b00_cancel_exact_3.0,7,2,M3,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1182.6319994411897,1135.710763951916,32.45679577590194,0.2646666657490035,0.2672565258975895,0.2923125009983778,0.2481335772170525,-1,30,32
b00_cancel_exact_3.0,7,12,M3,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1406.7549990920816,1334.470190974139,79.91666052996955,0.494045111903598,0.2933407670409644,0.1480514608611817,0.3181138299068831,-1,30,32
b00_cancel_exact_3.0,7,2,M3_fixed,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1182.6319994411897,1135.710763951916,32.45679577590194,0.2646666657490035,0.2672565258975895,0.2923125009983778,0.2481335772170525,-1,30,32
b00_cancel_exact_3.0,7,12,M3_fixed,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1406.7549990920816,1334.470190974139,79.91666052996955,0.494045111903598,0.2933407670409644,0.1480514608611817,0.3181138299068831,-1,30,32
b00_cancel_exact_3.0,7,2,M4,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1182.6319994411897,1152.854938621011,29.47918231229725,0.2646666657490035,0.2542536766353981,0.2923125009983778,0.2579672916121426,-1,30,32
b00_cancel_exact_3.0,7,12,M4,1004.9639998464844,0.0,0.2092333351882795,0.2357812482514418,1406.7549990920816,1341.0889324254867,74.95511385725659,0.494045111903598,0.29298177658900093,0.1480514608611817,0.3220479006408576,-1,30,32
b00_cancel_exact_3.0,8,2,M0,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1328.655001691193,1251.3124660275798,35.98474343850916,0.2846333300073941,0.30000952747106324,0.3463124976260587,0.28202797341445995,-1,30,32
b00_cancel_exact_3.0,8,12,M0,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1329.517999710166,1227.5385897456258,93.63695608228905,0.4492890297613615,0.2675983468706399,0.1716977809388587,0.29253181416631263,-1,30,32
b00_cancel_exact_3.0,8,2,M1,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1328.655001691193,1265.2665707859755,34.161694596335494,0.2846333300073941,0.3073949392128289,0.3463124976260587,0.2859772134775555,-1,30,32
b00_cancel_exact_3.0,8,12,M1,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1329.517999710166,1250.8767921548829,85.52196644587958,0.4492890297613615,0.27541857938525083,0.1716977809388587,0.2941338359982533,-1,30,32
b00_cancel_exact_3.0,8,2,M2,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1328.655001691193,1261.0438611126438,32.329278769686155,0.2846333300073941,0.305214285971961,0.3463124976260587,0.2815880106498615,-1,30,32
b00_cancel_exact_3.0,8,12,M2,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1329.517999710166,1243.5819490905255,80.2917559360288,0.4492890297613615,0.2727623012382005,0.1716977809388587,0.2919895760198753,-1,30,32
b00_cancel_exact_3.0,8,2,M3,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1328.655001691193,1258.814081499836,32.132931848243814,0.2846333300073941,0.29616635478650927,0.3463124976260587,0.2803796434654945,-1,30,32
b00_cancel_exact_3.0,8,12,M3,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1329.517999710166,1279.6922811096956,79.6530997533738,0.4492890297613615,0.2787960639914172,0.1716977809388587,0.29773913657114315,-1,30,32
b00_cancel_exact_3.0,8,2,M3_fixed,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1328.655001691193,1258.814081499836,32.132931848243814,0.2846333300073941,0.29616635478650927,0.3463124976260587,0.2803796434654945,-1,30,32
b00_cancel_exact_3.0,8,12,M3_fixed,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1329.517999710166,1279.6922811096956,79.6530997533738,0.4492890297613615,0.2787960639914172,0.1716977809388587,0.29773913657114315,-1,30,32
b00_cancel_exact_3.0,8,2,M4,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1328.655001691193,1265.750189279626,29.492352939674568,0.2846333300073941,0.28935860709647104,0.3463124976260587,0.28104919657223204,-1,30,32
b00_cancel_exact_3.0,8,12,M4,1081.7879996804986,0.0,0.2382333330460824,0.2293124999850988,1329.517999710166,1273.1338830555155,74.9517934131972,0.4492890297613615,0.2788649170580032,0.1716977809388587,0.2987547072083315,-1,30,32
b00_cancel_exact_3.0,9,2,M0,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1440.1059989038622,1369.1879867216603,35.99421420324387,0.5512032906201006,0.3259975733802306,0.1783719151147854,0.30685206217592254,-1,30,32
b00_cancel_exact_3.0,9,12,M0,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1260.3990022280486,1134.6027931699068,93.64274119797732,0.3850710548968508,0.2486833580841804,0.1130271380058122,0.26672941496385344,-1,30,32
b00_cancel_exact_3.0,9,2,M1,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1440.1059989038622,1381.348674668996,34.28413344174282,0.5512032906201006,0.33434601409019504,0.1783719151147854,0.3124789764986705,-1,30,32
b00_cancel_exact_3.0,9,12,M1,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1260.3990022280486,1126.765247034243,85.27383094581629,0.3850710548968508,0.2506064277002963,0.1130271380058122,0.2644214229128079,-1,30,32
b00_cancel_exact_3.0,9,2,M2,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1440.1059989038622,1369.2783755262826,32.380832829902765,0.5512032906201006,0.33001722037729475,0.1783719151147854,0.30383703655386096,-1,30,32
b00_cancel_exact_3.0,9,12,M2,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1260.3990022280486,1079.4660351304765,79.88074391876918,0.3850710548968508,0.23809679254423982,0.1130271380058122,0.25272842904382553,-1,30,32
b00_cancel_exact_3.0,9,2,M3,1182.6319994411897,0.0,0.2646666657490035,0.2923125009983778,1440.1059989038622,1372.718846897419,32.3952329760798,0.5512032906201006,0.3212322296216977,0.1783719151147854,0.3035412067686265,-1,30,32
