origin,method,seconds,queries,complete_seconds,amortized_complete_seconds
0,gpu_cholesky_kernel,0.10919905919581652,16,,
0,gpu_pcg_kernel,0.34104880783706903,16,,
0,gpu_rjd_corrected_kernel,0.0057050250470638275,16,,
0,gpu_cholesky_cached,0.0008734213188290596,16,0.07955285347998142,
0,cpu_cholesky,0.022374923340976238,16,0.22775314562022686,0.5659204129187856
0,cpu_banded,0.0029319822788238525,16,0.20831020455807447,0.5464774718566332
0,cpu_information_smoother,0.024537493474781513,16,0.22991571575403214,0.5680829830525909
0,cpu_pcg,0.11814845353364944,16,0.32352667581290007,0.6616939431114588
0,cpu_identity_corrected,0.2165793152526021,16,0.4219575375318527,0.7601248048304114
0,cpu_reference_eigen_corrected,0.14716309309005737,16,0.352541315369308,0.6912294007779565
0,cpu_rjd_corrected,0.14797633606940508,16,0.3533545583486557,0.6960932981746737
0,gpu_cholesky,0.1113872081041336,16,0.3167654303833842,0.7017269631905947
0,gpu_pcg,0.3737599728628993,16,0.5791381951421499,0.9640997279493604
0,gpu_rjd_corrected,0.1113202990964055,16,0.31669852137565613,0.7062315267103259
0,cpu_cholesky_cached,0.004745124839246273,16,0.11686226539313793,
1,gpu_cholesky_kernel,0.0023382967337965965,16,,
1,gpu_pcg_kernel,0.16590590309351683,16,,
1,gpu_rjd_corrected_kernel,0.029313177801668644,16,,
1,gpu_cholesky_cached,0.0005654245615005493,16,0.07126894406974316,
1,cpu_cholesky,0.015143593773245811,16,0.21644995640963316,0.5546172237081919
1,cpu_banded,0.00274688471108675,16,0.2040532473474741,0.5422205146460328
1,cpu_information_smoother,0.02178569044917822,16,0.22309205308556557,0.5612593203841243
1,cpu_pcg,1.1890699239447713,16,1.3903762865811586,1.7285435538797174
1,cpu_identity_corrected,1.5480992794036865,16,1.7494056420400739,2.0875729093386326
1,cpu_reference_eigen_corrected,0.5579183790832758,16,0.7592247417196631,1.0979128271283116
1,cpu_rjd_corrected,0.38243024703115225,16,0.5837366096675396,0.9264753494935576
1,gpu_cholesky,0.004199540242552757,16,0.2055059028789401,0.5904674356861506
1,gpu_pcg,0.20260194968432188,16,0.40390831232070923,0.7888698451279197
1,gpu_rjd_corrected,0.16799260303378105,16,0.3692989656701684,0.7588319710048381
1,cpu_cholesky_cached,0.004521375522017479,16,0.11214473936706781,
2,gpu_cholesky_kernel,0.0021890485659241676,16,,
2,gpu_pcg_kernel,0.17185298632830381,16,,
2,gpu_rjd_corrected_kernel,0.031383927911520004,16,,
2,gpu_cholesky_cached,0.0005531832575798035,16,0.06579309608787298,
2,cpu_cholesky,0.016929546371102333,16,0.21760538686066866,0.5557726541592274
2,cpu_banded,0.0026349537074565887,16,0.20331079419702291,0.5414780614955816
2,cpu_information_smoother,0.021464424207806587,16,0.2221402646973729,0.5603075319959316
2,cpu_pcg,1.1427636090666056,16,1.343439449556172,1.6816067168547306
2,cpu_identity_corrected,1.3898886311799288,16,1.590564471669495,1.9287317389680538
2,cpu_reference_eigen_corrected,0.5029967492446303,16,0.7036725897341967,1.0423606751428451
2,cpu_rjd_corrected,0.32211998011916876,16,0.5227958206087351,0.8655345604347531
2,gpu_cholesky,0.003913152031600475,16,0.2045889925211668,0.5895505253283773
2,gpu_pcg,0.2134122448042035,16,0.41408808529376984,0.7990496181009803
2,gpu_rjd_corrected,0.17455668933689594,16,0.37523252982646227,0.764765535161132
2,cpu_cholesky_cached,0.004713894799351692,16,0.109876474365592,
3,gpu_cholesky_kernel,0.0022852085530757904,16,,
3,gpu_pcg_kernel,0.16783573478460312,16,,
3,gpu_rjd_corrected_kernel,0.03322734963148832,16,,
3,gpu_cholesky_cached,0.0005988739430904388,16,0.07890367973595858,
3,cpu_cholesky,0.0166825195774436,16,0.224242951720953,0.5624102190195117
3,cpu_banded,0.0025307852774858475,16,0.21009121742099524,0.548258484719554
3,cpu_information_smoother,0.03227885905653238,16,0.23983929120004177,0.5780065584986005
3,cpu_pcg,1.1765510942786932,16,1.3841115264222026,1.7222787937207613
3,cpu_identity_corrected,1.427240970544517,16,1.6348014026880264,1.9729686699865852
3,cpu_reference_eigen_corrected,0.5383791774511337,16,0.7459396095946431,1.0846276950032916
3,cpu_rjd_corrected,0.35664207953959703,16,0.5642025116831064,0.9069412515091244
3,gpu_cholesky,0.0038851918652653694,16,0.21144562400877476,0.5964071568159852
3,gpu_pcg,0.21318564657121897,16,0.42074607871472836,0.8057076115219388
3,gpu_rjd_corrected,0.17788974940776825,16,0.38545018155127764,0.7749831868859474
3,cpu_cholesky_cached,0.00403406098484993,16,0.1158065851777792,
4,gpu_cholesky_kernel,0.0022374484688043594,16,,
4,gpu_pcg_kernel,0.15437232423573732,16,,
4,gpu_rjd_corrected_kernel,0.023991498164832592,16,,
4,gpu_cholesky_cached,0.0005392255261540413,16,0.07484683021903038,
4,cpu_cholesky,0.01410625409334898,16,0.22009900119155645,0.5582662684901152
4,cpu_banded,0.002633415162563324,16,0.2086261622607708,0.5467934295593295
4,cpu_information_smoother,0.024164007045328617,16,0.2301567541435361,0.5683240214420948
4,cpu_pcg,1.2759714871644974,16,1.4819642342627048,1.8201315015612636
4,cpu_identity_corrected,1.5889949351549149,16,1.7949876822531223,2.133154949551681
4,cpu_reference_eigen_corrected,0.5038230801001191,16,0.7098158271983266,1.048503912606975
4,cpu_rjd_corrected,0.331557740457356,16,0.5375504875555634,0.8802892273815814
4,gpu_cholesky,0.004100200720131397,16,0.21009294781833887,0.5950544806255493
4,gpu_pcg,0.1984608005732298,16,0.40445354767143726,0.7894150804786477
4,gpu_rjd_corrected,0.1676536463201046,16,0.3736463934183121,0.7631793987529818
4,cpu_cholesky_cached,0.0039840927347540855,16,0.1180049255490303,
5,gpu_cholesky_kernel,0.002619304694235325,16,,
5,gpu_pcg_kernel,0.15534307435154915,16,,
5,gpu_rjd_corrected_kernel,0.030258099548518658,16,,
5,gpu_cholesky_cached,0.0005941940471529961,16,0.07299406733363867,
5,cpu_cholesky,0.013642438687384129,16,0.21447642613202333,0.5526436934305821
5,cpu_banded,0.002802613191306591,16,0.2036366006359458,0.5418038679345045
5,cpu_information_smoother,0.022555002942681313,16,0.22338899038732052,0.5615562576858792
5,cpu_pcg,1.5556071260944009,16,1.75644111353904,2.094608380837599
5,cpu_identity_corrected,1.82582638412714,16,2.0266603715717793,2.364827638870338
5,cpu_reference_eigen_corrected,0.6378697799518704,16,0.8387037673965096,1.1773918528051581
5,cpu_rjd_corrected,0.41777340043336153,16,0.6186073878780007,0.9613461277040187
5,gpu_cholesky,0.004815133288502693,16,0.2056491207331419,0.5906106535403524
5,gpu_pcg,0.19182693492621183,16,0.39266092237085104,0.7776224551780615
5,gpu_rjd_corrected,0.17839691415429115,16,0.37923090159893036,0.7687639069336001
5,cpu_cholesky_cached,0.004531256854534149,16,0.11047016736119986,
6,gpu_cholesky_kernel,0.0022262092679739,16,,
6,gpu_pcg_kernel,0.13953902758657932,16,,
6,gpu_rjd_corrected_kernel,0.025541524402797222,16,,
6,gpu_cholesky_cached,0.0005437545478343964,16,0.0682551134377718,
6,cpu_cholesky,0.014870907180011272,16,0.2076048031449318,0.5457720704434905
6,cpu_banded,0.002901720814406872,16,0.1956356167793274,0.5338028840778861
6,cpu_information_smoother,0.023897280916571617,16,0.21663117688149214,0.5547984441800509
6,cpu_pcg,1.6396078877151012,16,1.8323417836800218,2.1705090509785805
6,cpu_identity_corrected,1.842292906716466,16,2.0350268026813865,2.373194069979945
6,cpu_reference_eigen_corrected,0.6536532491445541,16,0.8463871451094747,1.1850752305181231
6,cpu_rjd_corrected,0.37920166924595833,16,0.5719355652108788,0.9146743050368968
6,gpu_cholesky,0.0038383333012461662,16,0.1965722292661667,0.5815337620733771
6,gpu_pcg,0.18066381104290485,16,0.3733977070078254,0.7583592398150358
6,gpu_rjd_corrected,0.15414755512028933,16,0.34688145108520985,0.7364144564198796
6,cpu_cholesky_cached,0.004573025740683079,16,0.10443924553692341,
7,gpu_cholesky_kernel,0.0022857580333948135,16,,
7,gpu_pcg_kernel,0.14336842019110918,16,,
7,gpu_rjd_corrected_kernel,0.02443926502019167,16,,
7,gpu_cholesky_cached,0.0005526943132281303,16,0.06511633284389973,
7,cpu_cholesky,0.014291682280600071,16,0.19725125189870596,0.5354185191972647
7,cpu_banded,0.002596525475382805,16,0.1855560950934887,0.5237233623920474
7,cpu_information_smoother,0.02205903735011816,16,0.20501860696822405,0.5431858742667828
7,cpu_pcg,1.06571433134377,16,1.248673900961876,1.5868411682604346
7,cpu_identity_corrected,1.2383482493460178,16,1.4213078189641237,1.7594750862626825
7,cpu_reference_eigen_corrected,0.4658805541694164,16,0.6488401237875223,0.9875282091961708
7,cpu_rjd_corrected,0.30905796587467194,16,0.4920175354927778,0.8347562753187958
7,gpu_cholesky,0.00402442179620266,16,0.18698399141430855,0.571945524221519
7,gpu_pcg,0.18753526452928782,16,0.3704948341473937,0.7554563669546042
7,gpu_rjd_corrected,0.15171070117503405,16,0.33467027079313993,0.7242032761278097
7,cpu_cholesky_cached,0.0045400457456707954,16,0.10144771263003349,
8,gpu_cholesky_kernel,0.0022295992821455,16,,
8,gpu_pcg_kernel,0.14292499423027039,16,,
8,gpu_rjd_corrected_kernel,0.025975940749049187,16,,
8,gpu_cholesky_cached,0.0005581649020314217,16,0.06572958640754223,
8,cpu_cholesky,0.014807826839387417,16,0.20454404037445784,0.5427113076730166
8,cpu_banded,0.0027478625997900963,16,0.19248407613486052,0.5306513434334192
8,cpu_information_smoother,0.023066729307174683,16,0.2128029428422451,0.5509702101408038
8,cpu_pcg,1.1969318194314837,16,1.3866680329665542,1.724835300265113
8,cpu_identity_corrected,1.3445105887949467,16,1.534246802330017,1.8724140696285758
8,cpu_reference_eigen_corrected,0.4864318687468767,16,0.6761680822819471,1.0148561676905956
8,cpu_rjd_corrected,0.32867338601499796,16,0.5184095995500684,0.8611483393760864
8,gpu_cholesky,0.004074401222169399,16,0.19381061475723982,0.5787721475644503
8,gpu_pcg,0.18304029665887356,16,0.372776510193944,0.7577380430011544
8,gpu_rjd_corrected,0.15501072630286217,16,0.3447469398379326,0.7342799451726023
8,cpu_cholesky_cached,0.005193120799958706,16,0.10454271454364061,
9,gpu_cholesky_kernel,0.002208208665251732,16,,
9,gpu_pcg_kernel,0.1424340894445777,16,,
