operation,group,region_mean,region_sd,local_mean,local_sd,untouched_group,untouched_household_mean
coarse,12,988.2866620162348,36.06536465874794,0.5630168257070125,0.19247844426511534,14,0.5011976431288523
same_evidence_refined,12,988.2866620162348,36.06536465874794,0.5630168257070125,0.19247844426511534,14,0.5011976431288523
fine_acquired,12,984.0115006244691,30.125726187527132,0.666587169787735,0.16495317735466494,14,0.605722906431011
