population,origin,policy,active_groups,separator_mean_error,separator_variance_trace,correct_variance_trace,representation_error,cycle_error,factor_error,separator_covariance_error,aggregation_mean_error,added_households,reused_group_factors,updated_separator,seconds,new_summary_bytes,provenance_rows,separator_change,retained_checkpoint_bytes
1024,22,uncertainty,8,2.886579864025407e-15,,,0.0,0.0,0.0,3.903127820947816e-18,0.0,,,,,,,,
1024,23,fixed,2,1.609823385706477e-15,,,0.0,0.0,0.0,1.3444106938820255e-17,5.684341886080802e-14,,,,,,,,
1024,23,fixed,4,7.216449660063518e-16,,,0.0,0.0,0.0,5.854691731421724e-18,5.684341886080802e-14,,,,,,,,
1024,23,fixed,8,1.1102230246251565e-15,,,0.0,0.0,0.0,4.065758146820642e-18,1.1368683772161603e-13,,,,,,,,
1024,23,random,2,1.7763568394002505e-15,,,0.0,0.0,0.0,1.431146867680866e-17,1.1368683772161603e-13,,,,,,,,
1024,23,random,4,1.5543122344752192e-15,,,0.0,0.0,0.0,8.023096076392733e-18,5.684341886080802e-14,,,,,,,,
1024,23,random,8,1.887379141862766e-15,,,0.0,0.0,0.0,2.8189256484623115e-18,5.684341886080802e-14,,,,,,,,
1024,23,uncertainty,2,2.3314683517128287e-15,,,0.0,0.0,0.0,1.214306433183765e-17,5.684341886080802e-14,,,,,,,,
1024,23,uncertainty,4,1.6653345369377348e-15,,,0.0,0.0,0.0,6.071532165918825e-18,5.684341886080802e-14,,,,,,,,
1024,23,uncertainty,8,1.9984014443252818e-15,,,0.0,0.0,0.0,3.0357660829594124e-18,5.684341886080802e-14,,,,,,,,
1024,24,fixed,2,1.8596235662471372e-15,,,0.0,0.0,0.0,1.6263032587282567e-17,5.684341886080802e-14,,,,,,,,
1024,24,fixed,4,9.992007221626409e-16,,,0.0,0.0,0.0,4.336808689942018e-18,5.684341886080802e-14,,,,,,,,
1024,24,fixed,8,1.1102230246251565e-15,,,0.0,0.0,0.0,2.3852447794681098e-18,0.0,,,,,,,,
1024,24,random,2,1.609823385706477e-15,,,0.0,0.0,0.0,9.540979117872439e-18,8.881784197001252e-16,,,,,,,,
1024,24,random,4,9.992007221626409e-16,,,0.0,0.0,0.0,9.107298248878237e-18,0.0,,,,,,,,
1024,24,random,8,1.0547118733938987e-15,,,0.0,0.0,0.0,3.5236570605778894e-18,0.0,,,,,,,,
1024,24,uncertainty,2,1.1796119636642288e-15,,,0.0,0.0,0.0,1.474514954580286e-17,5.684341886080802e-14,,,,,,,,
1024,24,uncertainty,4,8.881784197001252e-16,,,0.0,0.0,0.0,7.806255641895632e-18,8.881784197001252e-16,,,,,,,,
1024,24,uncertainty,8,8.326672684688674e-16,,,0.0,0.0,0.0,3.198396408832238e-18,0.0,,,,,,,,
1024,25,fixed,2,2.4424906541753444e-15,,,0.0,0.0,0.0,1.1275702593849246e-17,5.684341886080802e-14,,,,,,,,
1024,25,fixed,4,1.5543122344752192e-15,,,0.0,0.0,0.0,4.228388472693467e-18,5.684341886080802e-14,,,,,,,,
1024,25,fixed,8,1.3877787807814457e-15,,,0.0,0.0,0.0,2.6020852139652106e-18,8.881784197001252e-16,,,,,,,,
1024,25,random,2,2.1094237467877974e-15,,,0.0,0.0,0.0,2.1033522146218786e-17,5.684341886080802e-14,,,,,,,,
1024,25,random,4,2.1094237467877974e-15,,,0.0,0.0,0.0,8.456776945386935e-18,5.684341886080802e-14,,,,,,,,
1024,25,random,8,7.771561172376096e-16,,,0.0,0.0,0.0,4.228388472693467e-18,5.684341886080802e-14,,,,,,,,
1024,25,uncertainty,2,1.9984014443252818e-15,,,0.0,0.0,0.0,1.431146867680866e-17,2.842170943040401e-14,,,,,,,,
1024,25,uncertainty,4,2.220446049250313e-15,,,0.0,0.0,0.0,7.806255641895632e-18,2.842170943040401e-14,,,,,,,,
1024,25,uncertainty,8,2.9976021664879227e-15,,,0.0,0.0,0.0,2.4936649967166602e-18,0.0,,,,,,,,
1024,26,fixed,2,2.0816681711721685e-15,,,0.0,0.0,0.0,1.0625181290357943e-17,2.842170943040401e-14,,,,,,,,
1024,26,fixed,4,1.609823385706477e-15,,,0.0,0.0,0.0,6.5052130349130266e-18,5.684341886080802e-14,,,,,,,,
1024,26,fixed,8,8.881784197001252e-16,,,0.0,0.0,0.0,3.144186300207963e-18,2.842170943040401e-14,,,,,,,,
1024,26,random,2,2.0816681711721685e-15,,,0.0,0.0,0.0,1.0625181290357943e-17,2.842170943040401e-14,,,,,,,,
1024,26,random,4,1.3877787807814457e-15,,,0.0,0.0,0.0,5.095750210681871e-18,2.842170943040401e-14,,,,,,,,
1024,26,random,8,1.8318679906315083e-15,,,0.0,0.0,0.0,2.2768245622195593e-18,2.842170943040401e-14,,,,,,,,
1024,26,uncertainty,2,1.9984014443252818e-15,,,0.0,0.0,0.0,1.6046192152785466e-17,2.842170943040401e-14,,,,,,,,
1024,26,uncertainty,4,1.6653345369377348e-15,,,0.0,0.0,0.0,8.565197162635485e-18,2.842170943040401e-14,,,,,,,,
1024,26,uncertainty,8,9.43689570931383e-16,,,0.0,0.0,0.0,3.903127820947816e-18,0.0,,,,,,,,
1024,27,fixed,2,1.1102230246251565e-15,,,0.0,0.0,0.0,1.1492543028346347e-17,2.842170943040401e-14,,,,,,,,
1024,27,fixed,4,2.7755575615628914e-15,,,0.0,0.0,0.0,6.179952383167375e-18,2.842170943040401e-14,,,,,,,,
1024,27,fixed,8,7.771561172376096e-16,,,0.0,0.0,0.0,2.927345865710862e-18,2.842170943040401e-14,,,,,,,,
1024,27,random,2,9.992007221626409e-16,,,0.0,0.0,0.0,1.431146867680866e-17,0.0,,,,,,,,
1024,27,random,4,1.3322676295501878e-15,,,0.0,0.0,0.0,4.662069341687669e-18,2.842170943040401e-14,,,,,,,,
1024,27,random,8,2.1094237467877974e-15,,,0.0,0.0,0.0,2.8189256484623115e-18,2.842170943040401e-14,,,,,,,,
1024,27,uncertainty,2,2.220446049250313e-15,,,0.0,0.0,0.0,1.713039432527097e-17,8.881784197001252e-16,,,,,,,,
1024,27,uncertainty,4,1.2212453270876722e-15,,,0.0,0.0,0.0,6.396792817664476e-18,0.0,,,,,,,,
1024,27,uncertainty,8,1.124100812432971e-15,,,0.0,0.0,0.0,3.686287386450715e-18,0.0,,,,,,,,
1024,28,fixed,2,1.0547118733938987e-15,,,0.0,0.0,0.0,1.3444106938820255e-17,5.684341886080802e-14,,,,,,,,
1024,28,fixed,4,1.4432899320127035e-15,,,0.0,0.0,0.0,3.686287386450715e-18,0.0,,,,,,,,
1024,28,fixed,8,7.494005416219807e-16,,,0.0,0.0,0.0,2.7647155398380363e-18,8.881784197001252e-16,,,,,,,,
1024,28,random,2,1.1657341758564144e-15,,,0.0,0.0,0.0,1.6263032587282567e-17,5.684341886080802e-14,,,,,,,,
1024,28,random,4,4.85722573273506e-16,,,0.0,0.0,0.0,5.204170427930421e-18,5.684341886080802e-14,,,,,,,,
1024,28,random,8,1.887379141862766e-15,,,0.0,0.0,0.0,3.2526065174565133e-18,5.684341886080802e-14,,,,,,,,
1024,28,uncertainty,2,8.881784197001252e-16,,,0.0,0.0,0.0,1.6696713456276768e-17,0.0,,,,,,,,
1024,28,uncertainty,4,5.967448757360216e-16,,,0.0,0.0,0.0,6.288372600415926e-18,5.684341886080802e-14,,,,,,,,
1024,28,uncertainty,8,7.216449660063518e-16,,,0.0,0.0,0.0,5.149960319306146e-18,5.684341886080802e-14,,,,,,,,
1024,29,fixed,2,7.216449660063518e-16,,,0.0,0.0,0.0,1.4094628242311558e-17,5.684341886080802e-14,,,,,,,,
1024,29,fixed,4,8.881784197001252e-16,,,0.0,0.0,0.0,5.9631119486702744e-18,5.684341886080802e-14,,,,,,,,
1024,29,fixed,8,7.771561172376096e-16,,,0.0,0.0,0.0,2.2768245622195593e-18,8.881784197001252e-16,,,,,,,,
1024,29,random,2,1.1102230246251565e-15,,,0.0,0.0,0.0,1.0842021724855044e-17,5.684341886080802e-14,,,,,,,,
1024,29,random,4,1.1102230246251565e-15,,,0.0,0.0,0.0,4.9873299934333204e-18,1.1368683772161603e-13,,,,,,,,
1024,29,random,8,1.5543122344752192e-15,,,0.0,0.0,0.0,2.6020852139652106e-18,5.684341886080802e-14,,,,,,,,
1024,29,uncertainty,2,7.077671781985373e-16,,,0.0,0.0,0.0,1.3444106938820255e-17,1.1368683772161603e-13,,,,,,,,
1024,29,uncertainty,4,8.951173136040325e-16,,,0.0,0.0,0.0,9.540979117872439e-18,1.1368683772161603e-13,,,,,,,,
1024,29,uncertainty,8,4.996003610813204e-16,,,0.0,0.0,0.0,1.5178830414797062e-18,5.684341886080802e-14,,,,,,,,
1024,30,fixed,2,1.304512053934559e-15,,,0.0,0.0,0.0,1.5178830414797062e-17,0.0,,,,,,,,
1024,30,fixed,4,5.551115123125783e-16,,,0.0,0.0,0.0,4.553649124439119e-18,4.440892098500626e-16,,,,,,,,
1024,30,fixed,8,1.1102230246251565e-15,,,0.0,0.0,0.0,3.686287386450715e-18,0.0,,,,,,,,
1024,30,random,2,9.992007221626409e-16,,,0.0,0.0,0.0,1.235990476633475e-17,5.684341886080802e-14,,,,,,,,
1024,30,random,4,1.4988010832439613e-15,,,0.0,0.0,0.0,9.107298248878237e-18,1.1368683772161603e-13,,,,,,,,
1024,30,random,8,4.440892098500626e-16,,,0.0,0.0,0.0,5.854691731421724e-18,5.684341886080802e-14,,,,,,,,
1024,30,uncertainty,2,1.2212453270876722e-15,,,0.0,0.0,0.0,1.7564075194265172e-17,5.684341886080802e-14,,,,,,,,
1024,30,uncertainty,4,6.106226635438361e-16,,,0.0,0.0,0.0,5.9631119486702744e-18,0.0,,,,,,,,
1024,30,uncertainty,8,4.440892098500626e-16,,,0.0,0.0,0.0,4.553649124439119e-18,5.684341886080802e-14,,,,,,,,
1024,31,fixed,2,2.609024107869118e-15,,,0.0,0.0,0.0,1.691355389077387e-17,1.1368683772161603e-13,,,,,,,,
1024,31,fixed,4,9.71445146547012e-16,,,0.0,0.0,0.0,7.37257477290143e-18,5.684341886080802e-14,,,,,,,,
1024,31,fixed,8,9.992007221626409e-16,,,0.0,0.0,0.0,5.637851296924623e-18,5.684341886080802e-14,,,,,,,,
1024,31,random,2,9.43689570931383e-16,,,0.0,0.0,0.0,8.239936510889834e-18,5.684341886080802e-14,,,,,,,,
1024,31,random,4,7.216449660063518e-16,,,0.0,0.0,0.0,8.239936510889834e-18,5.684341886080802e-14,,,,,,,,
1024,31,random,8,4.440892098500626e-16,,,0.0,0.0,0.0,2.4936649967166602e-18,1.1368683772161603e-13,,,,,,,,
1024,31,uncertainty,2,4.926614671774132e-16,,,0.0,0.0,0.0,1.5178830414797062e-17,1.1368683772161603e-13,,,,,,,,
1024,31,uncertainty,4,4.718447854656915e-16,,,0.0,0.0,0.0,6.396792817664476e-18,8.881784197001252e-16,,,,,,,,
1024,31,uncertainty,8,3.608224830031759e-16,,,0.0,0.0,0.0,4.0115480381963664e-18,5.684341886080802e-14,,,,,,,,
2048,0,double_count_negative_control,2,0.009883788092405588,0.3248392654972395,0.32622937210448966,,,,,,,,,,,,,
2048,0,fixed,2,6.938893903907228e-16,,,0.0,0.0,0.0,7.37257477290143e-18,5.684341886080802e-14,,,,,,,,
2048,0,fixed,4,6.661338147750939e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,1.7053025658242404e-13,,,,,,,,
2048,0,fixed,8,3.885780586188048e-16,,,0.0,0.0,0.0,1.0299920638612292e-18,5.684341886080802e-14,,,,,,,,
2048,0,random,2,1.4155343563970746e-15,,,0.0,0.0,0.0,1.0625181290357943e-17,8.881784197001252e-16,,,,,,,,
2048,0,random,4,2.7755575615628914e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,5.684341886080802e-14,,,,,,,,
2048,0,random,8,3.608224830031759e-16,,,0.0,0.0,0.0,1.6263032587282567e-18,1.7053025658242404e-13,,,,,,,,
2048,0,uncertainty,2,1.1102230246251565e-15,,,0.0,0.0,0.0,6.288372600415926e-18,5.684341886080802e-14,,,,,,,,
2048,0,uncertainty,4,4.440892098500626e-16,,,0.0,0.0,0.0,2.927345865710862e-18,5.684341886080802e-14,,,,,,,,
2048,0,uncertainty,8,2.914335439641036e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,5.684341886080802e-14,,,,,,,,
2048,0,added_coverage,0,,,,,,,,,128.0,15.0,True,0.004058211110532284,2269.0,3048.0,0.011390504141674335,
2048,1,fixed,2,9.43689570931383e-16,,,0.0,0.0,0.0,5.421010862427522e-18,5.684341886080802e-14,,,,,,,,
2048,1,fixed,4,6.938893903907228e-16,,,0.0,0.0,0.0,2.3852447794681098e-18,5.684341886080802e-14,,,,,,,,
2048,1,fixed,8,3.0531133177191805e-16,,,0.0,0.0,0.0,1.5720931501039814e-18,1.1368683772161603e-13,,,,,,,,
2048,1,random,2,8.326672684688674e-16,,,0.0,0.0,0.0,5.854691731421724e-18,1.7053025658242404e-13,,,,,,,,
2048,1,random,4,5.273559366969494e-16,,,0.0,0.0,0.0,2.710505431213761e-18,5.684341886080802e-14,,,,,,,,
2048,1,random,8,4.163336342344337e-16,,,0.0,0.0,0.0,9.75781955236954e-19,1.1368683772161603e-13,,,,,,,,
2048,1,uncertainty,2,1.1379786002407855e-15,,,0.0,0.0,0.0,1.0733601507606494e-17,5.684341886080802e-14,,,,,,,,
2048,1,uncertainty,4,7.771561172376096e-16,,,0.0,0.0,0.0,3.577867169202165e-18,1.7053025658242404e-13,,,,,,,,
2048,1,uncertainty,8,5.134781488891349e-16,,,0.0,0.0,0.0,1.3552527156068805e-18,5.684341886080802e-14,,,,,,,,
2048,2,fixed,2,4.996003610813204e-16,,,0.0,0.0,0.0,7.15573433840433e-18,5.684341886080802e-14,,,,,,,,
2048,2,fixed,4,4.996003610813204e-16,,,0.0,0.0,0.0,2.2768245622195593e-18,5.684341886080802e-14,,,,,,,,
2048,2,fixed,8,7.216449660063518e-16,,,0.0,0.0,0.0,1.4094628242311558e-18,5.684341886080802e-14,,,,,,,,
2048,2,random,2,9.43689570931383e-16,,,0.0,0.0,0.0,4.553649124439119e-18,4.440892098500626e-16,,,,,,,,
2048,2,random,4,9.43689570931383e-16,,,0.0,0.0,0.0,2.9815559743351372e-18,5.684341886080802e-14,,,,,,,,
2048,2,random,8,3.885780586188048e-16,,,0.0,0.0,0.0,1.3552527156068805e-18,5.684341886080802e-14,,,,,,,,
2048,2,uncertainty,2,9.43689570931383e-16,,,0.0,0.0,0.0,6.179952383167375e-18,1.7053025658242404e-13,,,,,,,,
2048,2,uncertainty,4,9.43689570931383e-16,,,0.0,0.0,0.0,2.9815559743351372e-18,8.881784197001252e-16,,,,,,,,
2048,2,uncertainty,8,6.106226635438361e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,5.684341886080802e-14,,,,,,,,
2048,3,fixed,2,7.494005416219807e-16,,,0.0,0.0,0.0,7.589415207398531e-18,5.684341886080802e-14,,,,,,,,
2048,3,fixed,4,1.5543122344752192e-15,,,0.0,0.0,0.0,2.6020852139652106e-18,5.684341886080802e-14,,,,,,,,
2048,3,fixed,8,6.661338147750939e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,5.684341886080802e-14,,,,,,,,
2048,3,random,2,1.7763568394002505e-15,,,0.0,0.0,0.0,6.5052130349130266e-18,5.684341886080802e-14,,,,,,,,
2048,3,random,4,8.326672684688674e-16,,,0.0,0.0,0.0,2.3852447794681098e-18,5.684341886080802e-14,,,,,,,,
2048,3,random,8,1.27675647831893e-15,,,0.0,0.0,0.0,1.1384122811097797e-18,5.684341886080802e-14,,,,,,,,
2048,3,uncertainty,2,8.326672684688674e-16,,,0.0,0.0,0.0,7.589415207398531e-18,5.684341886080802e-14,,,,,,,,
2048,3,uncertainty,4,8.326672684688674e-16,,,0.0,0.0,0.0,3.577867169202165e-18,5.684341886080802e-14,,,,,,,,
2048,3,uncertainty,8,8.881784197001252e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,8.881784197001252e-16,,,,,,,,
2048,4,fixed,2,1.2212453270876722e-15,,,0.0,0.0,0.0,4.336808689942018e-18,1.1368683772161603e-13,,,,,,,,
2048,4,fixed,4,6.661338147750939e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,8.881784197001252e-16,,,,,,,,
2048,4,fixed,8,8.881784197001252e-16,,,0.0,0.0,0.0,1.1926223897340549e-18,1.1368683772161603e-13,,,,,,,,
2048,4,random,2,9.992007221626409e-16,,,0.0,0.0,0.0,6.938893903907228e-18,1.1368683772161603e-13,,,,,,,,
2048,4,random,4,5.551115123125783e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,1.1368683772161603e-13,,,,,,,,
2048,4,random,8,7.771561172376096e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,0.0,,,,,,,,
2048,4,uncertainty,2,8.743006318923108e-16,,,0.0,0.0,0.0,7.047314121155779e-18,1.1368683772161603e-13,,,,,,,,
2048,4,uncertainty,4,6.106226635438361e-16,,,0.0,0.0,0.0,2.927345865710862e-18,1.1368683772161603e-13,,,,,,,,
2048,4,uncertainty,8,5.273559366969494e-16,,,0.0,0.0,0.0,1.0299920638612292e-18,1.1368683772161603e-13,,,,,,,,
2048,5,fixed,2,1.27675647831893e-15,,,0.0,0.0,0.0,4.445228907190568e-18,1.1368683772161603e-13,,,,,,,,
2048,5,fixed,4,9.992007221626409e-16,,,0.0,0.0,0.0,2.927345865710862e-18,1.1368683772161603e-13,,,,,,,,
2048,5,fixed,8,7.771561172376096e-16,,,0.0,0.0,0.0,1.0299920638612292e-18,0.0,,,,,,,,
2048,5,random,2,9.992007221626409e-16,,,0.0,0.0,0.0,5.204170427930421e-18,1.1368683772161603e-13,,,,,,,,
2048,5,random,4,7.771561172376096e-16,,,0.0,0.0,0.0,2.927345865710862e-18,1.1368683772161603e-13,,,,,,,,
2048,5,random,8,9.992007221626409e-16,,,0.0,0.0,0.0,1.734723475976807e-18,1.1368683772161603e-13,,,,,,,,
2048,5,uncertainty,2,1.6653345369377348e-15,,,0.0,0.0,0.0,1.431146867680866e-17,1.1368683772161603e-13,,,,,,,,
2048,5,uncertainty,4,6.661338147750939e-16,,,0.0,0.0,0.0,2.2768245622195593e-18,2.2737367544323206e-13,,,,,,,,
2048,5,uncertainty,8,5.551115123125783e-16,,,0.0,0.0,0.0,1.4094628242311558e-18,2.2737367544323206e-13,,,,,,,,
2048,6,fixed,2,1.6375789613221059e-15,,,0.0,0.0,0.0,7.26415455565288e-18,1.1368683772161603e-13,,,,,,,,
2048,6,fixed,4,9.992007221626409e-16,,,0.0,0.0,0.0,2.656295322589486e-18,1.1368683772161603e-13,,,,,,,,
2048,6,fixed,8,1.1102230246251565e-15,,,0.0,0.0,0.0,1.0842021724855044e-18,1.1368683772161603e-13,,,,,,,,
2048,6,random,2,1.7208456881689926e-15,,,0.0,0.0,0.0,5.095750210681871e-18,0.0,,,,,,,,
2048,6,random,4,5.551115123125783e-16,,,0.0,0.0,0.0,3.469446951953614e-18,1.1368683772161603e-13,,,,,,,,
2048,6,random,8,6.661338147750939e-16,,,0.0,0.0,0.0,9.75781955236954e-19,1.1368683772161603e-13,,,,,,,,
2048,6,uncertainty,2,1.2212453270876722e-15,,,0.0,0.0,0.0,5.637851296924623e-18,0.0,,,,,,,,
2048,6,uncertainty,4,9.992007221626409e-16,,,0.0,0.0,0.0,2.4936649967166602e-18,1.1368683772161603e-13,,,,,,,,
2048,6,uncertainty,8,4.996003610813204e-16,,,0.0,0.0,0.0,1.0842021724855044e-18,1.1368683772161603e-13,,,,,,,,
2048,7,fixed,2,8.326672684688674e-16,,,0.0,0.0,0.0,5.421010862427522e-18,1.1368683772161603e-13,,,,,,,,
2048,7,fixed,4,6.106226635438361e-16,,,0.0,0.0,0.0,2.2768245622195593e-18,1.1368683772161603e-13,,,,,,,,
2048,7,fixed,8,6.106226635438361e-16,,,0.0,0.0,0.0,1.0842021724855044e-18,1.1368683772161603e-13,,,,,,,,
2048,7,random,2,1.0547118733938987e-15,,,0.0,0.0,0.0,4.553649124439119e-18,1.1368683772161603e-13,,,,,,,,
2048,7,random,4,5.551115123125783e-16,,,0.0,0.0,0.0,2.5478751053409354e-18,2.2737367544323206e-13,,,,,,,,
2048,7,random,8,4.996003610813204e-16,,,0.0,0.0,0.0,1.0299920638612292e-18,1.1368683772161603e-13,,,,,,,,
2048,7,uncertainty,2,9.43689570931383e-16,,,0.0,0.0,0.0,9.974659986866641e-18,2.2737367544323206e-13,,,,,,,,
2048,7,uncertainty,4,5.551115123125783e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,1.1368683772161603e-13,,,,,,,,
2048,7,uncertainty,8,5.828670879282072e-16,,,0.0,0.0,0.0,1.0842021724855044e-18,0.0,,,,,,,,
2048,8,fixed,2,1.0824674490095276e-15,,,0.0,0.0,0.0,6.938893903907228e-18,5.684341886080802e-14,,,,,,,,
2048,8,fixed,4,9.159339953157541e-16,,,0.0,0.0,0.0,3.7947076036992655e-18,1.7053025658242404e-13,,,,,,,,
2048,8,fixed,8,6.106226635438361e-16,,,0.0,0.0,0.0,8.673617379884035e-19,5.684341886080802e-14,,,,,,,,
2048,8,random,2,1.3877787807814457e-15,,,0.0,0.0,0.0,7.37257477290143e-18,5.684341886080802e-14,,,,,,,,
2048,8,random,4,7.216449660063518e-16,,,0.0,0.0,0.0,2.168404344971009e-18,5.684341886080802e-14,,,,,,,,
2048,8,random,8,3.3306690738754696e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,5.684341886080802e-14,,,,,,,,
2048,8,uncertainty,2,1.0547118733938987e-15,,,0.0,0.0,0.0,1.3227266504323154e-17,1.1368683772161603e-13,,,,,,,,
2048,8,uncertainty,4,5.689893001203927e-16,,,0.0,0.0,0.0,2.927345865710862e-18,5.684341886080802e-14,,,,,,,,
2048,8,uncertainty,8,3.885780586188048e-16,,,0.0,0.0,0.0,1.3010426069826053e-18,0.0,,,,,,,,
2048,9,fixed,2,1.3322676295501878e-15,,,0.0,0.0,0.0,7.48099499014998e-18,5.684341886080802e-14,,,,,,,,
2048,9,fixed,4,1.1379786002407855e-15,,,0.0,0.0,0.0,3.903127820947816e-18,5.684341886080802e-14,,,,,,,,
2048,9,fixed,8,6.106226635438361e-16,,,0.0,0.0,0.0,1.3010426069826053e-18,5.684341886080802e-14,,,,,,,,
2048,9,random,2,9.43689570931383e-16,,,0.0,0.0,0.0,5.9631119486702744e-18,5.684341886080802e-14,,,,,,,,
2048,9,random,4,7.216449660063518e-16,,,0.0,0.0,0.0,3.0357660829594124e-18,0.0,,,,,,,,
2048,9,random,8,3.885780586188048e-16,,,0.0,0.0,0.0,1.3010426069826053e-18,5.684341886080802e-14,,,,,,,,
2048,9,uncertainty,2,9.992007221626409e-16,,,0.0,0.0,0.0,1.0191500421363742e-17,5.684341886080802e-14,,,,,,,,
2048,9,uncertainty,4,6.661338147750939e-16,,,0.0,0.0,0.0,3.0357660829594124e-18,1.1368683772161603e-13,,,,,,,,
2048,9,uncertainty,8,3.885780586188048e-16,,,0.0,0.0,0.0,1.3552527156068805e-18,5.684341886080802e-14,,,,,,,,
2048,10,fixed,2,7.077671781985373e-16,,,0.0,0.0,0.0,5.312590645178972e-18,5.684341886080802e-14,,,,,,,,
2048,10,fixed,4,6.38378239159465e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,5.684341886080802e-14,,,,,,,,
2048,10,fixed,8,7.216449660063518e-16,,,0.0,0.0,0.0,1.3010426069826053e-18,5.684341886080802e-14,,,,,,,,
2048,10,random,2,8.604228440844963e-16,,,0.0,0.0,0.0,5.637851296924623e-18,4.440892098500626e-16,,,,,,,,
2048,10,random,4,5.551115123125783e-16,,,0.0,0.0,0.0,2.6020852139652106e-18,5.684341886080802e-14,,,,,,,,
2048,10,random,8,6.106226635438361e-16,,,0.0,0.0,0.0,1.463672932855431e-18,5.684341886080802e-14,,,,,,,,
2048,10,uncertainty,2,5.689893001203927e-16,,,0.0,0.0,0.0,6.071532165918825e-18,5.684341886080802e-14,,,,,,,,
2048,10,uncertainty,4,7.216449660063518e-16,,,0.0,0.0,0.0,2.3852447794681098e-18,5.684341886080802e-14,,,,,,,,
2048,10,uncertainty,8,3.3306690738754696e-16,,,0.0,0.0,0.0,1.1926223897340549e-18,0.0,,,,,,,,
2048,11,fixed,2,7.771561172376096e-16,,,0.0,0.0,0.0,8.890457814381136e-18,5.684341886080802e-14,,,,,,,,
2048,11,fixed,4,5.689893001203927e-16,,,0.0,0.0,0.0,3.144186300207963e-18,5.684341886080802e-14,,,,,,,,
2048,11,fixed,8,6.661338147750939e-16,,,0.0,0.0,0.0,1.734723475976807e-18,2.842170943040401e-14,,,,,,,,
2048,11,random,2,9.71445146547012e-16,,,0.0,0.0,0.0,7.697835424647081e-18,8.881784197001252e-16,,,,,,,,
2048,11,random,4,8.881784197001252e-16,,,0.0,0.0,0.0,3.0357660829594124e-18,5.684341886080802e-14,,,,,,,,
2048,11,random,8,5.551115123125783e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,5.684341886080802e-14,,,,,,,,
2048,11,uncertainty,2,1.3322676295501878e-15,,,0.0,0.0,0.0,1.0625181290357943e-17,2.842170943040401e-14,,,,,,,,
2048,11,uncertainty,4,8.881784197001252e-16,,,0.0,0.0,0.0,3.686287386450715e-18,5.684341886080802e-14,,,,,,,,
2048,11,uncertainty,8,4.579669976578771e-16,,,0.0,0.0,0.0,1.4094628242311558e-18,2.842170943040401e-14,,,,,,,,
2048,12,fixed,2,8.187894806610529e-16,,,0.0,0.0,0.0,7.15573433840433e-18,1.1368683772161603e-13,,,,,,,,
2048,12,fixed,4,4.718447854656915e-16,,,0.0,0.0,0.0,3.577867169202165e-18,1.1368683772161603e-13,,,,,,,,
2048,12,fixed,8,5.551115123125783e-16,,,0.0,0.0,0.0,1.1926223897340549e-18,5.684341886080802e-14,,,,,,,,
2048,12,random,2,8.187894806610529e-16,,,0.0,0.0,0.0,6.288372600415926e-18,1.1368683772161603e-13,,,,,,,,
2048,12,random,4,9.992007221626409e-16,,,0.0,0.0,0.0,2.3852447794681098e-18,1.1368683772161603e-13,,,,,,,,
2048,12,random,8,1.2212453270876722e-15,,,0.0,0.0,0.0,1.8431436932253575e-18,1.1368683772161603e-13,,,,,,,,
2048,12,uncertainty,2,6.522560269672795e-16,,,0.0,0.0,0.0,1.7564075194265172e-17,1.1368683772161603e-13,,,,,,,,
2048,12,uncertainty,4,3.95516952522712e-16,,,0.0,0.0,0.0,3.144186300207963e-18,0.0,,,,,,,,
2048,12,uncertainty,8,4.996003610813204e-16,,,0.0,0.0,0.0,1.5178830414797062e-18,1.1368683772161603e-13,,,,,,,,
2048,13,fixed,2,8.326672684688674e-16,,,0.0,0.0,0.0,4.445228907190568e-18,1.1368683772161603e-13,,,,,,,,
2048,13,fixed,4,7.771561172376096e-16,,,0.0,0.0,0.0,2.710505431213761e-18,2.2737367544323206e-13,,,,,,,,
2048,13,fixed,8,8.881784197001252e-16,,,0.0,0.0,0.0,1.4094628242311558e-18,0.0,,,,,,,,
2048,13,random,2,7.216449660063518e-16,,,0.0,0.0,0.0,5.312590645178972e-18,1.1368683772161603e-13,,,,,,,,
2048,13,random,4,7.216449660063518e-16,,,0.0,0.0,0.0,2.8189256484623115e-18,1.1368683772161603e-13,,,,,,,,
2048,13,random,8,4.996003610813204e-16,,,0.0,0.0,0.0,1.1384122811097797e-18,8.881784197001252e-16,,,,,,,,
2048,13,uncertainty,2,6.661338147750939e-16,,,0.0,0.0,0.0,1.2576745200831851e-17,1.1368683772161603e-13,,,,,,,,
2048,13,uncertainty,4,6.38378239159465e-16,,,0.0,0.0,0.0,3.0357660829594124e-18,1.1368683772161603e-13,,,,,,,,
