building,common_days,k,queries,fit_seconds,projection_seconds,projection_reuse_allocations,operator_seconds,sketch_query_seconds,protocol_seconds,solver_seconds,complete_cold_seconds,exact_setup_seconds,exact_query_seconds,sketch_bytes_per_query,sketch_fp32_bytes_per_query,exact_support_once_bytes,exact_cached_operator_once_bytes,exact_cross_blocks_once_bytes,cached_sketch_operator_once_bytes,common_header_bytes_per_query,exact_amortized_bytes_per_query,sketch_amortized_bytes_per_query,max_relative_gram_error,max_fp32_relative_gram_error,max_relative_solver_gap
Peacock_assembly_Dena,21,512,256,0.07984739542007446,0.14986300840973854,3,0.0038420548662543297,0.001517241820693016,0.8906448343768716,0.012666746973991394,1.1383812818676233,0.0037756934762001038,0.011755207553505898,19530.1171875,11338.1171875,1078,533393,27998,312071,3146.1171875,3150.328125,4365.14453125,0.15715824838985365,1.1050644218306422e-06,5.613558848867443e-16
Peacock_assembly_Dena,21,2048,256,0.07984739542007446,0.2759456345811486,3,0.01432737521827221,0.004865661263465881,2.9264587070792913,0.013963802717626095,3.3154085762798786,0.0037756934762001038,0.011755207553505898,68690.1171875,35922.1171875,1078,533393,27998,1245959,3154.1171875,3158.328125,8021.14453125,0.0692319133388995,2.435492964741653e-06,4.164043354011373e-16
Peacock_assembly_Dena,38,512,256,0.08125331625342369,0.14986300840973854,3,0.005154067650437355,0.0010062279179692268,0.8808438135311007,0.012895534746348858,1.1310159685090184,0.003712254576385021,0.011661279015243053,19530.16796875,11338.16796875,1089,547632,29011,312079,3146.16796875,3150.421875,4365.2265625,0.1375553110200314,1.2591181129064457e-06,5.3213915099117344e-17
Peacock_assembly_Dena,38,2048,256,0.08125331625342369,0.2759456345811486,3,0.014293757267296314,0.004692442715167999,2.8736573746427894,0.013916571624577045,3.263759097084403,0.003712254576385021,0.011661279015243053,68690.16796875,35922.16796875,1089,547632,29011,1245967,3154.16796875,3158.421875,8021.2265625,0.08850479857535436,2.308628273326499e-06,6.605648015459476e-17
Rat_assembly_Adolfo,0,512,256,0.08251233119517565,0.14705735351890326,3,0.003769524395465851,0.001249796710908413,0.869170343503356,0.013113881461322308,1.1168732307851315,0.003191542811691761,0.011758068576455116,19518.921875,11326.921875,1093,565918,8427,312085,3134.921875,3139.19140625,4354.00390625,0.14061566298307432,1.2250722810258227e-06,2.907424522356357e-16
Rat_assembly_Adolfo,0,2048,256,0.08251233119517565,0.26114123314619064,3,0.013832062482833862,0.004251347854733467,2.8449929114431143,0.014306586235761642,3.2210364723578095,0.003191542811691761,0.011758068576455116,68678.921875,35910.921875,1093,565918,8427,1245973,3142.921875,3147.19140625,8010.00390625,0.08878759698769276,2.247345377803982e-06,6.823428117577115e-16
Rat_assembly_Adolfo,21,512,256,0.08057722542434931,0.14705735351890326,3,0.0038969721645116806,0.0011846059933304787,0.8441725857555866,0.011797637678682804,1.0886863805353642,0.0033803991973400116,0.010979036800563335,19518.26171875,11326.26171875,1098,565852,30308,312084,3134.26171875,3138.55078125,4353.33984375,0.16502985153556282,1.0247615017373014e-06,2.858352839184476e-16
Rat_assembly_Adolfo,21,2048,256,0.08057722542434931,0.26114123314619064,3,0.013483747839927673,0.004587144590914249,2.819025765173137,0.013262668624520302,3.1920777847990394,0.0033803991973400116,0.010979036800563335,68678.26171875,35910.26171875,1098,565852,30308,1245972,3142.26171875,3146.55078125,8009.33984375,0.0780339923167057,2.2526169090777386e-06,6.895977509156976e-17
Rat_assembly_Adolfo,38,512,256,0.0798938637599349,0.14705735351890326,3,0.004186959937214851,0.0012685637921094894,0.8429081821814179,0.011624048464000225,1.0869389716535807,0.003629866987466812,0.01104428619146347,19518.6328125,11326.6328125,1107,565714,30320,312087,3134.6328125,3138.95703125,4353.72265625,0.1893143550847929,1.2052017801790386e-06,6.368412127336848e-17
Rat_assembly_Adolfo,38,2048,256,0.0798938637599349,0.26114123314619064,3,0.01359750609844923,0.0049535492435097694,2.7938436400145292,0.013144421391189098,3.166574213653803,0.003629866987466812,0.01104428619146347,68678.6328125,35910.6328125,1107,565714,30320,1245975,3142.6328125,3146.95703125,8009.72265625,0.07057848441042473,2.254036410760488e-06,5.660360217590811e-17
Robin_assembly_Colleen,0,512,256,0.079279531724751,0.1424059383571148,3,0.0038326745852828026,0.0014497628435492516,0.8563449988141656,0.012334701605141163,1.0956476079300046,0.0031503522768616676,0.011179174296557903,19534.5390625,11342.5390625,1094,556982,8284,312088,3150.5390625,3154.8125,4369.6328125,0.13785976795938348,1.2497689517136422e-06,8.748394996533765e-16
Robin_assembly_Colleen,0,2048,256,0.079279531724751,0.250487913377583,3,0.014068299904465675,0.005079879425466061,2.841731640510261,0.01427431683987379,3.2049215817824006,0.0031503522768616676,0.011179174296557903,68694.5390625,35926.5390625,1094,556982,8284,1245976,3158.5390625,3162.8125,8025.6328125,0.08554042979160184,2.1244621381583586e-06,4.374987692208334e-16
Robin_assembly_Colleen,21,512,256,0.07958491798490286,0.1424059383571148,3,0.003991292789578438,0.0011592758819460869,0.8466638261452317,0.011969544924795628,1.0857747960835695,0.003440619446337223,0.011174654588103294,19530.3359375,11338.3359375,1095,564820,30275,312091,3146.3359375,3150.61328125,4365.44140625,0.21654115376924277,1.0537758480045223e-06,6.602297523862959e-16
Robin_assembly_Colleen,21,2048,256,0.07958491798490286,0.250487913377583,3,0.013366008177399635,0.00449825543910265,2.8208585223183036,0.013273860327899456,3.182069477625191,0.003440619446337223,0.011174654588103294,68690.3359375,35922.3359375,1095,564820,30275,1245979,3154.3359375,3158.61328125,8021.44140625,0.08530252232276454,2.3156627541894494e-06,2.806873768638515e-16
Robin_assembly_Colleen,38,512,256,0.0763383274897933,0.1424059383571148,3,0.003997370600700378,0.0010475162416696548,0.869829935953021,0.012707395479083061,1.1063264841213822,0.003574817441403866,0.011363332159817219,19534.46875,11342.46875,1098,542269,28579,312079,3150.46875,3154.7578125,4369.52734375,0.13103802684321764,1.3900001158629408e-06,8.11041228752461e-17
Robin_assembly_Colleen,38,2048,256,0.0763383274897933,0.250487913377583,3,0.014447095803916454,0.004665253683924675,2.824769495986402,0.013617955148220062,3.1843260414898396,0.003574817441403866,0.011363332159817219,68694.46875,35926.46875,1098,542269,28579,1245967,3158.46875,3162.7578125,8025.52734375,0.08045758468957312,2.0781433757847485e-06,6.203755910255227e-17
Shrew_office_Doris,0,512,256,0.0824386440217495,0.1415504990145564,3,0.004256699234247208,0.0011955350637435913,0.861957230605185,0.013503797352313995,1.1049024052917957,0.0033519789576530457,0.011463701725006104,19511.140625,11319.140625,1097,555537,8269,312083,3127.140625,3131.42578125,4346.21484375,0.2552685284197736,1.0278643894898614e-06,6.323517876620599e-16
Shrew_office_Doris,0,2048,256,0.0824386440217495,0.25725748110562563,3,0.01572772115468979,0.005434663966298103,2.945537186227739,0.014094988815486431,3.3204906852915883,0.0033519789576530457,0.011463701725006104,68671.140625,35903.140625,1097,555537,8269,1245971,3135.140625,3139.42578125,8002.21484375,0.09485902231104557,2.231653317522348e-06,1.1308636519835145e-16
Shrew_office_Doris,21,512,256,0.08272814936935902,0.1415504990145564,3,0.003959411755204201,0.0011939844116568565,0.8738450380042195,0.012495938688516617,1.1157730212435126,0.003354448825120926,0.011420282535254955,19515.21484375,11323.21484375,1103,563713,30319,312085,3131.21484375,3135.5234375,4350.296875,0.23520097260391215,1.0443598915267628e-06,8.468213515792935e-17
Shrew_office_Doris,21,2048,256,0.08272814936935902,0.25725748110562563,3,0.013991101644933224,0.004377366974949837,2.8422271450981498,0.013782043941318989,3.2143632881343365,0.003354448825120926,0.011420282535254955,68675.21484375,35907.21484375,1103,563713,30319,1245973,3139.21484375,3143.5234375,8006.296875,0.07756939199886441,2.3815206644945766e-06,7.937935639290012e-17
Shrew_office_Doris,38,512,256,0.08017731178551912,0.1415504990145564,3,0.0041451603174209595,0.0013867327943444252,0.8574693165719509,0.011623389087617397,1.0963524095714092,0.0036096153780817986,0.010840198956429958,19514.6796875,11322.6796875,1091,563510,30261,312084,3130.6796875,3134.94140625,4349.7578125,0.1748601705003509,1.1309685339696722e-06,0.0
Shrew_office_Doris,38,2048,256,0.08017731178551912,0.25725748110562563,3,0.012982843443751335,0.0046636126935482025,2.8314282465726137,0.013491867110133171,3.200001362711191,0.0036096153780817986,0.010840198956429958,68674.6796875,35906.6796875,1091,563510,30261,1245972,3138.6796875,3142.94140625,8005.7578125,0.08080825284124282,2.393681103038826e-06,2.2383975531703404e-17
