building,common_days,k,queries,fit_seconds,projection_seconds,projection_reuse_allocations,operator_seconds,sketch_query_seconds,protocol_seconds,solver_seconds,complete_cold_seconds,exact_setup_seconds,exact_query_seconds,sketch_bytes_per_query,sketch_fp32_bytes_per_query,exact_support_once_bytes,exact_cached_operator_once_bytes,exact_cross_blocks_once_bytes,cached_sketch_operator_once_bytes,common_header_bytes_per_query,exact_amortized_bytes_per_query,sketch_amortized_bytes_per_query,max_relative_gram_error,max_fp32_relative_gram_error,max_relative_solver_gap
Bull_assembly_Amalia,21,2048,256,0.07894281297922134,0.28228985983878374,3,0.013831437565386295,0.005326461978256702,2.843106349930167,0.01351047120988369,3.237007393501699,0.0033749332651495934,0.012141896411776543,68685.6875,35917.6875,1096,556281,29708,1245974,3149.6875,3153.96875,8016.7734375,0.08441836424573747,2.712463313098493e-06,4.872617447432153e-16
Bull_assembly_Amalia,38,512,256,0.09330454561859369,0.14925941079854965,3,0.003567080944776535,0.0008504306897521019,0.8845441667363048,0.011720431037247181,1.143246065825224,0.004837566986680031,0.01629889104515314,19525.64453125,11333.64453125,1075,563955,30259,312089,3141.64453125,3145.84375,4360.7421875,0.1818621338740832,1.2647739239034713e-06,9.991672116469931e-17
Bull_assembly_Amalia,38,2048,256,0.09330454561859369,0.28228985983878374,3,0.012565482407808304,0.0033231135457754135,3.0738719748333097,0.014694918878376484,3.4800498951226473,0.004837566986680031,0.01629889104515314,68685.64453125,35917.64453125,1075,563955,30259,1245977,3149.64453125,3153.84375,8016.7421875,0.07575108912711428,2.4851391732453827e-06,7.780513681903726e-17
Crow_education_Kate,0,512,256,0.07757453806698322,0.14591792691498995,3,0.0038512367755174637,0.0011483579874038696,0.8648782325908542,0.012049698270857334,1.105419990606606,0.0035695014521479607,0.01836822833865881,19522.5625,11330.5625,1096,565215,8424,312087,3138.5625,3142.84375,4357.65234375,0.14318528390224106,1.2444884138880686e-06,8.676393006508965e-16
Crow_education_Kate,0,2048,256,0.07757453806698322,0.2642553988844156,3,0.01340494118630886,0.004418192431330681,2.8783649019896984,0.01351192221045494,3.2515298947691917,0.0035695014521479607,0.01836822833865881,68682.5625,35914.5625,1096,565215,8424,1245975,3146.5625,3150.84375,8013.65234375,0.12880628094418575,1.9946323668224336e-06,4.640490170499839e-16
Crow_education_Kate,21,512,256,0.0795259065926075,0.14591792691498995,3,0.0032383250072598457,0.0009773196652531624,0.8407879564911127,0.012077457271516323,1.0825248919427395,0.0034141726791858673,0.011199806816875935,19514.93359375,11322.93359375,1088,562982,30300,312085,3130.93359375,3135.18359375,4350.015625,0.19397139724285062,1.161279336009339e-06,4.463434715810319e-16
Crow_education_Kate,21,2048,256,0.0795259065926075,0.2642553988844156,3,0.013224365189671516,0.004231703467667103,2.861247039400041,0.013573591597378254,3.236058005131781,0.0034141726791858673,0.011199806816875935,68674.93359375,35906.93359375,1088,562982,30300,1245973,3138.93359375,3143.18359375,8006.015625,0.10506241046767394,2.325351944918001e-06,4.674561924040532e-16
Crow_education_Kate,38,512,256,0.0798037638887763,0.14591792691498995,3,0.0038796784356236458,0.0008422005921602249,0.8499212069436908,0.012285476550459862,1.0926502533257008,0.0035638809204101562,0.010662542656064034,19519.21484375,11327.21484375,1088,563583,30219,312085,3135.21484375,3139.46484375,4354.296875,0.21502955757695522,1.1887241604930027e-06,5.681010976943303e-17
Crow_education_Kate,38,2048,256,0.0798037638887763,0.2642553988844156,3,0.01285230927169323,0.004607950337231159,2.8398789949715137,0.01316719502210617,3.2145656123757362,0.0035638809204101562,0.010662542656064034,68679.21484375,35911.21484375,1088,563583,30219,1245973,3143.21484375,3147.46484375,8010.296875,0.10330319964336807,2.4800846023991897e-06,4.798645997860959e-17
Eagle_assembly_Benny,0,512,256,0.08291769865900278,0.15737118106335402,3,0.004554378800094128,0.0014289738610386848,0.878225245513022,0.013422372750937939,1.1379198506474495,0.003049636259675026,0.0115662831813097,19521.08984375,11329.08984375,1092,564221,8419,312088,3137.08984375,3141.35546875,4356.18359375,0.18868819563497946,1.175477655464241e-06,5.234656918925831e-16
Eagle_assembly_Benny,0,2048,256,0.08291769865900278,0.27963599003851414,3,0.013444572687149048,0.004337691701948643,3.1242045033723116,0.015601328574120998,3.520141785033047,0.003049636259675026,0.0115662831813097,68681.08984375,35913.08984375,1092,564221,8419,1245976,3145.08984375,3149.35546875,8012.18359375,0.08324778213055896,2.758690809396618e-06,4.8667933141039995e-16
Eagle_assembly_Benny,21,512,256,0.08813690207898617,0.15737118106335402,3,0.004488000646233559,0.001332554966211319,0.9468989130109549,0.012931116856634617,1.2111586686223745,0.003816908225417137,0.013103566132485867,19521.26171875,11329.26171875,1096,556413,29658,312084,3137.26171875,3141.54296875,4356.33984375,0.17163949971910056,1.0027294975218863e-06,4.0360192792384963e-16
Eagle_assembly_Benny,21,2048,256,0.08813690207898617,0.27963599003851414,3,0.01466812938451767,0.004209632985293865,2.8426046250388026,0.014312162064015865,3.2435674415901303,0.003816908225417137,0.013103566132485867,68681.26171875,35913.26171875,1096,556413,29658,1245972,3145.26171875,3149.54296875,8012.33984375,0.08852857993463199,2.321465857834337e-06,3.1460477329053625e-16
Eagle_assembly_Benny,38,512,256,0.07964363507926464,0.15737118106335402,3,0.0032904939725995064,0.001070227473974228,0.8990745674818754,0.012716799974441528,1.1531669050455093,0.0038272878155112267,0.01166710164397955,19522.1015625,11330.1015625,1106,564450,30231,312088,3138.1015625,3142.421875,4357.1953125,0.1528068497213506,1.141074408882538e-06,5.878439855767131e-17
Eagle_assembly_Benny,38,2048,256,0.07964363507926464,0.27963599003851414,3,0.014625169336795807,0.004708337597548962,2.836300063878298,0.014155734330415726,3.229068930260837,0.0038272878155112267,0.01166710164397955,68682.1015625,35914.1015625,1106,564450,30231,1245976,3146.1015625,3150.421875,8013.1953125,0.0748985860894705,2.2754247183202805e-06,5.841557770480826e-17
Fox_assembly_Adrianne,0,512,256,0.07405159622430801,0.15216102916747332,3,0.003197834827005863,0.0009577199816703796,0.822984111495316,0.012037326581776142,1.0653896182775497,0.0031386753544211388,0.01147583406418562,19531.9375,11339.9375,1095,555675,8278,312082,3147.9375,3152.21484375,4367.0078125,0.18429661172362044,1.0293849251439578e-06,7.537588500396408e-16
Fox_assembly_Adrianne,0,2048,256,0.07405159622430801,0.25039783027023077,3,0.010267137549817562,0.0031361961737275124,2.7626003939658403,0.013839928433299065,3.1142930826172233,0.0031386753544211388,0.01147583406418562,68691.9375,35923.9375,1095,555675,8278,1245970,3155.9375,3160.21484375,8023.0078125,0.11211473449866917,2.2057812389237814e-06,5.838631879087981e-16
Fox_assembly_Adrianne,21,512,256,0.07648205943405628,0.15216102916747332,3,0.0036003999412059784,0.0009990083053708076,0.8238231632858515,0.01212189719080925,1.0691875573247671,0.0034059733152389526,0.01124554593116045,19531.6953125,11339.6953125,1092,556728,29710,312083,3147.6953125,3151.9609375,4366.76953125,0.21064436328555533,1.0040341143997908e-06,8.243787273492165e-16
Fox_assembly_Adrianne,21,2048,256,0.07648205943405628,0.25039783027023077,3,0.011443174444139004,0.004242002964019775,2.751010646112263,0.01352089736610651,3.1070966105908155,0.0034059733152389526,0.01124554593116045,68691.6953125,35923.6953125,1092,556728,29710,1245971,3155.6953125,3159.9609375,8022.76953125,0.10812184736511878,2.1369996685260317e-06,5.557083121094917e-16
Fox_assembly_Adrianne,38,512,256,0.07975149527192116,0.15216102916747332,3,0.003422347828745842,0.0011827852576971054,0.8405763702467084,0.01170795876532793,1.0888019865378737,0.0036271456629037857,0.010938117280602455,19531.49609375,11339.49609375,1089,562263,30231,312089,3147.49609375,3151.75,4366.59375,0.24626556780449188,1.0828085049638457e-06,0.0
Fox_assembly_Adrianne,38,2048,256,0.07975149527192116,0.25039783027023077,3,0.01433507725596428,0.004679952748119831,2.8399728732183576,0.012904924340546131,3.2020421531051397,0.0036271456629037857,0.010938117280602455,68691.49609375,35923.49609375,1089,562263,30231,1245977,3155.49609375,3159.75,8022.59375,0.08119006875097128,2.4091108155024687e-06,0.0
Gator_assembly_Alexa,0,512,256,0.08315757475793362,0.14330397825688124,3,0.004089290276169777,0.001272045075893402,0.9373430302366614,0.013755524531006813,1.1829214431345463,0.0030776727944612503,0.011605380102992058,19544.44921875,11352.44921875,1106,566315,8446,312090,3160.44921875,3164.76953125,4379.55078125,0.15153431524403588,1.1524883939019953e-06,3.6714817680440207e-16
Gator_assembly_Alexa,0,2048,256,0.08315757475793362,0.2674991972744465,3,0.013451618142426014,0.0044561466202139854,3.4190985215827823,0.015710510313510895,3.8033735686913133,0.0030776727944612503,0.011605380102992058,68704.44921875,35936.44921875,1106,566315,8446,1245978,3168.44921875,3172.76953125,8035.55078125,0.08472743807313553,2.6938710971425644e-06,8.121027188062294e-16
Gator_assembly_Alexa,21,512,256,0.09039003774523735,0.14330397825688124,3,0.004694302566349506,0.0013922937214374542,1.0395701443776488,0.013733903877437115,1.2930846605449915,0.0038552936166524887,0.012484109029173851,19550.61328125,11358.61328125,1102,566897,30400,312090,3166.61328125,3170.91796875,4385.71484375,0.16959064990322115,1.2926363455405103e-06,9.559166771851043e-17
Gator_assembly_Alexa,21,2048,256,0.09039003774523735,0.2674991972744465,3,0.012885984033346176,0.004523575305938721,3.3168840184807777,0.014167978428304195,3.7063507912680507,0.0038552936166524887,0.012484109029173851,68710.61328125,35942.61328125,1102,566897,30400,1245978,3174.61328125,3178.91796875,8041.71484375,0.08695458524230983,2.2127307792394693e-06,4.843813068407599e-17
Gator_assembly_Alexa,38,512,256,0.08240587450563908,0.14330397825688124,3,0.004249198362231255,0.001170196570456028,0.9387976126745343,0.011759067885577679,1.1816859282553196,0.003596857190132141,0.01225771103054285,19548.89453125,11356.89453125,1107,566599,30336,312091,3164.89453125,3169.21875,4384.0,0.20218814173404245,1.2100568118084173e-06,6.524114782332498e-17
Gator_assembly_Alexa,38,2048,256,0.08240587450563908,0.2674991972744465,3,0.01328588929027319,0.004590034484863281,3.146946952678263,0.013895541429519653,3.528623489663005,0.003596857190132141,0.01225771103054285,68708.89453125,35940.89453125,1107,566599,30336,1245979,3172.89453125,3177.21875,8040.0,0.07678879600662916,2.5383759312990435e-06,6.459032756731817e-17
Hog_assembly_Colette,0,512,256,0.07732499483972788,0.14458553213626146,3,0.004276669584214687,0.0016648294404149055,0.8502502627670765,0.012094964273273945,1.0901972530409694,0.0031097717583179474,0.012411659583449364,19522.50390625,11330.50390625,1098,557028,8271,312084,3138.50390625,3142.79296875,4357.58203125,0.24475245321170636,1.572565942030359e-06,3.16234430211264e-16
Hog_assembly_Colette,0,2048,256,0.07732499483972788,0.25759687554091215,3,0.013573095202445984,0.00397094339132309,2.8470479268580675,0.013518967665731907,3.2130328034982085,0.0031097717583179474,0.012411659583449364,68682.50390625,35914.50390625,1098,557028,8271,1245972,3146.50390625,3150.79296875,8013.58203125,0.10504835145507109,2.4192445992291637e-06,2.9698648327119635e-16
Hog_assembly_Colette,21,512,256,0.08238226454705,0.14458553213626146,3,0.003826504573225975,0.0011694161221385002,0.8350252071395516,0.011617789044976234,1.0786067135632038,0.0034831883385777473,0.010864878073334694,19521.73828125,11329.73828125,1103,556843,29701,312086,3137.73828125,3142.046875,4356.82421875,0.21149330857208226,1.3474951961849036e-06,7.443166938419825e-17
Hog_assembly_Colette,21,2048,256,0.08238226454705,0.25759687554091215,3,0.013213491067290306,0.004756312817335129,2.801629795692861,0.01344473659992218,3.173023476265371,0.0034831883385777473,0.010864878073334694,68681.73828125,35913.73828125,1103,556843,29701,1245974,3145.73828125,3150.046875,8012.82421875,0.11947905888345209,2.3925781383823255e-06,1.1251604726410322e-16
Hog_assembly_Colette,38,512,256,0.07890258729457855,0.14458553213626146,3,0.004120140336453915,0.0012338757514953613,0.8380149397999048,0.011910115368664265,1.0787671906873584,0.003641095943748951,0.011327392421662807,19517.40234375,11325.40234375,1106,566465,30244,312088,3133.40234375,3137.72265625,4352.49609375,0.17172091637823444,1.1609361913764567e-06,5.747520502938048e-17
Hog_assembly_Colette,38,2048,256,0.07890258729457855,0.25759687554091215,3,0.013207809999585152,0.004149070009589195,2.819720567204058,0.01330103911459446,3.1868779491633177,0.003641095943748951,0.011327392421662807,68677.40234375,35909.40234375,1106,566465,30244,1245976,3141.40234375,3145.72265625,8008.49609375,0.09701665039155512,2.4184681783473494e-06,3.465403481651332e-17
Lamb_assembly_Alden,0,512,256,0.09452563710510731,0.14790878258645535,3,0.003990091383457184,0.0013866126537322998,0.9224016107618809,0.012981942854821682,1.1831946773454547,0.0037116454914212227,0.015174966305494308,19528.3828125,11336.3828125,1092,557466,8290,312082,3144.3828125,3148.6484375,4363.453125,0.23469456317480852,1.3150658422078664e-06,1.2687695398351752e-15
Lamb_assembly_Alden,0,2048,256,0.09452563710510731,0.27019793447107077,3,0.017441018484532833,0.006726379506289959,3.1337214512750506,0.014896239154040813,3.5375086599960923,0.0037116454914212227,0.015174966305494308,68688.3828125,35920.3828125,1092,557466,8290,1245970,3152.3828125,3156.6484375,8019.453125,0.1075557740806876,2.5244351556027263e-06,9.012480843176676e-16
Lamb_assembly_Alden,21,512,256,0.08616290893405676,0.14790878258645535,3,0.004005420953035355,0.001273355446755886,0.8985404288396239,0.012382070533931255,1.1502729672938585,0.0034352485090494156,0.011323153041303158,19528.30078125,11336.30078125,1093,566000,30346,312088,3144.30078125,3148.5703125,4363.39453125,0.250258087091499,1.3678696153219285e-06,3.294207747925311e-16
Lamb_assembly_Alden,21,2048,256,0.08616290893405676,0.27019793447107077,3,0.01357891596853733,0.004826772026717663,3.147452374920249,0.01580284908413887,3.5380217554047704,0.0034352485090494156,0.011323153041303158,68688.30078125,35920.30078125,1093,566000,30346,1245976,3152.30078125,3156.5703125,8019.39453125,0.1131648596568015,2.068873447694615e-06,1.1088956963450655e-16
Lamb_assembly_Alden,38,512,256,0.0937975961714983,0.14790878258645535,3,0.004218989051878452,0.0013926634564995766,0.9159124689176679,0.013100320473313332,1.1763308206573129,0.0039061931893229485,0.0128405150026083,19527.66796875,11335.66796875,1076,566519,30305,312087,3143.66796875,3147.87109375,4362.7578125,0.15919281705022156,1.1693130466487854e-06,2.8664715953439443e-16
Lamb_assembly_Alden,38,2048,256,0.0937975961714983,0.27019793447107077,3,0.013171181082725525,0.004592224024236202,3.099916740320623,0.013896472752094269,3.495572148822248,0.0039061931893229485,0.0128405150026083,68687.66796875,35919.66796875,1076,566519,30305,1245975,3151.66796875,3155.87109375,8018.7578125,0.0804723575739137,2.328757877793576e-06,3.4823784335168545e-16
Moose_education_Abbie,0,512,256,0.08387124538421631,0.1504358109086752,3,0.0037681851536035538,0.0010559773072600365,0.8717321632429957,0.013882031664252281,1.1247454136610031,0.003134402446448803,0.01183614693582058,19533.02734375,11341.02734375,1099,563319,8426,312088,3149.02734375,3153.3203125,4368.12109375,0.2050168768386254,1.3686708759607482e-06,5.134785306257233e-16
Moose_education_Abbie,0,2048,256,0.08387124538421631,0.2807932160794735,3,0.012409529648721218,0.0037653641775250435,2.874463316053152,0.014832720160484314,3.2701353915035725,0.003134402446448803,0.01183614693582058,68693.02734375,35925.02734375,1099,563319,8426,1245976,3157.02734375,3161.3203125,8024.12109375,0.10259138068981767,2.18716694137567e-06,6.810315708497355e-16
Moose_education_Abbie,21,512,256,0.07974692527204752,0.1504358109086752,3,0.004048360511660576,0.0016188900917768478,0.8666819743812084,0.012771595269441605,1.1153035564348102,0.0036388253793120384,0.012593327090144157,19533.71484375,11341.71484375,1074,542279,28608,312074,3149.71484375,3153.91015625,4368.75390625,0.19358630920855552,1.3320551579015524e-06,3.786189448201917e-17
Moose_education_Abbie,21,2048,256,0.07974692527204752,0.2807932160794735,3,0.012088253162801266,0.004498286172747612,2.8044638503342867,0.013725833967328072,3.1953163649886847,0.0036388253793120384,0.012593327090144157,68693.71484375,35925.71484375,1074,542279,28608,1245962,3157.71484375,3161.91015625,8024.75390625,0.11486547568647656,2.2973557092972713e-06,3.787830401685497e-17
Moose_education_Abbie,38,512,256,0.07985144481062889,0.1504358109086752,3,0.004338936880230904,0.0013001048937439919,0.8440898368135095,0.01178352814167738,1.0917996624484658,0.003622906282544136,0.011098985560238361,19529.45703125,11337.45703125,1098,564042,30254,312088,3145.45703125,3149.74609375,4364.55078125,0.1555949388505379,1.5076438054169219e-06,1.0310942387661656e-16
Moose_education_Abbie,38,2048,256,0.07985144481062889,0.2807932160794735,3,0.013019353151321411,0.0037092063575983047,2.836909149773419,0.015144647099077702,3.2294270172715187,0.003622906282544136,0.011098985560238361,68689.45703125,35921.45703125,1098,564042,30254,1245976,3153.45703125,3157.74609375,8020.55078125,0.06901633694425303,2.7421667962234325e-06,6.238472533049034e-17
Mouse_health_Buddy,0,512,256,0.08773047849535942,0.20283570885658264,3,0.004386397078633308,0.001246185041964054,0.9032104332000017,0.013267278671264648,1.2126764813438058,0.00358014740049839,0.012334391474723816,19513.31640625,11321.31640625,1095,565596,8417,312084,3129.31640625,3133.59375,4348.39453125,0.16694297585443577,1.1271309082995088e-06,7.999282407602243e-16
Mouse_health_Buddy,0,2048,256,0.08773047849535942,0.3105981247499585,3,0.013983110897243023,0.004221558570861816,2.8887638421729207,0.013676985166966915,3.3189741000533104,0.00358014740049839,0.012334391474723816,68673.31640625,35905.31640625,1095,565596,8417,1245972,3137.31640625,3141.59375,8004.39453125,0.08983090426168006,2.2311322870754427e-06,4.1640722495687953e-16
Mouse_health_Buddy,21,512,256,0.0777476392686367,0.20283570885658264,3,0.0038190530613064766,0.0011460073292255402,0.8628244502469897,0.011681828647851944,1.160054687410593,0.0033538592979311943,0.011167533695697784,19518.34765625,11326.34765625,1096,558547,29680,312081,3134.34765625,3138.62890625,4353.4140625,0.1632653180660824,1.2295569596521386e-06,8.696026012752854e-17
Mouse_health_Buddy,21,2048,256,0.0777476392686367,0.3105981247499585,3,0.01192205585539341,0.0038124239072203636,2.878885893151164,0.015359154902398586,3.2983252918347716,0.0033538592979311943,0.011167533695697784,68678.34765625,35910.34765625,1096,558547,29680,1245969,3142.34765625,3146.62890625,8009.4140625,0.07342605171701684,2.0867384127602284e-06,4.4185233232188606e-17
Mouse_health_Buddy,38,512,256,0.07269692048430443,0.20283570885658264,3,0.003653095103800297,0.0008572395890951157,0.8288735318928957,0.011783397756516933,1.1206998936831951,0.0035793352872133255,0.011218354105949402,19517.61328125,11325.61328125,1079,537363,28022,312071,3133.61328125,3137.828125,4352.640625,0.1805194637542659,1.163534864757892e-06,8.641973782198331e-17
Mouse_health_Buddy,38,2048,256,0.07269692048430443,0.3105981247499585,3,0.012099763378500938,0.00366369541734457,2.797048021107912,0.013343768194317818,3.2094502933323383,0.0035793352872133255,0.011218354105949402,68677.61328125,35909.61328125,1079,537363,28022,1245959,3141.61328125,3145.828125,8008.640625,0.09049632425719745,2.107348555905937e-06,5.2976811802991465e-17
Panther_assembly_Carrol,0,512,256,0.07759352214634418,0.14425087627023458,3,0.004009101539850235,0.0012024147436022758,0.8524163775146008,0.012307191267609596,1.0917794834822416,0.003080313093960285,0.011094365268945694,19530.578125,11338.578125,1089,557400,8262,312084,3146.578125,3150.83203125,4365.65625,0.19820909659896896,1.3225821411684363e-06,3.833523231568551e-16
Panther_assembly_Carrol,0,2048,256,0.07759352214634418,0.2574637969955802,3,0.01208142377436161,0.0038187531754374504,2.8652883265167475,0.013371167704463005,3.229616990312934,0.003080313093960285,0.011094365268945694,68690.578125,35922.578125,1089,557400,8262,1245972,3154.578125,3158.83203125,8021.65625,0.08739778354316839,2.088384204396845e-06,4.805045913967951e-16
Panther_assembly_Carrol,21,512,256,0.07710868772119284,0.14425087627023458,3,0.003992851823568344,0.0011576460674405098,0.8474800363183022,0.012088374234735966,1.0860784724354744,0.0033517098054289818,0.011082545854151249,19534.4375,11342.4375,1100,565042,30259,312089,3150.4375,3154.734375,4369.53515625,0.15490308661663257,1.2470040959295179e-06,1.8066553507870485e-16
Panther_assembly_Carrol,21,2048,256,0.07710868772119284,0.2574637969955802,3,0.011952265165746212,0.00375419482588768,2.808152986690402,0.01348370686173439,3.1719156382605433,0.0033517098054289818,0.011082545854151249,68694.4375,35926.4375,1100,565042,30259,1245977,3158.4375,3162.734375,8025.53515625,0.09364055323804868,2.4367008661312756e-06,4.058970180255234e-16
Panther_assembly_Carrol,38,512,256,0.07575567439198494,0.14425087627023458,3,0.0036149760708212852,0.0011109570041298866,0.8334332248196006,0.012312601320445538,1.0704783098772168,0.0035508163273334503,0.010917538776993752,19534.51171875,11342.51171875,1092,564071,30265,312090,3150.51171875,3154.77734375,4369.61328125,0.19711655201480513,1.096838931986463e-06,7.138718075060995e-17
Panther_assembly_Carrol,38,2048,256,0.07575567439198494,0.2574637969955802,3,0.012437459081411362,0.0036632856354117393,2.7973870569840074,0.013236120343208313,3.159943393431604,0.0035508163273334503,0.010917538776993752,68694.51171875,35926.51171875,1092,564071,30265,1245978,3158.51171875,3162.77734375,8025.61328125,0.09102283842067069,2.533637931864349e-06,6.053416454662391e-17
Peacock_assembly_Dena,0,512,256,0.07688872050493956,0.14986300840973854,3,0.0035641370341181755,0.0011193659156560898,0.83802839089185,0.012002403847873211,1.0814660266041756,0.003087421879172325,0.011142364703118801,19530.26171875,11338.26171875,1096,563985,8425,312088,3146.26171875,3150.54296875,4365.35546875,0.15292573527725384,1.2411761511337074e-06,3.7373264382623283e-16
Peacock_assembly_Dena,0,2048,256,0.07688872050493956,0.2759456345811486,3,0.01226786244660616,0.004396376200020313,2.8313545770943165,0.014040309935808182,3.2148934807628393,0.003087421879172325,0.011142364703118801,68690.26171875,35922.26171875,1096,563985,8425,1245976,3154.26171875,3158.54296875,8021.35546875,0.0896553277952172,2.2279347246919434e-06,4.828480340952867e-16
