building,site,common_days,overlap,method,calibrated,n,mae,rmse,bias,coverage90,coverage95,width90,normalized_is90,interval_score90,reservation_loss,normalized_reservation_loss
Bear_assembly_Beatrice,Bear,0,0.0,individual_0,False,117,14.52575010433075,18.017321137458968,7.755573156147334,0.9230769230769231,0.9572649572649573,71.79432056475085,1.88613072651186,83.55141395712936,26.390597005644324,0.5957543211522192
Bear_assembly_Beatrice,Bear,0,0.0,individual_0,True,117,14.52575010433075,18.017321137458968,7.755573156147334,0.6752136752136753,0.7606837606837606,31.831571138770883,2.2033528854015234,97.60365304173442,22.393110148284165,0.5055130860444204
Bear_assembly_Beatrice,Bear,0,0.0,individual_1,False,117,15.803095753968906,19.624592071281867,12.276741688870478,0.8974358974358975,0.9829059829059829,74.20275470028947,1.8514191831884228,82.01376946380685,31.31606864289947,0.7069443412559651
Bear_assembly_Beatrice,Bear,0,0.0,individual_1,True,117,15.803095753968906,19.624592071281867,12.276741688870478,0.6495726495726496,0.7948717948717948,36.12919875082808,2.45907692834316,108.9316617901636,21.3586411605894,0.4821604741506725
Bear_assembly_Beatrice,Bear,0,0.0,individual_2,False,117,14.68482297845759,18.254291033910704,-10.799056676357639,0.9743589743589743,1.0,71.94887547323309,1.6382395205383364,72.57038253894697,23.256471058065337,0.5250030200010504
Bear_assembly_Beatrice,Bear,0,0.0,individual_2,True,117,14.68482297845759,18.254291033910704,-10.799056676357639,0.6495726495726496,0.7521367521367521,41.232599763601286,2.0047522673065634,88.80608550235135,22.540702508721214,0.5088449086053356
Bear_assembly_Beatrice,Bear,0,0.0,individual_3,False,117,12.277867471382638,16.242571313171325,-2.1487845787154223,0.9572649572649573,1.0,72.03723805993083,1.6469004154236184,72.9540410010185,21.805243687022962,0.4922422993137557
Bear_assembly_Beatrice,Bear,0,0.0,individual_3,True,117,12.277867471382638,16.242571313171325,-2.1487845787154223,0.7094017094017094,0.7948717948717948,34.63052147821649,1.9975859303798522,88.48863264783621,22.52645276219375,0.5085232278162559
Bear_assembly_Beatrice,Bear,0,0.0,seasonal_naive,False,117,14.364064957264958,19.69979351282734,4.224201709401709,0.8290598290598291,0.9487179487179487,60.68327347209761,1.8226082030853694,80.73750685312736,25.920400834149703,0.5851398814372996
Bear_assembly_Beatrice,Bear,0,0.0,seasonal_naive,True,117,14.364064957264958,19.69979351282734,4.224201709401709,0.6666666666666666,0.7948717948717948,40.98000000000005,2.523801194120559,111.79880341880335,25.29928290598291,0.5711184597327682
Bear_assembly_Beatrice,Bear,0,0.0,equal_weight,False,117,12.569173006979,15.38592272326781,1.771118397486188,0.9743589743589743,1.0,72.37708002124407,1.6504477595698486,73.11118049036779,22.06564203919006,0.49812065983327275
Bear_assembly_Beatrice,Bear,0,0.0,equal_weight,True,117,12.569173006979,15.38592272326781,1.771118397486188,0.7350427350427351,0.7692307692307693,32.445739480918604,1.7760763061844085,78.67624687494302,21.52012806232847,0.485805958923145
Bear_assembly_Beatrice,Bear,0,0.0,naive_independence,False,117,12.543755204501492,15.37484557263839,1.6223043790229905,0.7692307692307693,0.8461538461538461,36.23764276692897,1.6511504085077147,73.14230628215357,21.372470720759157,0.4824726694461789
Bear_assembly_Beatrice,Bear,0,0.0,naive_independence,True,117,12.543755204501492,15.37484557263839,1.6223043790229905,0.7350427350427351,0.7692307692307693,32.665061913953835,1.7694117462075332,78.38102162801657,21.53077455958632,0.48604629819039014
Bear_assembly_Beatrice,Bear,0,0.0,duplicate_aware_independence,False,117,12.543755204501492,15.37484557263839,1.6223043790229905,0.7692307692307693,0.8461538461538461,36.23764276692897,1.6511504085077147,73.14230628215357,21.372470720759157,0.4824726694461789
Bear_assembly_Beatrice,Bear,0,0.0,duplicate_aware_independence,True,117,12.543755204501492,15.37484557263839,1.6223043790229905,0.7350427350427351,0.7692307692307693,32.665061913953835,1.7694117462075332,78.38102162801657,21.53077455958632,0.48604629819039014
Bear_assembly_Beatrice,Bear,0,0.0,common_corrected,False,117,12.392882767138188,15.551781905949136,0.20633505018621714,0.9743589743589743,1.0,71.13365484693091,1.6314603923925175,72.27008217587128,21.23916490792794,0.47946335843999277
Bear_assembly_Beatrice,Bear,0,0.0,common_corrected,True,117,12.392882767138188,15.551781905949136,0.20633505018621714,0.717948717948718,0.7606837606837606,34.25429740363811,1.7709534067941861,78.44931377767846,21.858503129340775,0.4934446041686329
Bear_assembly_Beatrice,Bear,0,0.0,ci,False,117,14.856071967630275,18.939439246114357,4.23219720495744,0.9230769230769231,0.9572649572649573,71.70695458081502,1.8841584838058558,83.46404797319353,26.467182722071776,0.5974832047955272
Bear_assembly_Beatrice,Bear,0,0.0,ci,True,117,14.856071967630275,18.939439246114357,4.23219720495744,0.7264957264957265,0.7692307692307693,38.78740456020163,2.2542193285087264,99.8569238171045,25.329999387020617,0.5718118686884235
Bear_assembly_Beatrice,Bear,0,0.0,ci_cleaned_mask,True,117,14.856071967630275,18.939439246114357,4.23219720495744,0.7264957264957265,0.7692307692307693,38.78740456020163,2.2542193285087264,99.8569238171045,25.329999387020617,0.5718118686884235
Bear_assembly_Beatrice,Bear,0,0.0,exact_lineage,False,117,12.392882767138184,15.551781905949133,0.20633505018621756,0.9743589743589743,1.0,71.13365484693091,1.6314603923925175,72.27008217587128,21.23916490792794,0.47946335843999277
Bear_assembly_Beatrice,Bear,0,0.0,exact_lineage,True,117,12.392882767138184,15.551781905949133,0.20633505018621756,0.717948717948718,0.7606837606837606,34.25429740363811,1.7709534067941861,78.44931377767846,21.85850312934078,0.49344460416863295
Bear_assembly_Beatrice,Bear,0,0.0,exact_lineage_cleaned_mask,True,117,12.392882767138184,15.551781905949133,0.20633505018621756,0.717948717948718,0.7606837606837606,34.25429740363811,1.7709534067941861,78.44931377767846,21.85850312934078,0.49344460416863295
Bear_assembly_Beatrice,Bear,0,0.0,shrinkage,False,117,12.8289029321443,16.47221675059246,-7.008182772050101,0.5897435897435898,0.6923076923076923,32.872447904179865,2.123743921721027,94.07715226123543,29.200790853564083,0.659193019708963
Bear_assembly_Beatrice,Bear,0,0.0,shrinkage,True,117,12.8289029321443,16.47221675059246,-7.008182772050101,0.6666666666666666,0.7606837606837606,37.200109308687395,1.851970639203338,82.03819774395397,22.23643318768465,0.5019761832497548
