background,M0,M1,M2,M3,M3_fixed,M4
0,0.19809454937629212,0.1983904889244783,0.1963241221593238,0.19255869332829642,0.19255869332829642,0.16094527499697647
1,0.14773942220871716,0.14791846494582644,0.14296080868579375,0.1434941517168172,0.1434941517168172,0.1216091146009467
2,0.1846296097915257,0.1860335909776993,0.1805455654859886,0.18159520838161802,0.18159520838161802,0.15201610920201097
3,0.15498040088510728,0.15235441355889381,0.1463825572797619,0.1446750678871863,0.1446750678871863,0.1180888437217051
4,0.2095019101897683,0.20810032624415423,0.2020392815324717,0.20288098722756512,0.20288098722756512,0.16449891835108615
5,0.15551670689159006,0.1519710497582236,0.14545290663737456,0.14387791151970072,0.14387791151970072,0.11323159456230865
6,0.23740390886765508,0.23545057388392956,0.2285311902851026,0.22045940034051545,0.22045940034051545,0.17243604681100438
7,0.13374680984810855,0.12942909013274764,0.1261457817018144,0.1272163956141988,0.1272163956141988,0.10586309101772225
