episode,background,family,step,lag,in_detection_window,in_event,ordered_change,set_change,extra_ids,extra_event_affected_ids,fine_max_z,effective_fine_alarm_threshold,fine_alarm_possible,correct_group_alarms
fresh_b00_cancel_exact_3.0,0,cancel_exact,11,1,True,True,False,False,0,0,7.8296723959029295,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,12,2,True,True,False,False,0,0,7.034061204301247,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,13,3,True,True,False,False,0,0,6.284773065645822,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,14,4,True,True,False,False,0,0,10.62647752547613,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,15,5,True,True,False,False,0,0,5.8930082129830925,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,16,6,True,True,False,False,0,0,10.21428285650963,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,17,7,False,True,False,False,0,0,6.143700347684191,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,18,8,False,True,False,False,0,0,6.818764236813512,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,19,9,False,True,False,False,0,0,5.790837016639234,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,20,10,False,True,False,False,0,0,6.257785887779581,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,21,11,False,True,False,False,0,0,6.461238049274446,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,22,12,False,True,False,False,0,0,12.433369205749262,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,23,13,False,True,False,False,0,0,4.159283534929426,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,24,14,False,True,False,False,0,0,12.608060704309464,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,25,15,False,True,False,False,0,0,11.99091823245753,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,26,16,False,True,False,False,0,0,11.054780035227653,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,27,17,False,True,False,False,0,0,5.653762853739545,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,28,18,False,True,False,False,0,0,2.993809988647663,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,29,19,False,True,False,False,0,0,3.164259251506053,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,30,20,False,True,False,False,0,0,3.737281826874304,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,31,21,False,True,False,False,0,0,3.752436380877774,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,32,22,False,True,False,False,0,0,3.708218217193562,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,33,23,False,True,False,False,0,0,3.472894283216826,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,34,24,False,False,False,False,0,0,1.995633241830264,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,35,25,False,False,False,False,0,0,3.2902495094379973,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,36,26,False,False,False,False,0,0,5.995226535053076,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,37,27,False,False,False,False,0,0,5.574698129885725,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,38,28,False,False,False,False,0,0,25.52131976426233,20.586358374667945,True,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,39,29,False,False,False,False,0,0,5.368564833448548,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,40,30,False,False,False,False,0,0,7.037142001324029,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,41,31,False,False,False,False,0,0,8.212632999806399,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,42,32,False,False,False,False,0,0,4.409698461413093,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,43,33,False,False,False,False,0,0,7.577164350113933,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,44,34,False,False,False,False,0,0,8.510673454048753,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,45,35,False,False,False,False,0,0,7.774226112638154,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,46,36,False,False,False,False,0,0,5.443481346527952,20.586358374667945,False,0
fresh_b00_cancel_exact_3.0,0,cancel_exact,47,37,False,False,False,False,0,0,4.301744510011663,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,0,-7,False,False,False,False,0,0,11.584100528450453,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,1,-6,False,False,False,False,0,0,10.539963090038423,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,2,-5,False,False,False,False,0,0,6.689242147950164,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,3,-4,False,False,False,False,0,0,10.093477575958175,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,4,-3,False,False,False,False,0,0,5.250378904515694,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,5,-2,False,False,False,False,0,0,7.470343002750996,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,6,-1,False,False,False,False,0,0,6.422559698678191,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,7,0,True,True,False,False,0,0,5.763733610245006,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,8,1,True,True,False,False,0,0,5.675942986948446,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,9,2,True,True,False,False,0,0,6.797731568479656,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,10,3,True,True,False,False,0,0,6.099324067373343,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,11,4,True,True,False,False,0,0,7.825054031314164,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,12,5,True,True,False,False,0,0,7.009809936835051,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,13,6,True,True,False,False,0,0,6.280979168776123,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,14,7,False,True,False,False,0,0,10.657015642459982,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,15,8,False,True,False,False,0,0,7.654217877187469,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,16,9,False,True,False,False,0,0,10.232926338443676,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,17,10,False,True,False,False,0,0,6.173938187350863,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,18,11,False,True,False,False,0,0,6.799855228174539,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,19,12,False,True,False,False,0,0,5.80464548630014,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,20,13,False,True,False,False,0,0,6.227955182721323,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,21,14,False,True,False,False,0,0,6.475842500521436,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,22,15,False,True,False,False,0,0,12.470505670367864,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,23,16,False,True,False,False,0,0,4.149183040515884,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,24,17,False,True,False,False,0,0,12.639170567293553,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,25,18,False,True,False,False,0,0,12.021722176511863,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,26,19,False,True,False,False,0,0,11.085648059410047,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,27,20,False,True,False,False,0,0,5.651746265963812,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,28,21,False,True,False,False,0,0,2.9928797174924453,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,29,22,False,True,False,False,0,0,3.14889522349413,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,30,23,False,True,False,False,0,0,3.719310455991084,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,31,24,False,False,False,False,0,0,3.758271139866856,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,32,25,False,False,False,False,0,0,3.686671229274063,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,33,26,False,False,False,False,0,0,3.4505632046961985,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,34,27,False,False,False,False,0,0,1.9817604887101608,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,35,28,False,False,False,False,0,0,3.2923531242491397,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,36,29,False,False,False,False,0,0,6.055122370585604,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,37,30,False,False,False,False,0,0,5.571945510291697,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,38,31,False,False,False,False,0,0,25.530238870068697,20.586358374667945,True,0
fresh_b00_delayed_3.0,0,delayed,39,32,False,False,False,False,0,0,5.368145039739143,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,40,33,False,False,False,False,0,0,7.036418180353556,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,41,34,False,False,False,False,0,0,8.20529135807312,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,42,35,False,False,False,False,0,0,4.4160956921675085,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,43,36,False,False,False,False,0,0,7.576254433407564,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,44,37,False,False,False,False,0,0,8.51729694714416,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,45,38,False,False,False,False,0,0,7.770871543658858,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,46,39,False,False,False,False,0,0,5.444381071842686,20.586358374667945,False,0
fresh_b00_delayed_3.0,0,delayed,47,40,False,False,False,False,0,0,4.305487317873668,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,0,-7,False,False,False,False,0,0,10.012671376070072,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,1,-6,False,False,False,False,0,0,6.593959012340696,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,2,-5,False,False,False,False,0,0,6.848583000081666,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,3,-4,False,False,False,False,0,0,9.32892399921078,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,4,-3,False,False,False,False,0,0,5.10646025117335,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,5,-2,False,False,False,False,0,0,8.468101723222285,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,6,-1,False,False,False,False,0,0,6.97630379331565,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,7,0,True,True,False,False,0,0,8.465375207830945,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,8,1,True,True,False,False,0,0,8.852132051650823,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,9,2,True,True,False,False,0,0,8.635619214423636,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,10,3,True,True,False,False,0,0,7.175539344936257,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,11,4,True,True,False,False,0,0,7.998476592576257,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,12,5,True,True,False,False,0,0,11.425792670854731,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,13,6,True,True,True,True,126,0,13.631283899531612,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,14,7,False,True,False,False,0,0,8.397273441826718,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,15,8,False,True,False,False,0,0,9.397255109602568,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,16,9,False,True,False,False,0,0,15.98265554162394,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,17,10,False,True,False,False,0,0,10.1545000360704,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,18,11,False,True,False,False,0,0,5.491127734255326,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,19,12,False,False,False,False,0,0,4.998292150519992,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,20,13,False,False,False,False,0,0,6.7636418085287255,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,21,14,False,False,False,False,0,0,7.654850263335255,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,22,15,False,False,False,False,0,0,5.634642874053458,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,23,16,False,False,False,False,0,0,3.9869192160447455,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,24,17,False,False,False,False,0,0,13.076541958886176,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,25,18,False,False,False,False,0,0,12.7417867092089,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,26,19,False,False,False,False,0,0,11.409260260979876,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,27,20,False,False,False,False,0,0,10.526953001996231,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,28,21,False,False,False,False,0,0,11.194902164215929,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,29,22,False,False,False,False,0,0,10.456400853256229,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,30,23,False,False,False,False,0,0,11.153486485391438,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,31,24,False,False,False,False,0,0,11.25460411601317,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,32,25,False,False,False,False,0,0,4.041750899888646,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,33,26,False,False,False,False,0,0,1.828520236885162,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,34,27,False,False,False,False,0,0,3.724523048472368,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,35,28,False,False,False,False,0,0,9.865269924707333,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,36,29,False,False,False,False,0,0,5.174657424845812,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,37,30,False,False,False,False,0,0,7.725758504571318,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,38,31,False,False,False,False,0,0,10.215444575755924,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,39,32,False,False,False,False,0,0,6.865493994026059,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,40,33,False,False,False,False,0,0,6.821451111123226,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,41,34,False,False,False,False,0,0,6.500416589017253,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,42,35,False,False,False,False,0,0,17.316909389150343,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,43,36,False,False,False,False,0,0,6.752157310877296,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,44,37,False,False,False,False,0,0,5.986212000285952,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,45,38,False,False,False,False,0,0,3.6738444896515703,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,46,39,False,False,False,False,0,0,5.186884175667189,20.586358374667945,False,0
fresh_b02_localized_3.0,2,localized,47,40,False,False,False,False,0,0,7.830767225147016,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,0,-11,False,False,False,False,0,0,10.012671376070072,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,1,-10,False,False,False,False,0,0,6.593959012340696,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,2,-9,False,False,False,False,0,0,6.848583000081666,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,3,-8,False,False,False,False,0,0,9.32892399921078,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,4,-7,False,False,False,False,0,0,5.10646025117335,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,5,-6,False,False,False,False,0,0,8.468101723222285,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,6,-5,False,False,False,False,0,0,6.97630379331565,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,7,-4,False,False,False,False,0,0,8.465375207830945,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,8,-3,False,False,False,False,0,0,8.834283137328836,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,9,-2,False,False,False,False,0,0,8.712251758688193,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,10,-1,False,False,False,False,0,0,7.223927955359949,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,11,0,True,True,False,False,0,0,7.995781480846032,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,12,1,True,True,False,False,0,0,11.56864886947774,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,13,2,True,True,False,False,0,0,9.761764730550116,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,14,3,True,True,False,False,0,0,8.556836882278,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,15,4,True,True,False,False,0,0,9.487488794684598,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,16,5,True,True,False,False,0,0,15.846486913378778,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,17,6,True,True,False,False,0,0,10.164923262848149,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,18,7,False,True,False,False,0,0,5.554657918336176,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,19,8,False,True,False,False,0,0,4.952907789938165,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,20,9,False,True,False,False,0,0,6.8540796826555,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,21,10,False,True,False,False,0,0,7.707282795331867,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,22,11,False,True,False,False,0,0,5.640502243514925,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,23,12,False,True,False,False,0,0,4.02388821013654,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,24,13,False,True,False,False,0,0,13.114630493227352,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,25,14,False,True,False,False,0,0,12.610803006546837,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,26,15,False,True,False,False,0,0,11.292220747445668,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,27,16,False,True,False,False,0,0,10.42079792288674,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,28,17,False,True,False,False,0,0,11.096716078416105,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,29,18,False,True,False,False,0,0,10.36304603504957,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,30,19,False,True,False,False,0,0,11.059763281857183,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,31,20,False,True,False,False,0,0,11.140432293057067,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,32,21,False,True,False,False,0,0,4.077005270290635,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,33,22,False,True,False,False,0,0,1.7813034828050454,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,34,23,False,True,False,False,0,0,3.7731492016077626,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,35,24,False,False,False,False,0,0,9.854274054618909,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,36,25,False,False,False,False,0,0,5.186036566879908,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,37,26,False,False,False,False,0,0,7.728914070592235,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,38,27,False,False,False,False,0,0,10.157293991450128,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,39,28,False,False,False,False,0,0,6.882552337613867,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,40,29,False,False,False,False,0,0,6.808099284867189,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,41,30,False,False,False,False,0,0,6.512264927032297,20.586358374667945,False,0
fresh_b02_cancel_exact_3.0,2,cancel_exact,42,31,False,False,False,False,0,0,17.309071334303486,20.586358374667945,False,0
