episode,background,week,family,magnitude,method,event_duration,detected,correct_group_detected,delay_steps,missed,negative_steps,negative_alarms,matched_background_detected,matched_background_group_detected,detection_minus_matched_background,localization_minus_matched_background,peak_score_in_detection_window,median_negative_score,negative_alarm_rate,any_negative_alarm,event_alarm_steps,correct_house_instances,false_house_instances,correct_house_unique,false_house_unique,affected_households,house_localization_recall,false_group_instances,first_informative_read_step,first_macro_alarm_step,local_detection_step,zero_effect
b01_cancel_approx_3.0,1,0,cancel_approx,3.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.3354154805083914,0.6971929511194406,0.16666666666666666,True,1,0,0,0,0,64,0.0,3,,10.0,,False
b01_cancel_approx_3.0,1,0,cancel_approx,3.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.3360860467663197,0.540596119151187,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,1.0,10.0,,False
b01_cancel_approx_3.0,1,0,cancel_approx,3.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.2701117270778313,0.5614528937302604,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_cancel_approx_3.0,1,0,cancel_approx,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5006119215918556,0.5979397863009218,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_cancel_approx_3.0,1,0,cancel_approx,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5006119215918556,0.5979397863009218,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_cancel_approx_3.0,1,0,cancel_approx,3.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.5134226935012222,0.5876658993158141,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_delayed_1.0,1,0,delayed,1.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.616748726410473,0.6978997676676362,0.16666666666666666,True,1,0,0,0,0,60,0.0,3,,8.0,,False
b01_delayed_1.0,1,0,delayed,1.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.4364520504283286,0.5404763470525676,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_1.0,1,0,delayed,1.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.4966707660936894,0.5620220965537882,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_1.0,1,0,delayed,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5192505126144839,0.5979949626593102,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_1.0,1,0,delayed,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5192505126144839,0.5979949626593102,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_1.0,1,0,delayed,1.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.5198592360636206,0.5882616769721714,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_3.0,1,0,delayed,3.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.6177301888942482,0.6979910872657722,0.16666666666666666,True,1,0,0,0,0,60,0.0,3,,8.0,,False
b01_delayed_3.0,1,0,delayed,3.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.4371465979727643,0.5403004154117059,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_3.0,1,0,delayed,3.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.4974611426325207,0.5620956366728405,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_3.0,1,0,delayed,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5200768214109013,0.5980594656317935,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_3.0,1,0,delayed,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5200768214109013,0.5980594656317935,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_delayed_3.0,1,0,delayed,3.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.5206865135515046,0.5883386505182715,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,8.0,,False
b01_ramp_1.0,1,0,ramp,1.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.3794868891508618,0.7017378028603476,0.16666666666666666,True,1,0,0,0,0,32,0.0,3,,11.0,,False
b01_ramp_1.0,1,0,ramp,1.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.3367630326578297,0.5369258574180649,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_1.0,1,0,ramp,1.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.305602648024972,0.5651128850675367,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_1.0,1,0,ramp,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5108650474056652,0.600879371831349,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_1.0,1,0,ramp,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5108650474056652,0.600879371831349,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_1.0,1,0,ramp,1.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.4939760211693778,0.5914967676303728,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_3.0,1,0,ramp,3.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.4735683696507636,0.7330349142989825,0.16666666666666666,True,1,0,0,0,0,32,0.0,3,,11.0,,False
b01_ramp_3.0,1,0,ramp,3.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.3383026521667674,0.5468017986927398,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_3.0,1,0,ramp,3.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.3813669244541633,0.5903166019932542,0.08333333333333333,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_3.0,1,0,ramp,3.0,M3,24,False,False,7,True,24,3,False,False,0,0,0.5313693763464286,0.6171536943892058,0.125,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_3.0,1,0,ramp,3.0,M3_fixed,24,False,False,7,True,24,3,False,False,0,0,0.5313693763464286,0.6171536943892058,0.125,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_ramp_3.0,1,0,ramp,3.0,M4,24,False,False,7,True,24,3,False,False,0,0,0.4939282679594719,0.6178771908834211,0.125,True,1,0,0,0,0,32,0.0,1,1.0,11.0,,False
b01_none_0.0,1,0,none,0.0,M0,0,False,False,7,True,48,5,False,False,0,0,0.3347239618227758,0.5583940620250323,0.10416666666666667,True,0,0,0,0,0,0,,0,,,,True
b01_none_0.0,1,0,none,0.0,M1,0,False,False,7,True,48,3,False,False,0,0,0.3359932229033609,0.4326974427195429,0.0625,True,0,0,0,0,0,0,,0,,,,True
b01_none_0.0,1,0,none,0.0,M2,0,False,False,7,True,48,3,False,False,0,0,0.269554843697866,0.48418819894619547,0.0625,True,0,0,0,0,0,0,,0,,,,True
b01_none_0.0,1,0,none,0.0,M3,0,False,False,7,True,48,3,False,False,0,0,0.5006128829352836,0.508490932758896,0.0625,True,0,0,0,0,0,0,,0,,,,True
b01_none_0.0,1,0,none,0.0,M3_fixed,0,False,False,7,True,48,3,False,False,0,0,0.5006128829352836,0.508490932758896,0.0625,True,0,0,0,0,0,0,,0,,,,True
b01_none_0.0,1,0,none,0.0,M4,0,False,False,7,True,48,3,False,False,0,0,0.5134855747535584,0.5429938752233886,0.0625,True,0,0,0,0,0,0,,0,,,,True
b01_sensor_fault_3.0,1,0,sensor_fault,3.0,M0,12,False,False,7,True,36,5,False,False,0,0,0.9857411086889684,0.6584963426795525,0.1388888888888889,True,1,0,0,0,0,31,0.0,2,,10.0,,False
b01_sensor_fault_3.0,1,0,sensor_fault,3.0,M1,12,False,False,7,True,36,2,False,False,0,0,0.6975753814406069,0.4898221123002645,0.05555555555555555,True,1,0,0,0,0,31,0.0,1,2.0,10.0,,False
b01_sensor_fault_3.0,1,0,sensor_fault,3.0,M2,12,False,False,7,True,36,2,False,False,0,0,0.7938221364023542,0.5491878195660969,0.05555555555555555,True,1,0,0,0,0,31,0.0,1,0.0,10.0,,False
b01_sensor_fault_3.0,1,0,sensor_fault,3.0,M3,12,False,False,7,True,36,2,False,False,0,0,0.8299110384400866,0.5834204771258463,0.05555555555555555,True,1,0,0,0,0,31,0.0,1,0.0,10.0,,False
b01_sensor_fault_3.0,1,0,sensor_fault,3.0,M3_fixed,12,False,False,7,True,36,2,False,False,0,0,0.8299110384400866,0.5834204771258463,0.05555555555555555,True,1,0,0,0,0,31,0.0,1,0.0,10.0,,False
b01_sensor_fault_3.0,1,0,sensor_fault,3.0,M4,12,False,False,7,True,36,2,False,False,0,0,0.830883952857161,0.5974642143246787,0.05555555555555555,True,1,0,0,0,0,31,0.0,1,0.0,10.0,,False
b02_regional_1.0,2,1,regional,1.0,M0,20,True,True,0,False,28,1,False,False,1,1,1.2753734052204877,0.47504471128618364,0.03571428571428571,True,3,0,0,0,0,4153,0.0,0,,0.0,0.0,False
b02_regional_1.0,2,1,regional,1.0,M1,20,False,False,7,True,28,0,False,False,0,0,0.902538284934818,0.36638349153084193,0.0,False,0,0,0,0,0,4153,0.0,0,0.0,,,False
b02_regional_1.0,2,1,regional,1.0,M2,20,True,True,0,False,28,1,False,False,1,1,1.0270644414834105,0.40801860320475275,0.03571428571428571,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_1.0,2,1,regional,1.0,M3,20,True,True,0,False,28,1,False,False,1,1,1.073757052227571,0.49142483128791686,0.03571428571428571,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_1.0,2,1,regional,1.0,M3_fixed,20,True,True,0,False,28,1,False,False,1,1,1.073757052227571,0.49142483128791686,0.03571428571428571,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_1.0,2,1,regional,1.0,M4,20,True,True,0,False,28,1,False,False,1,1,1.0750158301786523,0.44177319530915427,0.03571428571428571,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_3.0,2,1,regional,3.0,M0,20,True,True,0,False,28,3,False,False,1,1,2.327098866831922,0.47909763371918346,0.10714285714285714,True,3,0,0,0,0,4153,0.0,0,,0.0,0.0,False
b02_regional_3.0,2,1,regional,3.0,M1,20,True,True,0,False,28,1,False,False,1,1,1.6468085437151956,0.36399989436898117,0.03571428571428571,True,1,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_3.0,2,1,regional,3.0,M2,20,True,True,0,False,28,2,False,False,1,1,1.874024100044807,0.41021078334225236,0.07142857142857142,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_3.0,2,1,regional,3.0,M3,20,True,True,0,False,28,2,False,False,1,1,1.959221361574167,0.4959656835378098,0.07142857142857142,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_3.0,2,1,regional,3.0,M3_fixed,20,True,True,0,False,28,2,False,False,1,1,1.959221361574167,0.4959656835378098,0.07142857142857142,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_regional_3.0,2,1,regional,3.0,M4,20,True,True,0,False,28,2,False,False,1,1,1.9615181796915624,0.4451742877757713,0.07142857142857142,True,2,0,0,0,0,4153,0.0,0,0.0,0.0,0.0,False
b02_localized_1.0,2,1,localized,1.0,M0,12,False,False,7,True,36,3,False,False,0,0,0.747447984412626,0.4935442635084496,0.08333333333333333,True,0,0,0,0,0,32,0.0,0,,,,False
b02_localized_1.0,2,1,localized,1.0,M1,12,False,False,7,True,36,0,False,False,0,0,0.528943460141489,0.3756488901659253,0.0,False,0,0,0,0,0,32,0.0,0,7.0,,,False
b02_localized_1.0,2,1,localized,1.0,M2,12,False,False,7,True,36,2,False,False,0,0,0.6019235178547085,0.4203291892480333,0.05555555555555555,True,0,0,0,0,0,32,0.0,0,2.0,,,False
b02_localized_1.0,2,1,localized,1.0,M3,12,False,False,7,True,36,2,False,False,0,0,0.6292882862000643,0.5042489930893851,0.05555555555555555,True,0,0,0,0,0,32,0.0,0,0.0,,,False
b02_localized_1.0,2,1,localized,1.0,M3_fixed,12,False,False,7,True,36,2,False,False,0,0,0.6292882862000643,0.5042489930893851,0.05555555555555555,True,0,0,0,0,0,32,0.0,0,0.0,,,False
b02_localized_1.0,2,1,localized,1.0,M4,12,False,False,7,True,36,2,False,False,0,0,0.6439009794589216,0.449532457025667,0.05555555555555555,True,0,0,0,0,0,32,0.0,0,0.0,,,False
b02_localized_3.0,2,1,localized,3.0,M0,12,True,True,1,False,36,4,False,False,1,1,1.152029894805983,0.4941982537227468,0.1111111111111111,True,2,0,0,0,0,32,0.0,0,,1.0,1.0,False
b02_localized_3.0,2,1,localized,3.0,M1,12,False,False,7,True,36,0,False,False,0,0,0.8152522870524163,0.37526616094526477,0.0,False,0,0,0,0,0,32,0.0,0,7.0,,,False
b02_localized_3.0,2,1,localized,3.0,M2,12,False,False,7,True,36,3,False,False,0,0,0.9277353092340394,0.4223573179702298,0.08333333333333333,True,0,0,0,0,0,32,0.0,0,2.0,,,False
b02_localized_3.0,2,1,localized,3.0,M3,12,False,False,7,True,36,3,False,False,0,0,0.969912198938363,0.5021824393491304,0.08333333333333333,True,0,0,0,0,0,32,0.0,0,0.0,,,False
b02_localized_3.0,2,1,localized,3.0,M3_fixed,12,False,False,7,True,36,3,False,False,0,0,0.969912198938363,0.5021824393491304,0.08333333333333333,True,0,0,0,0,0,32,0.0,0,0.0,,,False
b02_localized_3.0,2,1,localized,3.0,M4,12,False,False,7,True,36,3,False,False,0,0,0.9710492383533552,0.4494088867945248,0.08333333333333333,True,0,0,0,0,0,32,0.0,0,0.0,,,False
b02_cancel_exact_1.0,2,1,cancel_exact,1.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.8199339325559398,0.49321726840130564,0.041666666666666664,True,2,0,0,0,0,62,0.0,4,,16.0,,False
b02_cancel_exact_1.0,2,1,cancel_exact,1.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.5802392947977169,0.37584025477625566,0.0,False,0,0,0,0,0,62,0.0,0,1.0,,,False
b02_cancel_exact_1.0,2,1,cancel_exact,1.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.6602968064464817,0.41730253427840824,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_1.0,2,1,cancel_exact,1.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.6903153530086508,0.5258077662016403,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_1.0,2,1,cancel_exact,1.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.6903153530086508,0.5258077662016403,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_1.0,2,1,cancel_exact,1.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.6911246177709707,0.44959424214123805,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_3.0,2,1,cancel_exact,3.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.8199339325559398,0.49321726840130503,0.041666666666666664,True,2,0,0,0,0,62,0.0,4,,16.0,,False
b02_cancel_exact_3.0,2,1,cancel_exact,3.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.5802392947977169,0.37584025477625566,0.0,False,0,0,0,0,0,62,0.0,0,1.0,,,False
b02_cancel_exact_3.0,2,1,cancel_exact,3.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.6602968064464817,0.41730253427840797,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_3.0,2,1,cancel_exact,3.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.6903153530086508,0.5258077662016403,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_3.0,2,1,cancel_exact,3.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.6903153530086508,0.5258077662016403,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_exact_3.0,2,1,cancel_exact,3.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.6911246177709707,0.44959424214123805,0.041666666666666664,True,1,0,0,0,0,62,0.0,1,0.0,16.0,,False
b02_cancel_approx_1.0,2,1,cancel_approx,1.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.9500304212190523,0.517366831051965,0.041666666666666664,True,2,0,0,0,0,60,0.0,4,,13.0,,False
b02_cancel_approx_1.0,2,1,cancel_approx,1.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.6723041451963722,0.4153347241049987,0.0,False,0,0,0,0,0,60,0.0,0,1.0,,,False
b02_cancel_approx_1.0,2,1,cancel_approx,1.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.7650641451104337,0.4272673647547736,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_1.0,2,1,cancel_approx,1.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.939008905395535,0.533498903729486,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_1.0,2,1,cancel_approx,1.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.939008905395535,0.533498903729486,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_1.0,2,1,cancel_approx,1.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.8007833139544036,0.46102655911465096,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_3.0,2,1,cancel_approx,3.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.9494276363850436,0.5173088574081766,0.041666666666666664,True,2,0,0,0,0,60,0.0,4,,13.0,,False
b02_cancel_approx_3.0,2,1,cancel_approx,3.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.671877574916606,0.41535398069889545,0.0,False,0,0,0,0,0,60,0.0,0,1.0,,,False
b02_cancel_approx_3.0,2,1,cancel_approx,3.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.7645787195351929,0.4272673647547736,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_3.0,2,1,cancel_approx,3.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.9392779090980476,0.5334840358643813,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_3.0,2,1,cancel_approx,3.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.9392779090980476,0.5334840358643813,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_cancel_approx_3.0,2,1,cancel_approx,3.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.8002752249225179,0.46103101460675044,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b02_delayed_1.0,2,1,delayed,1.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.9483782712908176,0.5163972106644716,0.041666666666666664,True,2,0,0,0,0,64,0.0,3,,13.0,,False
b02_delayed_1.0,2,1,delayed,1.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.671134975009366,0.4150620747078157,0.0,False,0,0,0,0,0,64,0.0,0,0.0,,,False
b02_delayed_1.0,2,1,delayed,1.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.7637336606920324,0.4272673647547736,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_1.0,2,1,delayed,1.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.9388349288704346,0.5336169601786398,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_1.0,2,1,delayed,1.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.9388349288704346,0.5336169601786398,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_1.0,2,1,delayed,1.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.7993907121333127,0.4609810334320364,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_3.0,2,1,delayed,3.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.9460750433118004,0.5171340991395049,0.041666666666666664,True,2,0,0,0,0,64,0.0,3,,13.0,,False
b02_delayed_3.0,2,1,delayed,3.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.6695050590792649,0.4148382274229022,0.0,False,0,0,0,0,0,64,0.0,0,0.0,,,False
b02_delayed_3.0,2,1,delayed,3.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.7618788599347048,0.4272673647547736,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_3.0,2,1,delayed,3.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.9389475409460322,0.5337002464306817,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_3.0,2,1,delayed,3.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.9389475409460322,0.5337002464306817,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_delayed_3.0,2,1,delayed,3.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.7974493147920957,0.46095043814694336,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,0.0,13.0,,False
b02_ramp_1.0,2,1,ramp,1.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.8172860488600239,0.49285100152489314,0.041666666666666664,True,2,0,0,0,0,32,0.0,2,,16.0,,False
b02_ramp_1.0,2,1,ramp,1.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.5783654777651235,0.3771222449109411,0.0,False,0,0,0,0,0,32,0.0,0,7.0,,,False
b02_ramp_1.0,2,1,ramp,1.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.6581644527545143,0.4192578976731161,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,2.0,16.0,,False
b02_ramp_1.0,2,1,ramp,1.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.6880860578231545,0.5260381840834172,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,1.0,16.0,,False
b02_ramp_1.0,2,1,ramp,1.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.6880860578231545,0.5260381840834172,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,1.0,16.0,,False
b02_ramp_1.0,2,1,ramp,1.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.6888927091566543,0.4495053328842874,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,1.0,16.0,,False
b02_ramp_3.0,2,1,ramp,3.0,M0,24,False,False,7,True,24,1,False,False,0,0,0.8119902814682044,0.4921184677720688,0.041666666666666664,True,2,0,0,0,0,32,0.0,2,,16.0,,False
b02_ramp_3.0,2,1,ramp,3.0,M1,24,False,False,7,True,24,0,False,False,0,0,0.5746178436999454,0.38336801957527417,0.0,False,0,0,0,0,0,32,0.0,0,7.0,,,False
b02_ramp_3.0,2,1,ramp,3.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.6538997453705895,0.4244086704039035,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,2.0,16.0,,False
b02_ramp_3.0,2,1,ramp,3.0,M3,24,False,False,7,True,24,1,False,False,0,0,0.6836274674521722,0.5368273655568039,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,1.0,16.0,,False
b02_ramp_3.0,2,1,ramp,3.0,M3_fixed,24,False,False,7,True,24,1,False,False,0,0,0.6836274674521722,0.5368273655568039,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,1.0,16.0,,False
b02_ramp_3.0,2,1,ramp,3.0,M4,24,False,False,7,True,24,1,False,False,0,0,0.6844288919280321,0.4569062725430094,0.041666666666666664,True,1,0,0,0,0,32,0.0,1,1.0,16.0,,False
b02_none_0.0,2,1,none,0.0,M0,0,False,False,7,True,48,3,False,False,0,0,0.8199339325559398,0.5305659624821912,0.0625,True,0,0,0,0,0,0,,0,,,,True
b02_none_0.0,2,1,none,0.0,M1,0,False,False,7,True,48,0,False,False,0,0,0.5802392947977169,0.4247111508056247,0.0,False,0,0,0,0,0,0,,0,,,,True
b02_none_0.0,2,1,none,0.0,M2,0,False,False,7,True,48,2,False,False,0,0,0.6602968064464817,0.47061380100254446,0.041666666666666664,True,0,0,0,0,0,0,,0,,,,True
b02_none_0.0,2,1,none,0.0,M3,0,False,False,7,True,48,2,False,False,0,0,0.9387181073957052,0.5335305607162661,0.041666666666666664,True,0,0,0,0,0,0,,0,,,,True
b02_none_0.0,2,1,none,0.0,M3_fixed,0,False,False,7,True,48,2,False,False,0,0,0.9387181073957052,0.5335305607162661,0.041666666666666664,True,0,0,0,0,0,0,,0,,,,True
b02_none_0.0,2,1,none,0.0,M4,0,False,False,7,True,48,2,False,False,0,0,0.6911246177709707,0.5058746182744076,0.041666666666666664,True,0,0,0,0,0,0,,0,,,,True
b02_sensor_fault_3.0,2,1,sensor_fault,3.0,M0,12,True,True,0,False,36,3,False,False,1,1,1.74632339204112,0.5076347329917225,0.08333333333333333,True,2,0,0,0,0,32,0.0,0,,0.0,0.0,False
b02_sensor_fault_3.0,2,1,sensor_fault,3.0,M1,12,True,True,0,False,36,0,False,False,1,1,1.2358135372298,0.38277694126500245,0.0,False,1,0,0,0,0,32,0.0,0,2.0,0.0,0.0,False
b02_sensor_fault_3.0,2,1,sensor_fault,3.0,M2,12,True,True,0,False,36,2,False,False,1,1,1.4063227694371208,0.4260098217763473,0.05555555555555555,True,1,0,0,0,0,32,0.0,0,0.0,0.0,0.0,False
b02_sensor_fault_3.0,2,1,sensor_fault,3.0,M3,12,True,True,0,False,36,2,False,False,1,1,1.4702572987633782,0.5007895243819129,0.05555555555555555,True,2,0,0,0,0,32,0.0,0,1.0,0.0,0.0,False
b02_sensor_fault_3.0,2,1,sensor_fault,3.0,M3_fixed,12,True,True,0,False,36,2,False,False,1,1,1.4702572987633782,0.5007895243819129,0.05555555555555555,True,2,0,0,0,0,32,0.0,0,1.0,0.0,0.0,False
b02_sensor_fault_3.0,2,1,sensor_fault,3.0,M4,12,True,True,0,False,36,2,False,False,1,1,1.4719808985909748,0.4565678179978746,0.05555555555555555,True,2,0,0,0,0,32,0.0,0,0.0,0.0,0.0,False
b03_regional_1.0,3,1,regional,1.0,M0,12,False,False,7,True,36,4,False,False,0,0,0.695662859193363,0.5388761127077567,0.1111111111111111,True,1,0,0,0,0,4142,0.0,0,,9.0,,False
b03_regional_1.0,3,1,regional,1.0,M1,12,False,False,7,True,36,1,False,False,0,0,0.4922968922350111,0.42636264429601073,0.027777777777777776,True,0,0,0,0,0,4142,0.0,0,0.0,,,False
b03_regional_1.0,3,1,regional,1.0,M2,12,False,False,7,True,36,2,False,False,0,0,0.5602207032180211,0.48136691452213953,0.05555555555555555,True,0,0,0,0,0,4142,0.0,0,0.0,,,False
b03_regional_1.0,3,1,regional,1.0,M3,12,False,False,7,True,36,2,False,False,0,0,0.5856895697950766,0.47562455830475747,0.05555555555555555,True,0,0,0,0,0,4142,0.0,0,0.0,,,False
