episode,phase,background,family,method,horizon,level,forecast_phase,mae,mse,coverage,width,adjusted_coverage,adjusted_width
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,affected,during,0.1937279699535179,0.0700630417834347,0.731159420289855,0.5585678717728766,0.6905797101449275,0.5152710461666831
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,group,after,4.995459091483096,37.301806380861265,0.885,19.295859294780133,0.92,20.936220283978123
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,group,during,5.588721605808074,41.82578738712549,0.8858695652173914,19.27783717437831,0.9130434782608695,20.916666084449993
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,household,after,0.12985402206766142,0.05539431524332974,0.9029616925845176,0.5388381334715195,0.8872193757947281,0.4970706386443742
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,household,during,0.12178399369944179,0.057086978960369184,0.9062388508257598,0.5388850663588538,0.8920168812589585,0.49711393357624983
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,regional,after,67.97778372599204,6538.842412647741,0.88,265.16467858624003,0.88,282.3772143983294
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b,12,regional,during,79.74108737003009,7416.469795006286,0.9565217391304348,264.8075060050185,0.9565217391304348,281.9968568066526
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,affected,after,0.13248383344744288,0.04985553136071035,0.8720150659133711,0.5363041906549264,0.8675706214689266,0.5081718697768044
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,affected,before,0.1726992574250978,0.07885993712391867,0.8166666666666667,0.5358275287297691,0.8111111111111112,0.5077202115836009
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,affected,during,0.1955112896293323,0.07133802722615955,0.7097222222222221,0.5342982891554825,0.688888888888889,0.50627118965287
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,group,after,3.7615201077136495,23.442075669440424,0.7583333333333333,11.052444102475826,0.8416666666666667,14.417863151838976
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,group,before,3.3319187487997874,17.665395799588808,0.7986111111111112,11.100744152879429,0.9236111111111112,14.48087034830062
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,group,during,3.2348642913651044,18.234991794749195,0.8151041666666666,11.055419388497716,0.9036458333333334,14.421744398946261
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,household,after,0.11972997083274614,0.05065192111125005,0.9070851792174078,0.5183991679331427,0.8978292238788441,0.4912060711992962
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,household,before,0.15213852785317022,0.07083826499188406,0.8686215331486348,0.5206305828681824,0.8542741624288503,0.4933204352478081
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,household,during,0.11844261061896544,0.05533984643810994,0.8958750657641708,0.5182019760485471,0.8859091374934134,0.4910192231931724
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,regional,after,46.48626630066788,3825.0821142179334,0.6666666666666666,106.69318141628762,0.8,151.9134312741033
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,regional,before,31.238758390724318,1276.9142091532897,0.8888888888888888,107.78435824758164,1.0,153.46708647838398
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,2,regional,during,32.083018392694754,1829.851280590053,0.75,106.75281988590348,0.875,151.99834658391987
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,affected,after,0.13852943679337293,0.05286350668280106,0.8678983050847457,0.5588521575776756,0.8572090395480225,0.5155332958438515
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,affected,during,0.1937279699535179,0.0700630417834347,0.731159420289855,0.5585678717728766,0.6905797101449275,0.5152710461666831
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,group,after,4.995459091483096,37.301806380861265,0.885,19.295859294780133,0.92,20.936220283978123
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,group,during,5.588721605808074,41.82578738712549,0.8858695652173914,19.27783717437831,0.9130434782608695,20.916666084449993
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,household,after,0.12985402206766142,0.05539431524332974,0.9029616925845176,0.5388381334715195,0.8872193757947281,0.4970706386443742
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,household,during,0.12178399369944179,0.057086978960369184,0.9062388508257598,0.5388850663588538,0.8920168812589585,0.49711393357624983
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,regional,after,67.97778372599204,6538.842412647741,0.88,265.16467858624003,0.88,282.3772143983294
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M3b_fixed,12,regional,during,79.74108737003009,7416.469795006286,0.9565217391304348,264.8075060050185,0.9565217391304348,281.9968568066526
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,affected,after,0.12203622097250616,0.0442609207427613,0.8732203389830508,0.48942103753733784,0.8665536723163841,0.46321322979841284
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,affected,before,0.16132242746499775,0.06942795793479956,0.8129629629629629,0.48944741361038613,0.8,0.4632381934698716
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,affected,during,0.1448680533305878,0.0456438100711703,0.7875,0.489134042487762,0.7680555555555556,0.46294160292981906
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,group,after,3.103702563469681,15.203218593075627,0.825,10.52912831574889,0.9291666666666667,13.926197646627282
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,group,before,3.1731632422750007,16.235066100180823,0.7986111111111112,10.538559219418438,0.875,13.938671293500022
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,group,during,3.0778006152335133,17.579538465174696,0.8125,10.531088838100711,0.8802083333333334,13.928790702855997
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,household,after,0.10940668255170702,0.04353511069255944,0.9043520342559277,0.47651530462577735,0.8948387485100491,0.45099858072047344
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,household,before,0.1307545520533998,0.05585497337113194,0.8738948228563622,0.476873052870261,0.8625988550601008,0.4513371720499672
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,household,during,0.1033997904267448,0.0459902798156115,0.9017765642908415,0.47644093016870587,0.892794194530425,0.45092818891090203
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,regional,after,34.1814116963304,1762.4903469267688,0.6,96.74247416298286,0.8666666666666667,136.86769856311278
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,regional,before,28.50736130097971,1166.0194226622377,0.7777777777777778,96.86878058313478,1.0,137.04639224641485
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,2,regional,during,31.46844258878011,1751.769103416095,0.9166666666666666,96.7672492045645,0.9166666666666666,136.90274938181906
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,affected,after,0.13866385165552042,0.05270971728876062,0.8718983050847458,0.5542324472480123,0.8545310734463277,0.514360319182423
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,affected,during,0.18913166850704688,0.06739610152371944,0.739855072463768,0.5540467650305994,0.7094202898550724,0.5141879951600938
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,group,after,4.246319181673771,26.917372692551034,0.92,18.22353512684434,0.935,19.11525180973696
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,group,during,4.025042718757025,25.665909546489186,0.9293478260869565,18.22832770939009,0.9375,19.120278903631938
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,household,after,0.12886979795439812,0.05382320790495635,0.9031641535342427,0.53367864266468,0.8886462356832665,0.4952851792508101
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,household,during,0.11841464214324242,0.05472615831686934,0.9050868515272426,0.533635143297889,0.892467139180276,0.49524480927915304
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,regional,after,49.71079672003034,3934.7358131916267,1.0,245.89852263863511,0.96,243.05473605122606
fresh_b02_cancel_exact_3.0,fresh,2,cancel_exact,M4,12,regional,during,49.971402828945735,3359.102556559005,1.0,245.97603965592663,1.0,243.13135659361524
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,affected,after,0.1205797569673728,0.06901004393590963,0.9287037037037036,0.5577513473506625,0.9203703703703704,0.5322476753304808
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,affected,before,0.1388212112179128,0.0558874305351848,0.9083333333333333,0.5577536325761604,0.9,0.5322498560620285
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,affected,during,0.15801295491414227,0.06686394801899942,0.8277777777777778,0.5577522767639045,0.8152777777777778,0.5322485622454831
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,group,after,4.075929084150598,29.573897072200623,0.7638888888888888,11.564698211152917,0.8472222222222222,15.182746652001953
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,group,before,2.6577913295136923,11.51642153255496,0.9375,11.567784572619251,0.9583333333333334,15.18679859035471
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,group,during,3.8952468097744934,25.779163876233962,0.7395833333333334,11.567294609649336,0.8359375,15.186155341088254
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,household,after,0.11358996609761467,0.048969129648560254,0.9215690065293486,0.5344455292324581,0.9135348070146,0.510007536290009
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,household,before,0.1506063003768848,0.07149858527860715,0.8853908318229075,0.5345010397457957,0.875271384138501,0.510060508536191
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,household,during,0.13689276022578112,0.06805875601577573,0.8836019442224065,0.5343947744872749,0.873605917272111,0.50995910235029
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,regional,after,54.07803823423202,5583.3652160375295,0.6666666666666666,117.95952905467077,0.7777777777777778,159.32638845444734
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,regional,before,21.00139400712976,531.4399748157607,1.0,118.01825140220666,1.0,159.40570395892115
fresh_b02_delayed_3.0,fresh,2,delayed,M0,2,regional,during,39.51990764198796,3188.380911753398,0.8333333333333334,118.00243503999258,0.9166666666666666,159.38434100596388
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,affected,after,0.12680436374492102,0.058281206166316275,0.9244047619047618,0.5702940455494121,0.9083333333333333,0.5262618443237541
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,affected,during,0.14875407239747285,0.06606486192483921,0.845,0.5702905958201676,0.8208333333333332,0.5262586609468825
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,group,after,5.965515272206822,56.44361091549201,0.8348214285714286,21.623351849050586,0.9553571428571429,28.95929610458774
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,group,during,7.598049586696121,77.27956082798133,0.75625,21.618527882531065,0.925,28.95283555786896
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,household,after,0.12828015198825268,0.05466026433763827,0.9131529863017874,0.5464147646898462,0.8980818322695547,0.5042262742799295
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,household,during,0.13369991765999154,0.065550937484697,0.9000886261151031,0.5463592885813028,0.885058319870242,0.5041750814620739
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,regional,after,81.77083548069974,11599.65022490706,0.8214285714285714,306.89834888881217,0.9285714285714286,404.1257705242107
fresh_b02_delayed_3.0,fresh,2,delayed,M0,12,regional,during,116.58917280339907,15939.824313161847,0.8,306.8028593153077,1.0,404.0000292238445
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,affected,after,0.11804043708355744,0.0676602033607148,0.9287037037037036,0.5302901675762328,0.9203703703703704,0.5053454194660564
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,affected,before,0.13312986136618032,0.05251319917453793,0.9027777777777777,0.5424814937928826,0.8944444444444444,0.5169632680280228
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,affected,during,0.15863671249303596,0.07001563534221068,0.8277777777777778,0.537485319986644,0.8125,0.512202113282539
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,group,after,3.613973077804632,22.425565329705826,0.7916666666666666,11.016363303196817,0.875,14.328917602592693
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,group,before,2.9829916180051725,14.541027855507702,0.8229166666666666,11.107514379543922,0.9583333333333334,14.447477260296274
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,group,during,3.562531590203377,21.039797831000357,0.7760416666666666,11.029660410300487,0.8671875,14.346213069962225
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,household,after,0.10912636574650651,0.04483360033786424,0.9177523032349202,0.5164072557287755,0.9104541880074787,0.49211555713798494
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,household,before,0.14671377364443072,0.0674052300263361,0.8791264385787873,0.5203596516603365,0.8677220050238109,0.49588203312048257
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,household,during,0.1298234172351813,0.062252204469820466,0.8824777436553616,0.5164888696471062,0.8724918487647496,0.49219333195319886
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,regional,after,44.914976573467555,3804.475289377801,0.6111111111111112,105.92388255520325,0.7777777777777778,139.8065989748645
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,regional,before,30.573773074845594,1231.4178877105417,0.8333333333333334,107.9257082479777,1.0,142.44876460452258
fresh_b02_delayed_3.0,fresh,2,delayed,M2,2,regional,during,34.585893764464984,1915.2253044103606,0.7916666666666666,106.22125493847386,0.875,140.19909423213048
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,affected,after,0.12160118903805903,0.057346235068998844,0.9244047619047618,0.5600953348826269,0.9113095238095238,0.5176316039701653
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,affected,during,0.1470828599747131,0.06346184998859371,0.8408333333333333,0.5617497252398844,0.825,0.519160566417959
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,group,after,4.582318179819504,31.635159765199752,0.8973214285714286,19.140672652654455,0.953125,21.616407738250047
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,group,during,4.608820583061378,32.19688532730918,0.9,19.22175133673118,0.9375,21.707973480253383
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,household,after,0.12177461829421246,0.051147334054730806,0.9112678079997482,0.5382523232932858,0.8971693149162062,0.49744462432517517
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,household,during,0.1280251084657353,0.06175865729862275,0.8976439688538329,0.5386238404513628,0.8826619047459872,0.49778797484152626
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,regional,after,59.04058247104661,5283.609497822714,0.8928571428571429,262.3628767654692,0.9285714285714286,287.35464211872994
fresh_b02_delayed_3.0,fresh,2,delayed,M2,12,regional,during,56.910732752465925,4326.539810353391,1.0,263.7824078172086,1.0,288.90939270836327
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,affected,after,0.12023146347101554,0.06840207410980878,0.925925925925926,0.5321280596942679,0.9185185185185184,0.5044538298461431
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,affected,before,0.13286503297591945,0.05307224139739986,0.9,0.5413230210070842,0.8888888888888888,0.5131705914696556
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,affected,during,0.15814517058258618,0.0695614160442831,0.8069444444444445,0.5329425153954491,0.7895833333333333,0.5052259283856128
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,group,after,3.5208213247677684,21.732035528793954,0.7847222222222222,11.025864308327991,0.8784722222222222,14.532952375039757
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,group,before,2.8473035314519777,13.42332529693455,0.8645833333333334,11.097099569634066,0.9479166666666666,14.626846026461054
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,group,during,3.6084824421349038,21.44239009815523,0.7708333333333334,11.023916863853907,0.8619791666666666,14.530385490757178
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,household,after,0.10871692496803503,0.04484236596741412,0.9183413999077705,0.5162165874654734,0.9094363157484104,0.48936986094415047
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,household,before,0.14679652747483116,0.06814531100497366,0.8786844972871224,0.5203195779116939,0.865955178404906,0.4932594683548313
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,household,during,0.12952648951495901,0.06174575120566358,0.8805408220996652,0.5159947499266203,0.8686681169599507,0.48915956044591624
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,regional,after,43.27231449411235,3636.917634126608,0.6666666666666666,106.18036420686904,0.7777777777777778,149.54926000356798
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,regional,before,29.099584307079642,1058.8916035524232,1.0,107.64593112541299,1.0,151.6134311880531
fresh_b02_delayed_3.0,fresh,2,delayed,M3,2,regional,during,34.34917975290619,2059.923980083032,0.75,106.10815514280448,0.875,149.44755746961013
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,affected,after,0.1233344916289715,0.05763211356045845,0.9238095238095239,0.5598824553884318,0.9107142857142857,0.5182276033782267
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,affected,during,0.14964676299025892,0.06383274623116121,0.8391666666666667,0.560747103867043,0.82,0.5190279226318893
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,group,after,4.7271406023608025,32.334651541459934,0.9084821428571429,19.147128379855975,0.9397321428571429,21.297384760519428
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,group,during,4.680137012726751,32.31377677441724,0.896875,19.211837783567404,0.946875,21.369361144712677
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,household,after,0.12250959819523473,0.051461671924577346,0.911371092913226,0.5381056357967161,0.8977890905113498,0.4980709635021202
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,household,during,0.12885037859090084,0.06172082808922569,0.8970055858469154,0.5385941366202329,0.8820838875123587,0.4985231202157
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,regional,after,62.2044796861078,5522.899150464992,0.9642857142857143,262.4956621654818,0.9642857142857143,272.9375817333811
fresh_b02_delayed_3.0,fresh,2,delayed,M3,12,regional,during,57.587768155031895,4357.538197492101,1.0,263.6108622282796,1.0,274.09714378396103
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,affected,after,0.11971806471546438,0.06891733832687387,0.9287037037037036,0.5398212792556357,0.9185185185185184,0.5115044663172313
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,affected,before,0.13628156916759984,0.056076796503033884,0.9027777777777777,0.5458099154343504,0.8972222222222221,0.5171789631743865
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,affected,during,0.1619786314865774,0.07076327102402416,0.80625,0.5396755607741567,0.7881944444444445,0.5113663916303567
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,group,after,3.454974374588724,20.47725000102496,0.7916666666666666,11.057958338741104,0.8680555555555556,14.425056448011524
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,group,before,2.9689222709197285,14.142246072347298,0.84375,11.124153760683654,0.96875,14.511408075397917
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,group,during,3.5258083737695745,20.990742622848696,0.7734375,11.051468815648152,0.8697916666666666,14.416590894600228
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,household,after,0.10963749747198327,0.04563258338644783,0.918167034174027,0.5184981627607024,0.9099718620113166,0.4912998731637333
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,household,before,0.14676928818582066,0.06630646049376428,0.8806928199340519,0.5213966601591545,0.8675619429122183,0.4940463272623221
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,household,during,0.13077826587905975,0.062447241641272466,0.8810126153507429,0.5182151374720143,0.8693607405353659,0.4910316942222801
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,regional,after,42.567775625048775,3304.108523246902,0.7222222222222222,106.81829655068725,0.8333333333333334,152.0915745173609
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,regional,before,29.632737731269383,1148.202684880598,0.8333333333333334,108.340044746162,1.0,154.25829207926174
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,2,regional,during,33.24829187285791,1931.1749979970612,0.75,106.65645901437041,0.875,151.86114465179233
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,affected,after,0.12245373849052357,0.05818346606662411,0.9226190476190476,0.561783087489291,0.9083333333333333,0.5182370376774195
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,affected,during,0.15132541440423478,0.06687242835183335,0.8366666666666667,0.5620738764028228,0.8166666666666667,0.5185052863814017
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,group,after,5.084997314066443,37.46918490369405,0.8973214285714286,19.297508155233345,0.9285714285714286,20.93800931576669
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,group,during,5.688130923675326,44.76206691773131,0.86875,19.27282545168354,0.8875,20.911228310016785
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,household,after,0.12307950886964146,0.052010149363067845,0.9105877646017891,0.5388085505174531,0.8959899412193366,0.4970433487831759
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,household,during,0.12909001336381054,0.06173392440080209,0.8976918888393648,0.5389335224276469,0.882360586729998,0.4971586336217088
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,regional,after,71.13207021538652,6794.835433127954,0.8928571428571429,265.1994511911259,0.8928571428571429,282.41424418433775
fresh_b02_delayed_3.0,fresh,2,delayed,M3b,12,regional,during,79.87835368761273,7470.808901035479,0.95,264.7052484709951,0.95,281.88796146748933
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,affected,after,0.11971806471546438,0.06891733832687387,0.9287037037037036,0.5398212792556357,0.9185185185185184,0.5115044663172313
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,affected,before,0.13628156916759984,0.056076796503033884,0.9027777777777777,0.5458099154343504,0.8972222222222221,0.5171789631743865
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,affected,during,0.1619786314865774,0.07076327102402416,0.80625,0.5396755607741567,0.7881944444444445,0.5113663916303567
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,group,after,3.454974374588724,20.47725000102496,0.7916666666666666,11.057958338741104,0.8680555555555556,14.425056448011524
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,group,before,2.9689222709197285,14.142246072347298,0.84375,11.124153760683654,0.96875,14.511408075397917
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,group,during,3.5258083737695745,20.990742622848696,0.7734375,11.051468815648152,0.8697916666666666,14.416590894600228
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,household,after,0.10963749747198327,0.04563258338644783,0.918167034174027,0.5184981627607024,0.9099718620113166,0.4912998731637333
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,household,before,0.14676928818582066,0.06630646049376428,0.8806928199340519,0.5213966601591545,0.8675619429122183,0.4940463272623221
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,household,during,0.13077826587905975,0.062447241641272466,0.8810126153507429,0.5182151374720143,0.8693607405353659,0.4910316942222801
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,regional,after,42.567775625048775,3304.108523246902,0.7222222222222222,106.81829655068725,0.8333333333333334,152.0915745173609
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,regional,before,29.632737731269383,1148.202684880598,0.8333333333333334,108.340044746162,1.0,154.25829207926174
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,2,regional,during,33.24829187285791,1931.1749979970612,0.75,106.65645901437041,0.875,151.86114465179233
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,affected,after,0.12245373849052357,0.05818346606662411,0.9226190476190476,0.561783087489291,0.9083333333333333,0.5182370376774195
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,affected,during,0.15132541440423478,0.06687242835183335,0.8366666666666667,0.5620738764028228,0.8166666666666667,0.5185052863814017
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,group,after,5.084997314066443,37.46918490369405,0.8973214285714286,19.297508155233345,0.9285714285714286,20.93800931576669
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,group,during,5.688130923675326,44.76206691773131,0.86875,19.27282545168354,0.8875,20.911228310016785
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,household,after,0.12307950886964146,0.052010149363067845,0.9105877646017891,0.5388085505174531,0.8959899412193366,0.4970433487831759
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,household,during,0.12909001336381054,0.06173392440080209,0.8976918888393648,0.5389335224276469,0.882360586729998,0.4971586336217088
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,regional,after,71.13207021538652,6794.835433127954,0.8928571428571429,265.1994511911259,0.8928571428571429,282.41424418433775
fresh_b02_delayed_3.0,fresh,2,delayed,M3b_fixed,12,regional,during,79.87835368761273,7470.808901035479,0.95,264.7052484709951,0.95,281.88796146748933
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,affected,after,0.10391061360060905,0.050592225057852325,0.9268518518518518,0.48346424753854605,0.9148148148148147,0.4575754175203481
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,affected,before,0.11022822630853324,0.03755751187875015,0.8916666666666666,0.48433622750075145,0.8833333333333333,0.4584007041828198
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,affected,during,0.13409710547971837,0.053479659099541055,0.8319444444444444,0.48346422541177964,0.8159722222222222,0.4575753965784389
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,group,after,2.87560752748684,13.438279901522101,0.8541666666666666,10.529220269567844,0.9375,13.926319268001695
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,group,before,2.949566670628831,14.875430860307604,0.8229166666666666,10.54138590796285,0.8854166666666666,13.942409971781307
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,group,during,3.352835042424966,19.77943660470715,0.7760416666666666,10.531492063559083,0.8567708333333334,13.929324023113958
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,household,after,0.09890066264505191,0.0384669553781557,0.9164918102174612,0.47650131697099596,0.9082160196389106,0.4509853420849191
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,household,before,0.12493912452938788,0.05200302378918112,0.8851500130355373,0.4770806748284624,0.8753919531266284,0.4515336761445183
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,household,during,0.11518353246189068,0.05223606615422086,0.8866229153297142,0.476444233950802,0.8761753543892689,0.4509313157801167
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,regional,after,31.610812227418926,1568.6105030442473,0.6666666666666666,96.7424906359168,0.8888888888888888,136.86772186841458
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,regional,before,29.649132468483344,1269.2960060905777,0.6666666666666666,96.9021254508793,1.0,137.09356734035956
fresh_b02_delayed_3.0,fresh,2,delayed,M4,2,regional,during,32.055661859760164,1771.0297966520523,0.9166666666666666,96.77468893544692,0.9166666666666666,136.9132748397693
