backend,batch,warm_replicates,p50_seconds,p95_seconds,queries_per_second,messages_per_second
cpu,1,5,0.012242422439157963,0.013034328259527684,81.6831803484785,326.732721393914
cpu,256,5,2.7927186833694577,2.967144605331123,91.66694859903758,366.6677943961503
gpu,1,5,0.022596847265958786,0.022889725118875503,44.25396110485105,177.0158444194042
gpu,256,5,2.809785366989672,2.846232523582876,91.11016201008673,364.4406480403469
