origin,method,seconds,queries,complete_seconds,amortized_complete_seconds
1,cpu_cholesky_cached,0.004263739101588726,16,0.21890104189515114,
2,gpu_cholesky_kernel,0.002254747785627842,16,,
2,gpu_pcg_kernel,0.13103154953569174,16,,
2,gpu_rjd_corrected_kernel,0.02344551496207714,16,,
2,gpu_cholesky_cached,0.0005436744540929794,16,0.21340511552989483,
2,cpu_cholesky,0.014332753606140614,16,0.22558074910193682,0.5391593127569649
2,cpu_banded,0.0026742136105895042,16,0.2139222091063857,0.5275007727614138
2,cpu_information_smoother,0.02114153653383255,16,0.23238953202962875,0.5459680956846569
2,cpu_pcg,1.0846184492111206,16,1.2958664447069168,1.609445008361945
2,cpu_identity_corrected,1.2697288282215595,16,1.4809768237173557,1.7945553873723838
2,cpu_reference_eigen_corrected,0.4576322240754962,16,0.6688802195712924,0.9829860971949529
2,cpu_rjd_corrected,0.29112055618315935,16,0.5023685516789556,0.8202769436466042
2,gpu_cholesky,0.003883632831275463,16,0.21513162832707167,0.569982561893994
2,gpu_pcg,0.17448620218783617,16,0.3857341976836324,0.7405851312505547
2,gpu_rjd_corrected,0.14743485115468502,16,0.3586828466504812,0.7178636085300241
2,cpu_cholesky_cached,0.004182539880275726,16,0.21543053537607193,
3,gpu_cholesky_kernel,0.002204279415309429,16,,
3,gpu_pcg_kernel,0.13523119781166315,16,,
3,gpu_rjd_corrected_kernel,0.030525476671755314,16,,
3,gpu_cholesky_cached,0.0005388148128986359,16,0.23000787664204836,
3,cpu_cholesky,0.01337079145014286,16,0.24126824736595154,0.5548468110209797
3,cpu_banded,0.0027615632861852646,16,0.23065901920199394,0.5442375828570221
3,cpu_information_smoother,0.02172214165329933,16,0.249619597569108,0.5631981612241361
3,cpu_pcg,1.125783913768828,16,1.3536813696846366,1.6672599333396647
3,cpu_identity_corrected,1.2857205029577017,16,1.5136179588735104,1.8271965225285385
3,cpu_reference_eigen_corrected,0.4480616860091686,16,0.6759591419249773,0.9900650195486378
3,cpu_rjd_corrected,0.2745981179177761,16,0.5024955738335848,0.8204039658012334
3,gpu_cholesky,0.0037865852937102318,16,0.2316840412095189,0.5865349747764412
3,gpu_pcg,0.1918244045227766,16,0.4197218604385853,0.7745727940055076
3,gpu_rjd_corrected,0.14207823481410742,16,0.3699756907299161,0.7291564526094589
3,cpu_cholesky_cached,0.00467708520591259,16,0.23257454112172127,
4,gpu_cholesky_kernel,0.0022228891029953957,16,,
4,gpu_pcg_kernel,0.1490953555330634,16,,
4,gpu_rjd_corrected_kernel,0.024380815215408802,16,,
4,gpu_cholesky_cached,0.0005454337224364281,16,0.21186063066124916,
4,cpu_cholesky,0.01351182907819748,16,0.2232489511370659,0.536827514792094
4,cpu_banded,0.002683374099433422,16,0.21242049615830183,0.52599905981333
4,cpu_information_smoother,0.020606571808457375,16,0.23034369386732578,0.5439222575223539
4,cpu_pcg,1.4590071653947234,16,1.6687442874535918,1.98232285110862
4,cpu_identity_corrected,1.6445381408557296,16,1.854275262914598,2.167853826569626
4,cpu_reference_eigen_corrected,0.5638048928231001,16,0.7735420148819685,1.087647892505629
4,cpu_rjd_corrected,0.3570328839123249,16,0.5667700059711933,0.884678397938842
4,gpu_cholesky,0.003802413120865822,16,0.21353953517973423,0.5683904687466566
4,gpu_pcg,0.1970684425905347,16,0.4068055646494031,0.7616564982163254
4,gpu_rjd_corrected,0.1543660517781973,16,0.3641031738370657,0.7232839357166085
4,cpu_cholesky_cached,0.004483667202293873,16,0.21422078926116228,
5,gpu_cholesky_kernel,0.0023117680102586746,16,,
5,gpu_pcg_kernel,0.13478307239711285,16,,
5,gpu_rjd_corrected_kernel,0.023306095972657204,16,,
5,gpu_cholesky_cached,0.0005394453182816505,16,0.21467891335487366,
5,cpu_cholesky,0.013966135680675507,16,0.2265624087303877,0.5401409723854158
5,cpu_banded,0.0028161928057670593,16,0.21541246585547924,0.5289910295105074
5,cpu_information_smoother,0.020923597738146782,16,0.23351987078785896,0.5470984344428871
5,cpu_pcg,1.3988060150295496,16,1.6114022880792618,1.92498085173429
5,cpu_identity_corrected,1.5620684027671814,16,1.7746646758168936,2.0882432394719217
5,cpu_reference_eigen_corrected,0.5579671887680888,16,0.770563461817801,1.0846693394414615
5,cpu_rjd_corrected,0.3447362706065178,16,0.55733254365623,0.8752409356238786
5,gpu_cholesky,0.0038667432963848114,16,0.216463016346097,0.5713139499130193
5,gpu_pcg,0.17945226281881332,16,0.3920485358685255,0.7468994694354478
5,gpu_rjd_corrected,0.14722428284585476,16,0.35982055589556694,0.7190013177751098
5,cpu_cholesky_cached,0.004184970632195473,16,0.21678124368190765,
6,gpu_cholesky_kernel,0.002245289273560047,16,,
6,gpu_pcg_kernel,0.13004901818931103,16,,
6,gpu_rjd_corrected_kernel,0.022726140916347504,16,,
6,gpu_cholesky_cached,0.0005430653691291809,16,0.2116424534469843,
6,cpu_cholesky,0.012967055663466454,16,0.22251017857342958,0.5360887422284577
6,cpu_banded,0.0026457952335476875,16,0.21218891814351082,0.5257674817985389
6,cpu_information_smoother,0.02071756962686777,16,0.2302606925368309,0.543839256191859
6,cpu_pcg,1.3972125705331564,16,1.6067556934431195,1.9203342570981476
6,cpu_identity_corrected,1.6489942176267505,16,1.8585373405367136,2.1721159041917417
6,cpu_reference_eigen_corrected,0.5670743603259325,16,0.7766174832358956,1.0907233608595561
6,cpu_rjd_corrected,0.3366249008104205,16,0.5461680237203836,0.8640764156880323
6,gpu_cholesky,0.0038133934140205383,16,0.21335651632398367,0.568207449890906
6,gpu_pcg,0.164774633012712,16,0.37431775592267513,0.7291686894895975
6,gpu_rjd_corrected,0.13922738190740347,16,0.3487705048173666,0.7079512666969094
6,cpu_cholesky_cached,0.004165579564869404,16,0.21370870247483253,
7,gpu_cholesky_kernel,0.0022545084357261658,16,,
7,gpu_pcg_kernel,0.12528839334845543,16,,
7,gpu_rjd_corrected_kernel,0.023540662601590157,16,,
7,gpu_cholesky_cached,0.0005428455770015717,16,0.21450900752097368,
7,cpu_cholesky,0.012876865454018116,16,0.22531460225582123,0.5388931659108493
7,cpu_banded,0.0026606740429997444,16,0.21509841084480286,0.528676974499831
7,cpu_information_smoother,0.020971927791833878,16,0.233409664593637,0.5469882282486651
7,cpu_pcg,1.3667641142383218,16,1.579201851040125,1.892780414695153
7,cpu_identity_corrected,1.5991074368357658,16,1.811545173637569,2.125123737292597
7,cpu_reference_eigen_corrected,0.5664572464302182,16,0.7788949832320213,1.0930008608556818
7,cpu_rjd_corrected,0.35569572541862726,16,0.5681334622204304,0.886041854188079
7,gpu_cholesky,0.0037962133064866066,16,0.21623395010828972,0.571084883675212
7,gpu_pcg,0.16893475409597158,16,0.3813724908977747,0.736223424464697
7,gpu_rjd_corrected,0.1504913605749607,16,0.3629290973767638,0.7221098592563067
7,cpu_cholesky_cached,0.00409558042883873,16,0.21653331723064184,
8,gpu_cholesky_kernel,0.002331308089196682,16,,
8,gpu_pcg_kernel,0.12691750936210155,16,,
8,gpu_rjd_corrected_kernel,0.02371057216078043,16,,
8,gpu_cholesky_cached,0.0005408348515629768,16,0.2186622666195035,
8,cpu_cholesky,0.013080913573503494,16,0.2295150114223361,0.5430935750773642
8,cpu_banded,0.002644164487719536,16,0.21907826233655214,0.5326568259915803
8,cpu_information_smoother,0.021100636571645737,16,0.23753473442047834,0.5511132980755065
8,cpu_pcg,1.3870779173448682,16,1.6035120151937008,1.917090578848729
8,cpu_identity_corrected,1.6160684237256646,16,1.8325025215744972,2.1460810852295253
8,cpu_reference_eigen_corrected,0.5550378058105707,16,0.7714719036594033,1.0855777812830638
8,cpu_rjd_corrected,0.34865005407482386,16,0.5650841519236565,0.8829925438913051
8,gpu_cholesky,0.004032742232084274,16,0.22046684008091688,0.5753177736478392
8,gpu_pcg,0.1621757699176669,16,0.3786098677664995,0.7334608013334218
8,gpu_rjd_corrected,0.14189049415290356,16,0.35832459200173616,0.717505353881279
8,cpu_cholesky_cached,0.00411566998809576,16,0.22054976783692837,
9,gpu_cholesky_kernel,0.0023189084604382515,16,,
9,gpu_pcg_kernel,0.1362308794632554,16,,
9,gpu_rjd_corrected_kernel,0.023776651360094547,16,,
9,gpu_cholesky_cached,0.0005492754280567169,16,0.20329167414456606,
9,cpu_cholesky,0.01314112450927496,16,0.21408341079950333,0.5276619744545314
9,cpu_banded,0.0026797745376825333,16,0.2036220608279109,0.517200624482939
9,cpu_information_smoother,0.021113306283950806,16,0.22205559257417917,0.5356341562292073
9,cpu_pcg,1.3543159924447536,16,1.555258278734982,1.8688368423900101
9,cpu_identity_corrected,1.5421169362962246,16,1.743059222586453,2.056637786241481
9,cpu_reference_eigen_corrected,0.5520943254232407,16,0.753036611713469,1.0671424893371295
9,cpu_rjd_corrected,0.35499016381800175,16,0.5559324501082301,0.8738408420758788
9,gpu_cholesky,0.004134041257202625,16,0.205076327547431,0.5599272611143533
9,gpu_pcg,0.18010087870061398,16,0.38104316499084234,0.7358940985577647
9,gpu_rjd_corrected,0.1493236320093274,16,0.3502659182995558,0.7094466801790986
9,cpu_cholesky_cached,0.004153870046138763,16,0.20509615633636713,
10,gpu_cholesky_kernel,0.002254878170788288,16,,
10,gpu_pcg_kernel,0.12615101598203182,16,,
10,gpu_rjd_corrected_kernel,0.02386241126805544,16,,
10,gpu_cholesky_cached,0.0005422448739409447,16,0.21403458062559366,
10,cpu_cholesky,0.013376311399042606,16,0.22518870420753956,0.5387672678625677
10,cpu_banded,0.002831963822245598,16,0.21464435663074255,0.5282229202857707
10,cpu_information_smoother,0.02077287994325161,16,0.23258527275174856,0.5461638364067767
10,cpu_pcg,1.3878373596817255,16,1.5996497524902225,1.9132283161452506
10,cpu_identity_corrected,1.568119715899229,16,1.779932108707726,2.093510672362754
10,cpu_reference_eigen_corrected,0.5644975760951638,16,0.7763099689036608,1.0904158465273213
10,cpu_rjd_corrected,0.35142448637634516,16,0.5632368791848421,0.8811452711524907
10,gpu_cholesky,0.003948962315917015,16,0.21576135512441397,0.5706122886913363
10,gpu_pcg,0.16149387508630753,16,0.3733062678948045,0.7281572014617268
10,gpu_rjd_corrected,0.1456834776327014,16,0.35749587044119835,0.7166766323207412
10,cpu_cholesky_cached,0.0040209610015153885,16,0.21583335381001234,
11,gpu_cholesky_kernel,0.002287258394062519,16,,
11,gpu_pcg_kernel,0.12822338566184044,16,,
11,gpu_rjd_corrected_kernel,0.02367727179080248,16,,
11,gpu_cholesky_cached,0.00054184440523386,16,0.21297859959304333,
11,cpu_cholesky,0.013393430970609188,16,0.2242603898048401,0.5378389534598682
11,cpu_banded,0.002838742919266224,16,0.21370570175349712,0.5272842654085252
11,cpu_information_smoother,0.020795628428459167,16,0.23166258726269007,0.5452411509177182
11,cpu_pcg,1.365577314980328,16,1.576444273814559,1.890022837469587
11,cpu_identity_corrected,1.6185241313651204,16,1.8293910901993513,2.1429696538543794
11,cpu_reference_eigen_corrected,0.5887122536078095,16,0.7995792124420404,1.113685090065701
11,cpu_rjd_corrected,0.3450760766863823,16,0.5559430355206132,0.8738514274882618
11,gpu_cholesky,0.0038688844069838524,16,0.21473584324121475,0.5695867768081371
11,gpu_pcg,0.17647000215947628,16,0.3873369609937072,0.7421878945606295
11,gpu_rjd_corrected,0.14740824047476053,16,0.35827519930899143,0.7174559611885343
11,cpu_cholesky_cached,0.0044179875403642654,16,0.21528494637459517,
12,gpu_cholesky_kernel,0.002245258539915085,16,,
12,gpu_pcg_kernel,0.12927769497036934,16,,
12,gpu_rjd_corrected_kernel,0.0238270815461874,16,,
12,gpu_cholesky_cached,0.000539884902536869,16,0.21472275163978338,
12,cpu_cholesky,0.012928335927426815,16,0.2254513781517744,0.5390299418068025
12,cpu_banded,0.0026594139635562897,16,0.21518245618790388,0.528761019842932
12,cpu_information_smoother,0.020873398520052433,16,0.23339644074440002,0.5469750043994281
12,cpu_pcg,1.3947518458589911,16,1.6072748880833387,1.9208534517383669
12,cpu_identity_corrected,1.589621369726956,16,1.8021444119513035,2.1157229756063316
12,cpu_reference_eigen_corrected,0.5519274268299341,16,0.7644504690542817,1.0785563466779422
12,cpu_rjd_corrected,0.34461794327944517,16,0.5571409855037928,0.8750493774714414
12,gpu_cholesky,0.003916132263839245,16,0.21643917448818684,0.5712901080551092
12,gpu_pcg,0.16466231551021338,16,0.37718535773456097,0.7320362913014833
12,gpu_rjd_corrected,0.1446635788306594,16,0.357186621055007,0.7163673829345498
12,cpu_cholesky_cached,0.004110720008611679,16,0.21663376223295927,
13,gpu_cholesky_kernel,0.0022242674604058266,16,,
13,gpu_pcg_kernel,0.1299254698678851,16,,
13,gpu_rjd_corrected_kernel,0.023347475565969944,16,,
13,gpu_cholesky_cached,0.0005400050431489944,16,0.20356205943971872,
13,cpu_cholesky,0.01300374511629343,16,0.21434355527162552,0.5279221189266536
13,cpu_banded,0.0026642540469765663,16,0.20400406420230865,0.5175826278573368
13,cpu_information_smoother,0.020799819380044937,16,0.22213962953537703,0.5357181931904051
13,cpu_pcg,1.3859363989904523,16,1.5872762091457844,1.9008547728008125
13,cpu_identity_corrected,1.5760508310049772,16,1.7773906411603093,2.0909692048153374
13,cpu_reference_eigen_corrected,0.5458226576447487,16,0.7471624678000808,1.0612683454237413
13,cpu_rjd_corrected,0.33971252106130123,16,0.5410523312166333,0.858960723184282
13,gpu_cholesky,0.003920882008969784,16,0.20526069216430187,0.5601116257312242
13,gpu_pcg,0.16985642537474632,16,0.3711962355300784,0.7260471690970007
13,gpu_rjd_corrected,0.14702480658888817,16,0.34836461674422026,0.7075453786237631
13,cpu_cholesky_cached,0.004160448908805847,16,0.20550025906413794,
14,gpu_cholesky_kernel,0.0022566672414541245,16,,
14,gpu_pcg_kernel,0.14577675703912973,16,,
14,gpu_rjd_corrected_kernel,0.023075496777892113,16,,
14,gpu_cholesky_cached,0.0005381535738706589,16,0.2245738971978426,
14,cpu_cholesky,0.01352606900036335,16,0.23612487595528364,0.5497034396103118
14,cpu_banded,0.0028074337169528008,16,0.2254062406718731,0.5389848043269012
14,cpu_information_smoother,0.020867589861154556,16,0.24346639681607485,0.557044960471103
14,cpu_pcg,1.3805242106318474,16,1.6031230175867677,1.9167015812417958
14,cpu_identity_corrected,1.6294560953974724,16,1.8520549023523927,2.165633466007421
14,cpu_reference_eigen_corrected,0.5840772474184632,16,0.8066760543733835,1.120781931997044
14,cpu_rjd_corrected,0.35864875838160515,16,0.5812475653365254,0.8991559573041741
14,gpu_cholesky,0.003706684336066246,16,0.22630549129098654,0.5811564248579089
14,gpu_pcg,0.1804336942732334,16,0.4030325012281537,0.757883434795076
14,gpu_rjd_corrected,0.15031229238957167,16,0.37291109934449196,0.7320918612240348
14,cpu_cholesky_cached,0.004321439191699028,16,0.22692024614661932,
15,gpu_cholesky_kernel,0.00223555788397789,16,,
15,gpu_pcg_kernel,0.1294349441304803,16,,
15,gpu_rjd_corrected_kernel,0.02367245126515627,16,,
15,gpu_cholesky_cached,0.0005374746397137642,16,0.21491832192987204,
15,cpu_cholesky,0.015434421598911285,16,0.22815282549709082,0.5417313891521189
15,cpu_banded,0.004153129644691944,16,0.21687153354287148,0.5304500971978996
15,cpu_information_smoother,0.024529363960027695,16,0.23724776785820723,0.5508263315132353
15,cpu_pcg,1.0169207798317075,16,1.229639183729887,1.5432177473849151
15,cpu_identity_corrected,1.2750751757994294,16,1.487793579697609,1.801372143352637
15,cpu_reference_eigen_corrected,0.45486552082002163,16,0.6675839247182012,0.9816898023418617
15,cpu_rjd_corrected,0.2885341504588723,16,0.5012525543570518,0.8191609463247005
15,gpu_cholesky,0.003911660052835941,16,0.21663006395101547,0.5714809975179378
15,gpu_pcg,0.16759805660694838,16,0.3803164605051279,0.7351673940720502
15,gpu_rjd_corrected,0.14307603146880865,16,0.3557944353669882,0.714975197246531
15,cpu_cholesky_cached,0.004704974591732025,16,0.21742337848991156,
16,gpu_cholesky_kernel,0.0021868590265512466,16,,
16,gpu_pcg_kernel,0.1357385842129588,16,,
16,gpu_rjd_corrected_kernel,0.02439667470753193,16,,
16,gpu_cholesky_cached,0.0005395542830228806,16,0.22349540889263153,
16,cpu_cholesky,0.013772708363831043,16,0.2353119971230626,0.5488905607780907
16,cpu_banded,0.002626144327223301,16,0.22416543308645487,0.537743996741483
16,cpu_information_smoother,0.02247763331979513,16,0.2440169220790267,0.5575954857340548
16,cpu_pcg,1.0365223614498973,16,1.2580616502091289,1.571640213864157
16,cpu_identity_corrected,1.2578470828011632,16,1.4793863715603948,1.7929649352154229
16,cpu_reference_eigen_corrected,0.4664019402116537,16,0.6879412289708853,1.0020471065945458
16,cpu_rjd_corrected,0.30137375090271235,16,0.5229130396619439,0.8408214316295926
16,gpu_cholesky,0.003615334630012512,16,0.22515462338924408,0.5800055569561664
16,gpu_pcg,0.16721990052610636,16,0.3887591892853379,0.7436101228522602
16,gpu_rjd_corrected,0.14385981764644384,16,0.3653991064056754,0.7245798682852183
16,cpu_cholesky_cached,0.004058459773659706,16,0.22559774853289127,
17,gpu_cholesky_kernel,0.002213158644735813,16,,
17,gpu_pcg_kernel,0.13028445653617382,16,,
17,gpu_rjd_corrected_kernel,0.023529344238340855,16,,
17,gpu_cholesky_cached,0.0005522947758436203,16,0.2136816419661045,
17,cpu_cholesky,0.014128674753010273,16,0.22563284821808338,0.5392114118731115
17,cpu_banded,0.002604094333946705,16,0.2141082677990198,0.5276868314540479
17,cpu_information_smoother,0.020595911890268326,16,0.23210008535534143,0.5456786490103696
17,cpu_pcg,1.0667662508785725,16,1.2782704243436456,1.5918489879986737
17,cpu_identity_corrected,1.2191246338188648,16,1.430628807283938,1.744207370938966
17,cpu_reference_eigen_corrected,0.44678276032209396,16,0.6582869337871671,0.9723928114108276
17,cpu_rjd_corrected,0.2902793949469924,16,0.5017835684120655,0.8196919603797141
17,gpu_cholesky,0.0038453321903944016,16,0.2153495056554675,0.5702004392223898
17,gpu_pcg,0.17234758101403713,16,0.38385175447911024,0.7387026880460326
17,gpu_rjd_corrected,0.14925556257367134,16,0.36075973603874445,0.7199404979182873
17,cpu_cholesky_cached,0.004077650606632233,16,0.21558182407170534,
18,gpu_cholesky_kernel,0.002292608842253685,16,,
18,gpu_pcg_kernel,0.14429849106818438,16,,
18,gpu_rjd_corrected_kernel,0.02468478213995695,16,,
18,gpu_cholesky_cached,0.0005478747189044952,16,0.2225641766563058,
18,cpu_cholesky,0.013906336389482021,16,0.2343445746228099,0.547923138277838
18,cpu_banded,0.0033937375992536545,16,0.22383197583258152,0.5374105394876096
18,cpu_information_smoother,0.021849888376891613,16,0.24228812661021948,0.5558666902652476
18,cpu_pcg,1.071962091140449,16,1.292400329373777,1.605978893028805
18,cpu_identity_corrected,1.3599857902154326,16,1.5804240284487605,1.8940025921037886
18,cpu_reference_eigen_corrected,0.4810150498524308,16,0.7014532880857587,1.0155591657094192
18,cpu_rjd_corrected,0.3090474344789982,16,0.529485672712326,0.8473940646799747
18,gpu_cholesky,0.0038836728781461716,16,0.22432191111147404,0.5791728446783964
18,gpu_pcg,0.1803792743012309,16,0.4008175125345588,0.7556684461014811
18,gpu_rjd_corrected,0.1526333913207054,16,0.3730716295540333,0.7322523914335761
18,cpu_cholesky_cached,0.0043632471933960915,16,0.22480148542672396,
19,gpu_cholesky_kernel,0.002259877510368824,16,,
19,gpu_pcg_kernel,0.12910098675638437,16,,
19,gpu_rjd_corrected_kernel,0.023162607103586197,16,,
19,gpu_cholesky_cached,0.0005466332659125328,16,0.20838780514895916,
19,cpu_cholesky,0.01353330910205841,16,0.21961901616305113,0.5331975798180792
19,cpu_banded,0.0026801247149705887,16,0.2087658317759633,0.5223443954309914
19,cpu_information_smoother,0.02478991076350212,16,0.23087561782449484,0.544454181479523
19,cpu_pcg,1.1948608485981822,16,1.400946555659175,1.714525119314203
19,cpu_identity_corrected,1.6576525932177901,16,1.8637383002787828,2.177316863933811
19,cpu_reference_eigen_corrected,0.5831168759614229,16,0.7892025830224156,1.1033084606460761
19,cpu_rjd_corrected,0.35172662418335676,16,0.5578123312443495,0.8757207232119981
19,gpu_cholesky,0.004030341282486916,16,0.21011604834347963,0.564966981910402
19,gpu_pcg,0.1685481984168291,16,0.3746339054778218,0.7294848390447441
19,gpu_rjd_corrected,0.14823954366147518,16,0.3543252507224679,0.7135060126020107
19,cpu_cholesky_cached,0.00442509725689888,16,0.2105108043178916,
20,gpu_cholesky_kernel,0.0024536671116948128,16,,
20,gpu_pcg_kernel,0.13028309494256973,16,,
20,gpu_rjd_corrected_kernel,0.02325386554002762,16,,
20,gpu_cholesky_cached,0.0005400152876973152,16,0.21599642001092434,
20,cpu_cholesky,0.015180103480815887,16,0.22913754265755415,0.5427161063125823
20,cpu_banded,0.00273115374147892,16,0.21668859291821718,0.5302671565732453
20,cpu_information_smoother,0.020488401874899864,16,0.23444584105163813,0.5480244047066662
20,cpu_pcg,1.136466721072793,16,1.3504241602495313,1.6640027239045594
20,cpu_identity_corrected,1.4231671504676342,16,1.6371245896443725,1.9507031532994006
20,cpu_reference_eigen_corrected,0.48023998737335205,16,0.6941974265500903,1.0083033041737508
20,cpu_rjd_corrected,0.2950488505885005,16,0.5090062897652388,0.8269146817328874
20,gpu_cholesky,0.0039686718955636024,16,0.21792611107230186,0.5727770446392242
20,gpu_pcg,0.16450345609337091,16,0.3784608952701092,0.7333118288370315
20,gpu_rjd_corrected,0.14225253090262413,16,0.3562099700793624,0.7153907319589052
20,cpu_cholesky_cached,0.004156420007348061,16,0.21811385918408632,
21,gpu_cholesky_kernel,0.0022546378895640373,16,,
21,gpu_pcg_kernel,0.13865996524691582,16,,
21,gpu_rjd_corrected_kernel,0.0257925009354949,16,,
21,gpu_cholesky_cached,0.0005530538037419319,16,0.21254863310605288,
21,cpu_cholesky,0.014021335169672966,16,0.22430593986064196,0.5378845035156701
21,cpu_banded,0.0026614340022206306,16,0.21294603869318962,0.5265246023482177
21,cpu_information_smoother,0.02081671915948391,16,0.2311013238504529,0.544679887505481
21,cpu_pcg,1.2491290755569935,16,1.4594136802479625,1.7729922439029906
21,cpu_identity_corrected,1.3300029644742608,16,1.5402875691652298,1.853866132820258
21,cpu_reference_eigen_corrected,0.4630712615326047,16,0.6733558662235737,0.9874617438472342
21,cpu_rjd_corrected,0.3087569968774915,16,0.5190416015684605,0.8369499935361091
21,gpu_cholesky,0.003978372551500797,16,0.2142629772424698,0.5691139108093921
21,gpu_pcg,0.17695733718574047,16,0.38724194187670946,0.7420928754436318
21,gpu_rjd_corrected,0.15314780548214912,16,0.3634324101731181,0.722613172052661
21,cpu_cholesky_cached,0.004299539141356945,16,0.21458414383232594,
22,gpu_cholesky_kernel,0.0023259567096829414,16,,
22,gpu_pcg_kernel,0.13506861962378025,16,,
22,gpu_rjd_corrected_kernel,0.024400594644248486,16,,
22,gpu_cholesky_cached,0.0005404343828558922,16,0.22252262942492962,
22,cpu_cholesky,0.014160644263029099,16,0.23469445295631886,0.548273016611347
22,cpu_banded,0.003418317064642906,16,0.22395212575793266,0.5375306894129608
22,cpu_information_smoother,0.023033417761325836,16,0.2435672264546156,0.5571457901096437
22,cpu_pcg,1.1553823286667466,16,1.3759161373600364,1.6894947010150645
22,cpu_identity_corrected,1.491145884618163,16,1.7116796933114529,2.025258256966481
22,cpu_reference_eigen_corrected,0.5155139677226543,16,0.7360477764159441,1.0501536540396046
22,cpu_rjd_corrected,0.32965700700879097,16,0.5501908157020807,0.8680992076697294
22,gpu_cholesky,0.0037877634167671204,16,0.22432157211005688,0.5791725056769792
22,gpu_pcg,0.1694103991612792,16,0.38994420785456896,0.7447951414214913
22,gpu_rjd_corrected,0.14175456389784813,16,0.3622883725911379,0.7214691344706807
22,cpu_cholesky_cached,0.0043961480259895325,16,0.2249299567192793,
23,gpu_cholesky_kernel,0.0022590775042772293,16,,
23,gpu_pcg_kernel,0.14142654929310083,16,,
23,gpu_rjd_corrected_kernel,0.02569823246449232,16,,
23,gpu_cholesky_cached,0.0005469648167490959,16,0.2273023622110486,
23,cpu_cholesky,0.01612208504229784,16,0.24137505795806646,0.5549536216130946
23,cpu_banded,0.003531375899910927,16,0.22878434881567955,0.5423629124707077
23,cpu_information_smoother,0.03405325207859278,16,0.2593062249943614,0.5728847886493895
23,cpu_pcg,1.4203502982854843,16,1.645603271201253,1.959181834856281
23,cpu_identity_corrected,1.5794453080743551,16,1.8046982809901237,2.118276844645152
23,cpu_reference_eigen_corrected,0.5678245341405272,16,0.7930775070562959,1.1071833846799564
23,cpu_rjd_corrected,0.3386277202516794,16,0.563880693167448,0.8817890851350967
23,gpu_cholesky,0.003768191672861576,16,0.2290211645886302,0.5838720981555525
23,gpu_pcg,0.17942943330854177,16,0.4046824062243104,0.7595333397912327
23,gpu_rjd_corrected,0.14902645628899336,16,0.374279429204762,0.7334601910843048
23,cpu_cholesky_cached,0.00523799005895853,16,0.23049096297472715,
24,gpu_cholesky_kernel,0.0023340685293078423,16,,
24,gpu_pcg_kernel,0.12622967548668385,16,,
24,gpu_rjd_corrected_kernel,0.02373921126127243,16,,
24,gpu_cholesky_cached,0.0005401847884058952,16,0.21970360539853573,
24,cpu_cholesky,0.016258333809673786,16,0.23393524810671806,0.5475138117617462
24,cpu_banded,0.0033887065947055817,16,0.22106562089174986,0.534644184546778
24,cpu_information_smoother,0.024367334321141243,16,0.24204424861818552,0.5556228122732136
24,cpu_pcg,1.320087242871523,16,1.5377641571685672,1.8513427208235953
24,cpu_identity_corrected,1.4904097337275743,16,1.7080866480246186,2.0216652116796467
