building,common_days,method,normalized_is90,coverage90,normalized_reservation_loss
Lamb_assembly_Alden,0,seasonal_naive,2.7755575615628914e-17,-0.2564102564102565,2.7755575615628914e-17
Lamb_assembly_Alden,21,seasonal_naive,2.7755575615628914e-17,-0.2564102564102565,2.7755575615628914e-17
Lamb_assembly_Alden,38,seasonal_naive,2.7755575615628914e-17,-0.2564102564102565,2.7755575615628914e-17
