family,magnitude,method,horizon,level,phase,mae,mse,coverage,width,adjusted_coverage,adjusted_width,score,rmse
cancel_approx,1.0,M0,2,affected,after,0.1333926285647401,0.05847052036873643,0.8917672150025234,0.5294464526770537,0.882447519418819,0.505237046916829,0.9979013217510956,0.24180678313218681
cancel_approx,1.0,M0,2,affected,before,0.1304566188473082,0.05703864942488699,0.9139089689096423,0.5295766559779511,0.9049776892617679,0.5053612965570176,0.9186162513756504,0.238827656323314
cancel_approx,1.0,M0,2,affected,during,0.13693464321774837,0.05691701830239347,0.8839951088839294,0.529612092591941,0.8727593958327768,0.5053951128005951,0.9472368667871899,0.23857287838812163
cancel_approx,1.0,M0,2,group,after,4.075748632545049,27.511935341034572,0.7564911676019092,11.530220989000973,0.8631448268726349,15.137483133694753,22.984632493061188,5.245182107518725
cancel_approx,1.0,M0,2,group,before,4.201523279142469,30.53677942905076,0.7482483878968254,11.533923935956523,0.8453931051587301,15.142344558045428,25.867547326358554,5.526009358393339
cancel_approx,1.0,M0,2,group,during,3.7791533885515065,26.03864764055781,0.7854817708333334,11.531757048733295,0.8688151041666666,15.139499754045096,23.50986071691944,5.102807819285164
cancel_approx,1.0,M0,2,household,after,0.14094263198521084,0.06795926431810867,0.88371231763921,0.5342856132197863,0.8733819889004025,0.5098549325779838,1.0630721475469258,0.260689977402486
cancel_approx,1.0,M0,2,household,before,0.1357049764450963,0.0724618367140797,0.907353562162701,0.5343413177696092,0.8985957965155368,0.5099080899881621,1.0203240442718866,0.2691873635854397
cancel_approx,1.0,M0,2,household,during,0.1262085302532365,0.062400993434857874,0.9025369297447284,0.5343088409725777,0.8940752722972635,0.5098770982213034,0.9846117918162502,0.24980190838914315
cancel_approx,1.0,M0,2,regional,after,49.144808750822136,4098.164012032302,0.7273800309597523,117.55918261525602,0.820344212246302,158.78564577063258,313.73156170462977,64.01690411158839
cancel_approx,1.0,M0,2,regional,before,49.53579853608906,5025.096133209518,0.6899801587301587,117.61349233176222,0.8488095238095238,158.8590011922612,376.59194533085633,70.88791246192483
cancel_approx,1.0,M0,2,regional,during,43.30962204919555,3824.12283188292,0.7916666666666666,117.58033605926094,0.8802083333333333,158.81421744995083,316.56926513743895,61.83949249373672
cancel_approx,1.0,M0,12,affected,after,0.13067932493917578,0.056556418357239624,0.9075596498006808,0.5400195507540294,0.8903612628651564,0.4983248325465417,0.9357457749446776,0.23781593377492524
cancel_approx,1.0,M0,12,affected,during,0.14596628194295555,0.06340988723895226,0.8810282993253944,0.5401483620785815,0.8590407736960143,0.49844369839435754,0.9842695696590442,0.2518131990959812
cancel_approx,1.0,M0,12,group,after,7.06812674686888,72.0438113300656,0.7774844030689936,21.551371583215083,0.9310280762301236,28.86289579410078,32.61162150206391,8.487862589018839
cancel_approx,1.0,M0,12,group,during,9.16262752240468,120.44583337511307,0.6226454189760469,21.55389461354941,0.8245945157174062,28.86627478839559,44.15386373545848,10.974781700567583
cancel_approx,1.0,M0,12,household,after,0.13835825202679725,0.06636404366800987,0.8986434733465805,0.5462672096921043,0.8818359586427004,0.5040901119512908,1.0176271363453908,0.25761219627185716
cancel_approx,1.0,M0,12,household,during,0.1340828416307927,0.06777998033344262,0.9049060831847511,0.5462909357390598,0.8901191645974924,0.5041120061185661,1.0144067914749253,0.26034588595451746
cancel_approx,1.0,M0,12,regional,after,104.49508548875275,14996.663238973211,0.7780429069653207,305.83860316745995,0.9269243575709093,402.7302903668496,453.8579269144844,122.46086411165491
cancel_approx,1.0,M0,12,regional,during,139.40018885833922,26925.7883058709,0.5575712997909794,305.8733878133195,0.7897435040169594,402.77609501800293,677.9248064771228,164.09079287355186
cancel_approx,1.0,M1,2,affected,after,0.13371148932644242,0.05963480385710747,0.8890207950736109,0.5217472078924467,0.8756686916476846,0.4898962526290797,0.997320733691365,0.24420238298818353
cancel_approx,1.0,M1,2,affected,before,0.12811146196162954,0.05550829744775475,0.9102597146677157,0.5248231744072958,0.9001729429649015,0.49278444148000633,0.907615139921562,0.23560198948174174
cancel_approx,1.0,M1,2,affected,during,0.13441552580442712,0.05568753857411577,0.88299719982488,0.5224327783370121,0.8655433412671198,0.4905399712472636,0.9425719421670277,0.23598207256932838
cancel_approx,1.0,M1,2,group,after,3.9847236046776273,25.609418228503433,0.754889060887513,11.26125826894812,0.8665928281948745,14.621310343040793,21.61654493639743,5.06057489110708
cancel_approx,1.0,M1,2,group,before,4.125775884151462,28.696540770010444,0.734477306547619,11.347143123365363,0.8288194444444444,14.732820893656971,24.566005573791507,5.356915228936374
cancel_approx,1.0,M1,2,group,during,3.5092687222010506,21.772471462694895,0.8004557291666667,11.26859340495635,0.8916015625,14.630834083410063,20.81025806344469,4.666098098271713
cancel_approx,1.0,M1,2,household,after,0.13877112007474213,0.06508068119562094,0.8817796486167044,0.5256274922190369,0.8677451762977869,0.49353965832819324,1.0548548545795038,0.25510915545236895
cancel_approx,1.0,M1,2,household,before,0.13285698688021993,0.0694808945759981,0.9064633325407468,0.5281643078247173,0.8940873730283052,0.4959216096640785,1.0102242048569474,0.2635922885366681
cancel_approx,1.0,M1,2,household,during,0.12300537622975172,0.06045466242827387,0.9011104870738897,0.5256209651820495,0.8892713037665182,0.4935335297453996,0.9784345321740223,0.24587529853214996
cancel_approx,1.0,M1,2,regional,after,45.93455630652294,3591.649428156658,0.6450717019263846,111.70048652537655,0.8543784399724802,163.4967690636452,266.66156247851774,59.93037150023899
cancel_approx,1.0,M1,2,regional,before,48.02979756559971,4559.517528714761,0.6552579365079365,113.61852674503749,0.8175595238095238,166.3042177024427,346.8932328039379,67.52419957848268
cancel_approx,1.0,M1,2,regional,during,37.16916139598794,2738.4450744229357,0.7760416666666666,111.86034815746982,0.8854166666666666,163.73075963215138,249.63306152870518,52.33015454231848
cancel_approx,1.0,M1,12,affected,after,0.1298372075721554,0.05566013362703093,0.9064461306542396,0.5356767857932964,0.8882450266497675,0.49085044738312233,0.9285697232146982,0.2359239996842859
cancel_approx,1.0,M1,12,affected,during,0.14237835777492458,0.06008796812324428,0.8842564497610861,0.5362028232240604,0.8606090239087946,0.4913324651129899,0.9583867158219157,0.2451284726898209
cancel_approx,1.0,M1,12,group,after,5.970815392231562,54.65190317215111,0.8101893714124317,20.070377295531078,0.9061908533675775,24.75187865426404,29.530525806083343,7.392692552253956
cancel_approx,1.0,M1,12,group,during,6.677198466479598,65.7493368911993,0.7839354631947952,20.144885731207957,0.8923595813273302,24.84376650128542,31.90795711161027,8.108596480970014
