episode,background,family,magnitude,method,horizon,level,phase,mae,mse,coverage,width,adjusted_coverage,adjusted_width,score
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,affected,after,0.09795536717303574,0.038464981650456816,0.930921052631579,0.5233114551943141,0.9243421052631579,0.4993825776020403,0.7596250495095176
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,affected,before,0.12544280193709778,0.05204999460814184,0.934375,0.5233054558832763,0.93125,0.4993768526147882,0.8780929951589431
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,affected,during,0.15125220538742087,0.07506778569607561,0.8756510416666666,0.5233049417220023,0.8600260416666666,0.49937636196399154,1.0822305442670146
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,group,after,4.01450350503726,28.16376527668614,0.7664473684210527,11.594478084045296,0.8618421052631579,15.221843242090031,23.62496875234177
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,group,before,3.0222687704790396,13.764466137033281,0.8875,11.594767729207557,0.9625,15.222223503557933,15.766659392280399
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,group,during,3.8161943584234055,25.983111034331994,0.7578125,11.594733361829617,0.8463541666666666,15.222178384248908,22.853657793869573
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,household,after,0.10340872944421504,0.042226242064581386,0.9326252045374184,0.5343632351244361,0.9262097514562498,0.5099290051526192,0.8210605819674412
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,household,before,0.13786149463629618,0.06220383075812201,0.9041239418733656,0.5347370152531934,0.8962984243373375,0.5102856938554986,1.0031604572658188
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,household,during,0.12855131754432275,0.06101467113831721,0.8972960016529403,0.5345903683031465,0.8880257469802783,0.5101457524665133,0.9726020678753534
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,regional,after,52.401559741683926,4887.402939341482,0.6842105263157895,118.41540057955251,0.7894736842105263,159.9421281428024,348.36653660771486
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,regional,before,16.070497752549272,389.1212607207027,1.0,118.37738212874561,1.0,159.89077712003854,159.89077712003854
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,2,regional,during,45.05817951933911,3668.707233491113,0.75,118.38635299734892,0.875,159.90289395457765,292.29529374080477
b00_cancel_approx_1.0,0,cancel_approx,1.0,M0,12,affected,after,0.11063671368471764,0.045820237032443346,0.9304956896551724,0.531348143150263,0.9170258620689655,0.49032294125194686,0.7872099756159423
