background,M3_minus_M2_local_MAE
0,-0.0037654288310273927
1,0.0005333430310234588
2,0.001049642895629427
3,-0.0017074893925755994
4,0.0008417056950934171
5,-0.0015749951176738234
6,-0.008071789944587173
7,0.0010706139123844189
